Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Airport coordinates
North-Yenisei,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('93.016353'), Decimal('60.373043'))"
North Even,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('159.230687'), Decimal('61.919039'))"
Seymçan,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('152.413453'), Decimal('62.923512'))"
Simferopol,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('33.980968'), Decimal('45.036235'))"
sheaf,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('47.019969'), Decimal('66.739116'))"
Sobolevo,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('155.966326'), Decimal('54.305068'))"
Sovetskaya Gavan,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('140.052545'), Decimal('48.933734'))"
Soviet,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('63.600884'), Decimal('61.331802'))"
Solovki,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('35.723241'), Decimal('65.029939'))"
Sochi,2013,121138.0,122226.0,139381.0,131169.0,161788.0,245218.0,318350.0,353910.0,312481.0,192525.0,157497.0,860.27,2425681.0,"(Decimal('39.941316'), Decimal('43.44837'))"
Среднеколымск,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('153.718705'), Decimal('67.46549'))"
Stavropol (Shpakovskoye),2013,18156.0,17377.0,19123.0,18790.0,20362.0,23015.0,23699.0,23911.0,22139.0,20832.0,21448.0,110.0,247709.0,"(Decimal('42.105169'), Decimal('45.112737'))"
Stary Oskol,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('37.76778'), Decimal('51.32412'))"
Strezhevoy,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('77.64952'), Decimal('60.717274'))"
Samsearn,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('117.640738'), Decimal('62.183775'))"
Surgut,2013,79560.0,78164.0,89102.0,90804.0,109050.0,134229.0,146440.0,149518.0,124448.0,106816.0,98516.0,499.5,1305655.0,"(Decimal('73.40807'), Decimal('61.340204'))"
Syktyvkar,2013,19727.0,19184.0,23334.0,25780.0,29937.0,40513.0,45593.0,50756.0,40697.0,34284.0,29252.0,109.54,389516.0,"(Decimal('50.851293'), Decimal('61.663805'))"
Taganrog (Southern),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('38.880433'), Decimal('47.197978'))"
Taz,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('78.647108'), Decimal('67.484725'))"
Таксимо,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('114.922175'), Decimal('56.360153'))"
Talakan,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('111.038938'), Decimal('59.867032'))"
Tambov,2013,812.0,1135.0,1197.0,1889.0,2123.0,2895.0,4107.0,3968.0,2497.0,2158.0,1881.0,0.0,26129.0,"(Decimal('41.491404'), Decimal('52.803629'))"
Container,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('74.288446'), Decimal('56.904246'))"
Tarko-Sale,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('77.789172'), Decimal('64.922685'))"
Shalym,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('87.826031'), Decimal('52.766419'))"
Tigil,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('158.713895'), Decimal('57.776817'))"
Tiksi,2013,605.0,1030.0,1050.0,1228.0,1218.0,1822.0,1775.0,2481.0,1972.0,1371.0,1017.0,75.1,16839.0,"(Decimal('128.888094'), Decimal('71.698596'))"
Tilichiki,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('166.026819'), Decimal('60.382823'))"
Tobolsk,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Tolka,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('82.049414'), Decimal('63.989903'))"
Tomsk (Bogashevo),2013,27991.0,28309.0,31708.0,34556.0,36292.0,43992.0,49500.0,51725.0,44573.0,40064.0,38163.0,228.0,465841.0,"(Decimal('85.209517'), Decimal('56.388412'))"
Troitsky-Pechora,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Tugur,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('136.832992'), Decimal('53.775856'))"
Travel (Mountain),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('100.430957'), Decimal('64.329908'))"
Turukhansk,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('87.929463'), Decimal('65.795497'))"
Ust-Tsilma,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('124.760632'), Decimal('55.282031'))"
Tyumen (Plekhanovo),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('65.395861'), Decimal('57.168009'))"
Tyumen (Roschino),2013,89111.0,86203.0,96620.0,101180.0,114125.0,134835.0,148375.0,154689.0,131076.0,109259.0,101071.0,630.8,1372621.0,"(Decimal('65.348628'), Decimal('57.181514'))"
Uda,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Ulan Ude (Mukhino),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('107.443646'), Decimal('51.804919'))"
Ulyanovsk (Barataevka),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('48.798606'), Decimal('54.41412'))"
Ulyanovsk (East),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('48.798606'), Decimal('54.41412'))"
Nyagan,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('64.82368'), Decimal('60.117041'))"
Flora,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('134.439745'), Decimal('57.726967'))"
Urengoy,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('78.433372'), Decimal('65.963601'))"
Usinsk,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('57.376287'), Decimal('66.00273'))"
Ust-Kamchatsk,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('162.695013'), Decimal('56.237582'))"
Ust-Kara,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('64.954205'), Decimal('69.254814'))"
Ust-Kuyga,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('135.627498'), Decimal('70.006067'))"
Ust-Kut,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('105.716276'), Decimal('56.857224'))"
Ust-Maya,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('134.452645'), Decimal('60.364288'))"
Ust-Nera,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('143.118711'), Decimal('64.549707'))"
Ust-Khairyuzovo,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('156.738087'), Decimal('57.094231'))"
Ust-Tsilma,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('52.18592'), Decimal('65.432179'))"
Ufa,2013,142779.0,130538.0,148848.0,155600.0,186312.0,217729.0,238699.0,240632.0,211886.0,183280.0,163838.0,380.85,2186579.0,"(Decimal('55.883529'), Decimal('54.566329'))"
Ukhta,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('53.804729'), Decimal('63.555549'))"
Khabarovsk (MVL),2013,1404.0,1169.0,1315.0,1425.0,1356.0,1061.0,1694.0,2131.0,2563.0,1653.0,1852.0,15.15,19068.0,"(Decimal('135.171082'), Decimal('48.525706'))"
Khabarovsk (New),2013,125096.0,120557.0,145853.0,145640.0,155811.0,181410.0,212695.0,225045.0,194474.0,167484.0,151583.0,3087.67,1973005.0,"(Decimal('135.171082'), Decimal('48.525706'))"
royal,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('136.849746'), Decimal('62.786965'))"
Khanty-Mansiysk,2013,16028.0,17019.0,22028.0,21899.0,20681.0,25209.0,28663.0,27138.0,24788.0,23140.0,25591.0,95.26,276448.0,"(Decimal('69.095798'), Decimal('61.026144'))"
Harwell,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('59.555959'), Decimal('66.84556'))"
Khatanga,2013,827.0,644.0,920.0,1203.0,1561.0,2411.0,1277.0,2599.0,1506.0,1334.0,1115.0,171.39,16586.0,"(Decimal('102.473016'), Decimal('71.978434'))"
Herpuchi,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('138.824395'), Decimal('52.976379'))"
Honuu (Girl),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('143.251985'), Decimal('66.451866'))"
Khorey Vere,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('58.04802'), Decimal('67.416494'))"
remedy,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('118.27157'), Decimal('56.912812'))"
Cheboksary,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('47.320195'), Decimal('56.082722'))"
Chyegdomyn,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Chelyabinsk (Balandino),2013,78772.0,75176.0,87695.0,88786.0,98480.0,120008.0,129449.0,132493.0,119490.0,97963.0,82625.0,316.14,1197747.0,"(Decimal('61.509282'), Decimal('55.298164'))"
Cherepovets,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('38.02088'), Decimal('59.281551'))"
Cherskiy,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('161.32298'), Decimal('68.747259'))"
Chizha,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.366705'), Decimal('67.084013'))"
Reads (tub),2013,18957.0,17369.0,20235.0,21684.0,21691.0,31298.0,34768.0,34733.0,31096.0,28323.0,22240.0,259.01,308113.0,"(Decimal('113.306492'), Decimal('52.020464'))"
Çokurdah,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('147.90427'), Decimal('70.623269'))"
Çumikan,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('135.28347'), Decimal('54.69673'))"
Şarıpovo,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('89.169766'), Decimal('55.458343'))"
Shakhtars'k,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('142.076602'), Decimal('49.189684'))"
Şoyna,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.156661'), Decimal('67.872927'))"
Shushenskoe,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('92.048274'), Decimal('53.388274'))"
Egvekinot (Bay Cross),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('-179.089626'), Decimal('65.885249'))"
Ekimçan,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('132.950411'), Decimal('53.074423'))"
Elista,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.330575'), Decimal('46.369401'))"
ESSO,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('158.709467'), Decimal('55.93715'))"
South kurilsk (Mendeleevo),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('145.681308'), Decimal('43.959284'))"
Yuzhno-(Khomutovo),2013,58935.0,53135.0,65190.0,60522.0,67027.0,79921.0,91586.0,94014.0,79567.0,71862.0,67403.0,1054.2,851423.0,"(Decimal('142.723677'), Decimal('46.886967'))"
Yakutsk,2013,43111.0,41027.0,54894.0,58929.0,61118.0,83947.0,102772.0,110087.0,83320.0,73801.0,63311.0,1868.57,840479.0,"(Decimal('129.750225'), Decimal('62.086594'))"
Yakutsk (Magan),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('-6.226888'), Decimal('8.607871'))"
Yamburg,2013,5396.0,5482.0,5550.0,5826.0,5126.0,5174.0,5129.0,5106.0,5235.0,5526.0,5197.0,1.98,64406.0,"(Decimal('75.097783'), Decimal('67.980026'))"
Yaroslavl (Tunoshna),2013,420.0,1121.0,982.0,468.0,740.0,811.0,893.0,979.0,1177.0,1177.0,1738.0,954.5,11605.0,"(Decimal('40.170054'), Decimal('57.56231'))"
Yartsevo,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('90.203907'), Decimal('60.252931'))"
Abakan,2012,6141.0,6790.0,7258.0,9291.0,10554.0,13048.0,13398.0,14015.0,10729.0,8707.0,9585.0,81.25,120531.0,"(Decimal('91.399735'), Decimal('53.751351'))"
Aikhal,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('111.543324'), Decimal('65.957161'))"
Loss,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('125.398355'), Decimal('58.602489'))"
Amderma,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('61.577429'), Decimal('69.759076'))"
Anadyr,2012,2813.0,3788.0,4964.0,5762.0,7617.0,8930.0,8214.0,8316.0,7493.0,8269.0,9056.0,341.0,82012.0,"(Decimal('177.738273'), Decimal('64.713433'))"
Anapa (Vitjazevo),2012,9421.0,8958.0,12789.0,14476.0,21950.0,94604.0,136912.0,137484.0,86331.0,28175.0,19910.0,38.04,586831.0,"(Decimal('37.341511'), Decimal('45.003748'))"
Antypayuta,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Apatite (Khibiny),2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('33.581999'), Decimal('67.459641'))"
Arkhangelsk (Vaskovo),2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('40.706789'), Decimal('64.592645'))"
Arkhangelsk (Talagy),2012,45941.0,44939.0,54310.0,52997.0,60191.0,71587.0,73444.0,72914.0,64422.0,56089.0,54494.0,461.6,703759.0,"(Decimal('40.714892'), Decimal('64.596138'))"
Astrakhan (Narimanovo),2012,18176.0,18235.0,21106.0,31760.0,30450.0,27484.0,28486.0,33126.0,34956.0,33027.0,26942.0,89.76,328103.0,"(Decimal('47.999896'), Decimal('46.287344'))"
Achinsk,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('90.566467'), Decimal('56.271301'))"
Trip,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('138.042241'), Decimal('56.431311'))"
Auctions,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('113.479076'), Decimal('54.369366'))"
Baykit,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('96.366763'), Decimal('61.681612'))"
Barnaul (Titov Name),2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('83.547723'), Decimal('53.361377'))"
In Salah,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('130.399707'), Decimal('67.792415'))"
white Mountain,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('146.228094'), Decimal('68.553931'))"
Belgorod,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('36.570541'), Decimal('50.645157'))"
Novy Urengoy,2012,4529.0,4327.0,4833.0,8503.0,8255.0,9961.0,10227.0,10888.0,9122.0,8163.0,8380.0,60.3,94306.0,"(Decimal('66.694583'), Decimal('63.697412'))"
Belushi,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('47.623466'), Decimal('66.887693'))"
Usinsk,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('65.046174'), Decimal('63.927111'))"
"Beringovsky (Branch PCF ""A / P Chukotka"")",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('179.293427'), Decimal('63.025373'))"
Biisk,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('85.343842'), Decimal('52.481983'))"
Blagoveshchensk,2012,9766.0,10364.0,12372.0,14426.0,17417.0,24660.0,30258.0,29373.0,25196.0,19667.0,19418.0,239.3,234258.0,"(Decimal('127.407536'), Decimal('50.42238'))"
Bovanenkovo,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('68.338149'), Decimal('70.319169'))"
Bogorodskoe,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('140.445792'), Decimal('52.376818'))"
Boguçanı,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('97.46764'), Decimal('58.381633'))"
Bodaybo,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('114.225855'), Decimal('57.857975'))"
Bratsk,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('101.703088'), Decimal('56.365054'))"
Bryansk,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('34.182693'), Decimal('53.213493'))"
Bugulma,2012,3208.0,2834.0,3714.0,4820.0,4450.0,5082.0,7925.0,7546.0,6929.0,5900.0,3107.0,2.98,58445.0,"(Decimal('52.790306'), Decimal('54.634026'))"
Petrel,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('147.622486'), Decimal('44.920825'))"
Vanavara,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('102.303298'), Decimal('60.351026'))"
Varandey,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('58.202862'), Decimal('68.846223'))"
Верхневилюйск,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('120.278784'), Decimal('63.457425'))"
Vizhas,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('45.901117'), Decimal('66.637077'))"
Viljujsk,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('121.691798'), Decimal('63.754713'))"
Витим,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('112.566271'), Decimal('59.459285'))"
Vladivostok (Knevichi),2012,112936.0,105237.0,116657.0,122985.0,128804.0,147597.0,164471.0,170922.0,151057.0,135296.0,119598.0,2802.5,1606157.0,"(Decimal('132.165103'), Decimal('43.396702'))"
Vladikavkaz (Beslan),2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.604633'), Decimal('43.201857'))"
Vladimir,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('40.316228'), Decimal('56.123257'))"
Volgograd (Gumrak),2012,30538.0,30607.0,35171.0,40779.0,53856.0,60610.0,66751.0,69315.0,63377.0,49361.0,41687.0,114.0,581981.0,"(Decimal('44.356743'), Decimal('48.792276'))"
Vologda,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('39.936025'), Decimal('59.284144'))"
Volokovaya,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('48.238974'), Decimal('66.483341'))"
Vorkuta,2012,4559.0,4661.0,4560.0,4822.0,6554.0,7643.0,6744.0,6603.0,6583.0,5613.0,4913.0,64.96,68373.0,"(Decimal('64.00447'), Decimal('67.490244'))"
Voronezh (Chertovitskoe),2012,17540.0,18856.0,22018.0,22775.0,27023.0,33015.0,35552.0,36114.0,32180.0,23942.0,21542.0,19.9,310768.0,"(Decimal('39.225359'), Decimal('51.812576'))"
Vuktyl,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('57.286293'), Decimal('63.826824'))"
Gelendzhik,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('38.025156'), Decimal('44.593815'))"
Gorno-Altaisk,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('85.841302'), Decimal('51.969985'))"
Terrible (North),2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('45.699751'), Decimal('43.384707'))"
Kervan,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Distance,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('133.730759'), Decimal('45.879914'))"
deputy,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('139.903775'), Decimal('69.391802'))"
Dixon,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('80.383003'), Decimal('73.516386'))"
Dudinka,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('86.176769'), Decimal('69.389122'))"
Yeisk,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('38.220872'), Decimal('46.680447'))"
Ekaterinburg (Koltsovo),2012,236540.0,221061.0,251973.0,266633.0,314738.0,366767.0,404167.0,419827.0,380335.0,308740.0,287507.0,2252.69,3730888.0,"(Decimal('60.802263'), Decimal('56.750256'))"
Ekaterinburg (Uktus),2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('60.802263'), Decimal('56.750256'))"
Yelizovo (Avachinskiy),2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('158.425285'), Decimal('53.169328'))"
Pitorafik,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('92.098589'), Decimal('58.464048'))"
Erbogaçen,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('108.019592'), Decimal('61.274815'))"
Jigansk,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('123.362449'), Decimal('66.788511'))"
