Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201301,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,14419
201301,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13467
201301,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,10452
201301,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,9506
201301,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,14712
201301,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,14297
201301,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,8458
201301,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,8110
201301,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5147
201301,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5183
201301,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6430
201301,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5085
201301,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,40582
201301,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,41686
201301,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5558
201301,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,4954
201301,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,7046
201301,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6342
201301,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2297
201301,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,1623
201301,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,18215
201301,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,16917
201301,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10473
201301,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,9274
201301,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,20256
201301,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,19668
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 1,B,90329
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 1,B,88680
201301,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,19993
201301,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,17989
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,44442
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,43376
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,1247
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 1,B,1218
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 1,B,2682
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,6930
201301,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,6610
201301,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,115483
201301,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,107538
201301,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,236
201301,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,2976
201301,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,2738
201301,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6317
201301,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5362
201301,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,6454
201301,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,6100
201301,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,60721
201301,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,57361
201301,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,209609
201301,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,202631
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,28887
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,28797
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,254542
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,244962
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,4483
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,57447
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,50771
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,9134
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,11038
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,10777
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,11185
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,16282
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,15570
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,22212
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,19856
201301,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,129889
201301,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,122512
201301,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,5516
201301,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,3360
201301,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,8878
201301,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,8044
201302,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,2865
201302,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,2795
201302,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,10102
201302,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,9283
201302,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,6735
201302,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,6190
201302,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,6064
201302,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,6652
201302,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,6358
201302,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,6208
201302,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7218
201302,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8765
201302,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,5370
201302,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,5079
201302,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,2319
201302,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,7125
201302,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,37775
201302,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,34017
201302,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,4643
201302,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,4878
201302,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6546
201302,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6282
201302,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,103996
201302,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,104109
201302,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,6619
201302,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7027
201302,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,14210
201302,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,13653
201302,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,15382
201302,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,15596
201302,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,7775
201302,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8958
201302,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,80074
201302,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,77403
201302,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,3974
201302,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,3583
201302,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,11183
201302,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,11308
201302,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Low Fare,International,A,9025
201302,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,85
201302,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Low Fare,International,A,82
201302,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,8307
201302,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,12633
201302,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,12574
201302,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,7412
201302,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,7461
201302,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5505
201302,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5609
201302,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5062
201302,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,4701
201302,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,35409
201302,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,36717
201302,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5281
201302,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,4515
201302,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5592
201302,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5780
201302,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,3013
201302,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,3066
201302,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,14406
201302,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,13877
201302,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,9744
201302,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,8263
201302,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,16780
201302,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,17151
201302,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 1,B,84829
201302,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 1,B,84628
201302,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,18014
201302,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,17493
201302,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,43558
201302,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,43998
201302,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Low Fare,International,G,1138
201302,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,14
201302,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 1,B,1236
201302,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 1,B,2451
201302,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,7679
201302,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,7446
201302,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,108892
201302,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,106733
201302,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,244
201302,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,2359
201302,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,2283
201302,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5482
201302,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5024
201302,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5074
201302,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,4980
201302,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,53698
201302,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,54091
201302,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,194470
201302,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,191384
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,25787
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,25105
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,234230
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,232000
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,2230
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,47171
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,49229
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,7902
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,8808
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,10920
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,11544
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,12927
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,12357
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,17264
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,17674
201302,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,123016
201302,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,123798
201302,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,4005
201302,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,3800
201302,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,6604
201302,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,6739
201303,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,3252
201303,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,3262
201303,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,11990
201303,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,11846
201303,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,7994
201303,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,7897
201303,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7292
201303,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7689
201303,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,8717
201303,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,9101
201303,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7866
201303,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,6602
201303,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,6613
201303,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,6609
201303,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,3738
201303,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,7493
201303,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,35662
201303,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,30814
201303,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5417
201303,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,5944
201303,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6965
201303,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6861
201303,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,125005
201303,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,129314
201303,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,7079
201303,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7615
201303,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18332
201303,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,17713
201303,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,18296
201303,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,17400
201303,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9057
201303,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8839
201303,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,105674
201303,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,106105
201303,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,4550
201303,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,4595
201303,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13136
201303,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12517
201303,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,10334
201303,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,8662
201303,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,14516
201303,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,14292
201303,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,8517
201303,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,8473
201303,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5599
201303,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5792
201303,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5823
201303,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6112
201303,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,44021
201303,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,45983
201303,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,6434
201303,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,6102
201303,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6237
201303,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6463
201303,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,3642
201303,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,3439
201303,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,19188
201303,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,18785
201303,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10774
201303,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,9795
201303,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,17389
201303,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,17005
201303,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 1,B,96897
201303,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 1,B,96521
201303,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,27144
201303,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,27597
201303,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,47222
201303,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,49089
201303,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,2712
201303,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 1,B,839
201303,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 1,B,3713
201303,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,9110
201303,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,9028
201303,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,132940
201303,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,134638
201303,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,866
201303,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,2663
201303,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,2719
201303,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6597
201303,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6464
