Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform
2022-07-18,Magnesium,Mineral,155,37.0,5735.0,0.1,4,Canada,Walmart
2022-07-18,Ashwagandha,Herbal,153,57.66,8821.98,0.17,2,USA,Walmart
2022-07-18,Melatonin,Sleep Aid,138,22.74,3138.12,0.08,1,USA,iHerb
2022-07-18,Biotin,Vitamin,147,12.12,1781.64,0.17,1,UK,Walmart
2022-07-18,Green Tea Extract,Fat Burner,148,51.38,7604.24,0.11,2,UK,iHerb
2022-07-18,Iron Supplement,Mineral,147,18.85,2770.95,0.14,4,UK,Amazon
2022-07-18,Electrolyte Powder,Hydration,151,30.37,4585.87,0.25,2,UK,iHerb
2022-07-25,Whey Protein,Protein,142,51.04,7247.68,0.07,2,UK,Amazon
2022-07-25,Vitamin C,Vitamin,142,58.7,8335.4,0.09,2,UK,iHerb
2022-07-25,Fish Oil,Omega,154,55.73,8582.42,0.17,1,Canada,Walmart
2022-07-25,Multivitamin,Vitamin,165,37.21,6139.65,0.24,2,Canada,Amazon
2022-07-25,Pre-Workout,Performance,163,51.97,8471.11,0.24,1,UK,Walmart
2022-07-25,BCAA,Amino Acid,137,45.09,6177.33,0.06,0,USA,Walmart
2022-07-25,Creatine,Performance,157,19.63,3081.91,0.09,0,Canada,iHerb
2022-07-25,Zinc,Mineral,132,59.88,7904.16,0.04,0,USA,iHerb
2022-07-25,Collagen Peptides,Protein,144,20.24,2914.56,0.08,0,UK,Amazon
2022-07-25,Magnesium,Mineral,160,41.75,6680.0,0.1,3,UK,Walmart
2022-07-25,Ashwagandha,Herbal,188,21.15,3976.2,0.13,0,UK,Amazon
2022-07-25,Melatonin,Sleep Aid,148,36.1,5342.8,0.08,1,USA,iHerb
2022-07-25,Biotin,Vitamin,181,42.74,7735.94,0.01,0,Canada,iHerb
2022-07-25,Green Tea Extract,Fat Burner,152,11.12,1690.24,0.04,2,Canada,Walmart
2022-07-25,Iron Supplement,Mineral,157,43.41,6815.37,0.05,2,USA,Amazon
2022-07-25,Electrolyte Powder,Hydration,147,59.75,8783.25,0.23,0,Canada,Amazon
2022-08-01,Whey Protein,Protein,167,57.65,9627.55,0.07,1,UK,Amazon
2022-08-01,Vitamin C,Vitamin,130,46.34,6024.2,0.24,1,USA,iHerb
2022-08-01,Fish Oil,Omega,158,23.14,3656.12,0.01,0,Canada,iHerb
2022-08-01,Multivitamin,Vitamin,145,13.12,1902.4,0.04,0,USA,Walmart
2022-08-01,Pre-Workout,Performance,170,36.88,6269.6,0.15,2,USA,Walmart
2022-08-01,BCAA,Amino Acid,131,12.56,1645.36,0.1,0,UK,Walmart
2022-08-01,Creatine,Performance,152,36.61,5564.72,0.11,1,USA,Amazon
2022-08-01,Zinc,Mineral,164,46.71,7660.44,0.19,1,Canada,Walmart
2022-08-01,Collagen Peptides,Protein,142,14.66,2081.72,0.01,0,Canada,Amazon
2022-08-01,Magnesium,Mineral,137,52.46,7187.02,0.06,3,USA,Walmart
2022-08-01,Ashwagandha,Herbal,164,13.63,2235.32,0.14,2,Canada,iHerb
2022-08-01,Melatonin,Sleep Aid,150,19.3,2895.0,0.0,1,Canada,Walmart
2022-08-01,Biotin,Vitamin,152,35.23,5354.96,0.23,2,UK,iHerb
2022-08-01,Green Tea Extract,Fat Burner,164,52.77,8654.28,0.17,0,UK,Walmart
2022-08-01,Iron Supplement,Mineral,138,11.61,1602.18,0.12,1,USA,Walmart
2022-08-01,Electrolyte Powder,Hydration,156,28.02,4371.12,0.11,5,UK,iHerb
2022-08-08,Whey Protein,Protein,148,30.59,4527.32,0.18,0,USA,iHerb
2022-08-08,Vitamin C,Vitamin,141,31.62,4458.42,0.21,0,Canada,Walmart
2022-08-08,Fish Oil,Omega,156,21.85,3408.6,0.17,4,Canada,Amazon
2022-08-08,Multivitamin,Vitamin,183,15.02,2748.66,0.04,2,Canada,Walmart
2022-08-08,Pre-Workout,Performance,158,26.8,4234.4,0.04,2,UK,Amazon
2022-08-08,BCAA,Amino Acid,149,32.07,4778.43,0.08,1,Canada,Amazon
2022-08-08,Creatine,Performance,139,14.74,2048.86,0.09,0,USA,Amazon
2022-08-08,Zinc,Mineral,137,26.27,3598.99,0.17,2,UK,Walmart
2022-08-08,Collagen Peptides,Protein,153,11.07,1693.71,0.18,4,Canada,Walmart
2022-08-08,Magnesium,Mineral,165,26.34,4346.1,0.04,2,USA,Amazon
2022-08-08,Ashwagandha,Herbal,158,36.98,5842.84,0.17,1,USA,Amazon
2022-08-08,Melatonin,Sleep Aid,165,13.23,2182.95,0.16,1,USA,iHerb
2022-08-08,Biotin,Vitamin,152,53.95,8200.4,0.1,1,UK,iHerb
2022-08-08,Green Tea Extract,Fat Burner,140,15.71,2199.4,0.14,0,USA,iHerb
2022-08-08,Iron Supplement,Mineral,144,58.56,8432.64,0.18,1,Canada,iHerb
2022-08-08,Electrolyte Powder,Hydration,131,20.67,2707.77,0.13,2,Canada,Amazon
2022-08-15,Whey Protein,Protein,154,37.05,5705.7,0.23,4,Canada,Walmart
2022-08-15,Vitamin C,Vitamin,150,32.98,4947.0,0.05,2,USA,iHerb
2022-08-15,Fish Oil,Omega,150,19.88,2982.0,0.12,3,USA,Amazon
2022-08-15,Multivitamin,Vitamin,152,26.95,4096.4,0.14,1,Canada,Walmart
2022-08-15,Pre-Workout,Performance,156,34.67,5408.52,0.07,1,Canada,Amazon
2022-08-15,BCAA,Amino Acid,182,25.56,4651.92,0.13,3,UK,Walmart
2022-08-15,Creatine,Performance,147,52.82,7764.54,0.08,1,UK,Walmart
2022-08-15,Zinc,Mineral,145,12.22,1771.9,0.08,2,UK,Walmart
2022-08-15,Collagen Peptides,Protein,152,37.0,5624.0,0.05,1,USA,Amazon
2022-08-15,Magnesium,Mineral,150,23.04,3456.0,0.22,2,USA,iHerb
2022-08-15,Ashwagandha,Herbal,166,22.87,3796.42,0.1,1,Canada,Walmart
2022-08-15,Melatonin,Sleep Aid,145,41.06,5953.7,0.04,3,Canada,Walmart
2022-08-15,Biotin,Vitamin,162,52.64,8527.68,0.06,0,USA,Amazon
2022-08-15,Green Tea Extract,Fat Burner,154,38.36,5907.44,0.22,4,Canada,Walmart
2022-08-15,Iron Supplement,Mineral,155,14.19,2199.45,0.04,2,USA,iHerb
2022-08-15,Electrolyte Powder,Hydration,148,25.43,3763.64,0.15,0,USA,iHerb
2022-08-22,Whey Protein,Protein,154,13.19,2031.26,0.08,1,USA,iHerb
2022-08-22,Vitamin C,Vitamin,167,18.83,3144.61,0.14,1,Canada,Amazon
2022-08-22,Fish Oil,Omega,121,59.4,7187.4,0.16,1,Canada,Walmart
2022-08-22,Multivitamin,Vitamin,149,27.24,4058.76,0.16,3,UK,Walmart
2022-08-22,Pre-Workout,Performance,137,16.08,2202.96,0.05,0,Canada,Amazon
2022-08-22,BCAA,Amino Acid,135,32.97,4450.95,0.02,4,USA,Walmart
2022-08-22,Creatine,Performance,167,56.67,9463.89,0.06,3,Canada,Walmart
2022-08-22,Zinc,Mineral,157,49.85,7826.45,0.09,2,Canada,Amazon
2022-08-22,Collagen Peptides,Protein,141,15.4,2171.4,0.23,1,Canada,Walmart
2022-08-22,Magnesium,Mineral,151,58.0,8758.0,0.08,2,UK,Walmart
2022-08-22,Ashwagandha,Herbal,165,28.91,4770.15,0.19,3,UK,iHerb
2022-08-22,Melatonin,Sleep Aid,160,54.42,8707.2,0.1,2,Canada,Walmart
2022-08-22,Biotin,Vitamin,163,49.23,8024.49,0.15,3,Canada,Walmart
2022-08-22,Green Tea Extract,Fat Burner,137,51.64,7074.68,0.0,0,USA,Walmart
2022-08-22,Iron Supplement,Mineral,145,42.89,6219.05,0.15,1,Canada,Walmart
2022-08-22,Electrolyte Powder,Hydration,164,32.12,5267.68,0.04,2,Canada,Walmart
2022-08-29,Whey Protein,Protein,141,33.56,4731.96,0.01,0,USA,iHerb
2022-08-29,Vitamin C,Vitamin,157,53.24,8358.68,0.17,0,UK,iHerb
2022-08-29,Fish Oil,Omega,154,49.05,7553.7,0.25,1,Canada,Walmart
2022-08-29,Multivitamin,Vitamin,157,31.88,5005.16,0.21,0,Canada,Walmart
2022-08-29,Pre-Workout,Performance,141,45.61,6431.01,0.09,3,Canada,Amazon
2022-08-29,BCAA,Amino Acid,131,45.45,5953.95,0.06,2,Canada,Walmart
2022-08-29,Creatine,Performance,136,16.05,2182.8,0.23,1,Canada,iHerb
2022-08-29,Zinc,Mineral,162,39.63,6420.06,0.12,4,USA,Amazon
2022-08-29,Collagen Peptides,Protein,159,12.32,1958.88,0.14,1,UK,Walmart
2022-08-29,Magnesium,Mineral,172,23.49,4040.28,0.1,1,Canada,Amazon
2022-08-29,Ashwagandha,Herbal,134,37.91,5079.94,0.22,2,UK,iHerb
2022-08-29,Melatonin,Sleep Aid,142,14.16,2010.72,0.23,1,USA,Amazon
2022-08-29,Biotin,Vitamin,146,33.03,4822.38,0.06,1,UK,Amazon
2022-08-29,Green Tea Extract,Fat Burner,162,25.21,4084.02,0.12,3,UK,Amazon
2022-08-29,Iron Supplement,Mineral,139,39.13,5439.07,0.14,3,Canada,Amazon
2022-08-29,Electrolyte Powder,Hydration,131,36.91,4835.21,0.2,0,Canada,Walmart
2022-09-05,Whey Protein,Protein,162,19.45,3150.9,0.19,0,UK,iHerb
2022-09-05,Vitamin C,Vitamin,150,27.82,4173.0,0.15,1,USA,Walmart
2022-09-05,Fish Oil,Omega,147,21.34,3136.98,0.11,4,Canada,iHerb
2022-09-05,Multivitamin,Vitamin,165,11.49,1895.85,0.23,2,UK,iHerb
2022-09-05,Pre-Workout,Performance,151,25.73,3885.23,0.12,4,USA,Walmart
2022-09-05,BCAA,Amino Acid,156,16.66,2598.96,0.05,2,UK,Walmart
2022-09-05,Creatine,Performance,142,57.21,8123.82,0.04,0,UK,iHerb
2022-09-05,Zinc,Mineral,140,31.1,4354.0,0.23,3,USA,iHerb
2022-09-05,Collagen Peptides,Protein,148,37.75,5587.0,0.06,0,UK,Amazon
2022-09-05,Magnesium,Mineral,175,19.92,3486.0,0.12,2,UK,Amazon
2022-09-05,Ashwagandha,Herbal,146,21.42,3127.32,0.11,1,UK,iHerb
2022-09-05,Melatonin,Sleep Aid,167,16.68,2785.56,0.12,2,UK,iHerb
2022-09-05,Biotin,Vitamin,132,10.89,1437.48,0.01,1,USA,Walmart
2022-09-05,Green Tea Extract,Fat Burner,142,40.11,5695.62,0.11,1,UK,Amazon
2022-09-05,Iron Supplement,Mineral,150,54.64,8196.0,0.25,0,Canada,Walmart
2022-09-05,Electrolyte Powder,Hydration,133,43.05,5725.65,0.17,2,USA,iHerb
2022-09-12,Whey Protein,Protein,159,40.64,6461.76,0.17,1,USA,Walmart
2022-09-12,Vitamin C,Vitamin,149,37.87,5642.63,0.16,2,UK,iHerb
2022-09-12,Fish Oil,Omega,158,35.99,5686.42,0.17,1,UK,Amazon
2022-09-12,Multivitamin,Vitamin,140,38.0,5320.0,0.15,4,USA,iHerb
2022-09-12,Pre-Workout,Performance,145,20.09,2913.05,0.02,2,Canada,Amazon
2022-09-12,BCAA,Amino Acid,140,44.39,6214.6,0.12,3,UK,Amazon
2022-09-12,Creatine,Performance,148,54.8,8110.4,0.22,0,Canada,iHerb
2022-09-12,Zinc,Mineral,152,54.44,8274.88,0.11,1,UK,Amazon
2022-09-12,Collagen Peptides,Protein,175,52.18,9131.5,0.13,3,UK,Walmart
2022-09-12,Magnesium,Mineral,137,59.19,8109.03,0.07,2,UK,Amazon
2022-09-12,Ashwagandha,Herbal,150,48.15,7222.5,0.04,2,USA,Amazon
2022-09-12,Melatonin,Sleep Aid,130,24.59,3196.7,0.06,0,UK,Walmart
2022-09-12,Biotin,Vitamin,176,47.08,8286.08,0.12,2,UK,Walmart
2022-09-12,Green Tea Extract,Fat Burner,132,22.35,2950.2,0.24,2,USA,Walmart
2022-09-12,Iron Supplement,Mineral,147,49.27,7242.69,0.03,0,UK,iHerb
2022-09-12,Electrolyte Powder,Hydration,139,49.35,6859.65,0.08,0,Canada,Amazon
2022-09-19,Whey Protein,Protein,149,21.08,3140.92,0.05,4,Canada,Walmart
2022-09-19,Vitamin C,Vitamin,162,20.6,3337.2,0.09,1,USA,Amazon
2022-09-19,Fish Oil,Omega,158,55.48,8765.84,0.21,0,UK,Amazon
2022-09-19,Multivitamin,Vitamin,166,14.04,2330.64,0.16,2,UK,iHerb
2022-09-19,Pre-Workout,Performance,131,59.64,7812.84,0.17,2,USA,Amazon
2022-09-19,BCAA,Amino Acid,139,23.85,3315.15,0.06,0,Canada,Walmart
2022-09-19,Creatine,Performance,138,26.41,3644.58,0.21,0,UK,Walmart
2022-09-19,Zinc,Mineral,149,34.08,5077.92,0.01,4,USA,Walmart
2022-09-19,Collagen Peptides,Protein,161,14.33,2307.13,0.15,2,USA,Walmart
2022-09-19,Magnesium,Mineral,138,50.71,6997.98,0.19,2,USA,Amazon
2022-09-19,Ashwagandha,Herbal,147,49.53,7280.91,0.17,5,USA,iHerb
2022-09-19,Melatonin,Sleep Aid,142,21.13,3000.46,0.18,0,USA,Walmart
2022-09-19,Biotin,Vitamin,159,22.54,3583.86,0.06,2,Canada,Amazon
2022-09-19,Green Tea Extract,Fat Burner,160,52.61,8417.6,0.24,2,Canada,Walmart
2022-09-19,Iron Supplement,Mineral,170,54.73,9304.1,0.0,4,UK,Amazon
2022-09-19,Electrolyte Powder,Hydration,149,16.36,2437.64,0.1,1,UK,Amazon
2022-09-26,Whey Protein,Protein,142,50.29,7141.18,0.0,1,Canada,iHerb
2022-09-26,Vitamin C,Vitamin,137,22.71,3111.27,0.06,1,UK,iHerb
2022-09-26,Fish Oil,Omega,155,18.78,2910.9,0.06,4,USA,iHerb
2022-09-26,Multivitamin,Vitamin,146,22.08,3223.68,0.12,0,Canada,Amazon
2022-09-26,Pre-Workout,Performance,146,44.38,6479.48,0.25,1,UK,Amazon
2022-09-26,BCAA,Amino Acid,154,51.58,7943.32,0.12,2,Canada,Walmart
2022-09-26,Creatine,Performance,134,23.95,3209.3,0.04,1,USA,Amazon
2022-09-26,Zinc,Mineral,134,32.81,4396.54,0.13,0,Canada,Walmart
2022-09-26,Collagen Peptides,Protein,135,59.25,7998.75,0.02,1,UK,iHerb
2022-09-26,Magnesium,Mineral,166,53.79,8929.14,0.13,1,Canada,Amazon
2022-09-26,Ashwagandha,Herbal,143,25.29,3616.47,0.22,2,UK,Walmart
2022-09-26,Melatonin,Sleep Aid,156,22.86,3566.16,0.15,1,Canada,Walmart
2022-09-26,Biotin,Vitamin,161,42.16,6787.76,0.22,1,USA,Walmart
2022-09-26,Green Tea Extract,Fat Burner,127,27.3,3467.1,0.17,3,USA,Walmart
2022-09-26,Iron Supplement,Mineral,149,42.73,6366.77,0.03,1,Canada,iHerb
2022-09-26,Electrolyte Powder,Hydration,171,10.67,1824.57,0.05,2,UK,Walmart
2022-10-03,Whey Protein,Protein,160,24.61,3937.6,0.23,2,UK,Amazon
2022-10-03,Vitamin C,Vitamin,157,16.14,2533.98,0.24,0,Canada,iHerb
2022-10-03,Fish Oil,Omega,141,40.93,5771.13,0.21,1,USA,Amazon
2022-10-03,Multivitamin,Vitamin,146,11.81,1724.26,0.21,1,USA,Walmart
2022-10-03,Pre-Workout,Performance,164,39.01,6397.64,0.22,1,UK,Walmart
2022-10-03,BCAA,Amino Acid,159,46.82,7444.38,0.23,1,UK,Amazon
2022-10-03,Creatine,Performance,137,22.32,3057.84,0.04,1,Canada,iHerb
2022-10-03,Zinc,Mineral,137,11.8,1616.6,0.21,1,Canada,Walmart
2022-10-03,Collagen Peptides,Protein,145,13.51,1958.95,0.25,2,UK,Walmart
2022-10-03,Magnesium,Mineral,137,48.17,6599.29,0.11,3,Canada,iHerb
2022-10-03,Ashwagandha,Herbal,135,14.67,1980.45,0.05,0,USA,Walmart
2022-10-03,Melatonin,Sleep Aid,171,31.37,5364.27,0.13,3,UK,Walmart
2022-10-03,Biotin,Vitamin,129,42.33,5460.57,0.09,0,USA,Walmart
2022-10-03,Green Tea Extract,Fat Burner,153,11.75,1797.75,0.19,2,Canada,iHerb
2022-10-03,Iron Supplement,Mineral,160,20.21,3233.6,0.14,2,USA,Amazon
2022-10-03,Electrolyte Powder,Hydration,168,19.76,3319.68,0.15,1,UK,Amazon
2022-10-10,Whey Protein,Protein,133,22.93,3049.69,0.07,4,Canada,iHerb
2022-10-10,Vitamin C,Vitamin,146,24.19,3531.74,0.03,0,USA,iHerb
2022-10-10,Fish Oil,Omega,128,19.47,2492.16,0.09,2,UK,Amazon
2022-10-10,Multivitamin,Vitamin,147,34.9,5130.3,0.1,2,USA,Amazon
2022-10-10,Pre-Workout,Performance,128,42.6,5452.8,0.12,2,UK,Amazon
2022-10-10,BCAA,Amino Acid,171,39.82,6809.22,0.13,5,UK,iHerb
2022-10-10,Creatine,Performance,141,23.27,3281.07,0.05,3,Canada,iHerb
2022-10-10,Zinc,Mineral,135,23.8,3213.0,0.09,0,Canada,Walmart
2022-10-10,Collagen Peptides,Protein,153,42.87,6559.11,0.0,0,Canada,Walmart
2022-10-10,Magnesium,Mineral,131,50.74,6646.94,0.22,0,Canada,Walmart
2022-10-10,Ashwagandha,Herbal,153,24.44,3739.32,0.1,1,USA,iHerb
2022-10-10,Melatonin,Sleep Aid,134,17.64,2363.76,0.16,0,UK,iHerb
2022-10-10,Biotin,Vitamin,138,13.89,1916.82,0.05,3,UK,Amazon
2022-10-10,Green Tea Extract,Fat Burner,146,39.43,5756.78,0.06,3,UK,Amazon
2022-10-10,Iron Supplement,Mineral,150,30.3,4545.0,0.25,2,UK,iHerb
2022-10-10,Electrolyte Powder,Hydration,149,54.01,8047.49,0.24,1,Canada,Amazon
2022-10-17,Whey Protein,Protein,162,37.28,6039.36,0.04,1,USA,Walmart
2022-10-17,Vitamin C,Vitamin,173,41.62,7200.26,0.15,0,Canada,iHerb
2022-10-17,Fish Oil,Omega,144,19.36,2787.84,0.2,4,USA,Amazon
2022-10-17,Multivitamin,Vitamin,139,32.75,4552.25,0.19,1,USA,Walmart
2022-10-17,Pre-Workout,Performance,180,31.01,5581.8,0.24,2,USA,iHerb
2022-10-17,BCAA,Amino Acid,158,58.73,9279.34,0.17,3,USA,Amazon
2022-10-17,Creatine,Performance,157,24.52,3849.64,0.08,2,USA,Amazon
2022-10-17,Zinc,Mineral,142,22.47,3190.74,0.2,0,UK,iHerb
2022-10-17,Collagen Peptides,Protein,163,19.35,3154.05,0.14,1,USA,Walmart
2022-10-17,Magnesium,Mineral,143,13.17,1883.31,0.25,0,USA,Walmart
2022-10-17,Ashwagandha,Herbal,156,42.3,6598.8,0.09,2,Canada,Walmart
2022-10-17,Melatonin,Sleep Aid,158,15.7,2480.6,0.16,1,Canada,iHerb
2022-10-17,Biotin,Vitamin,148,45.24,6695.52,0.08,1,UK,iHerb
2022-10-17,Green Tea Extract,Fat Burner,125,38.39,4798.75,0.09,2,Canada,Walmart
2022-10-17,Iron Supplement,Mineral,151,35.57,5371.07,0.16,2,USA,Amazon
2022-10-17,Electrolyte Powder,Hydration,142,17.83,2531.86,0.16,3,Canada,Amazon
2022-10-24,Whey Protein,Protein,147,47.83,7031.01,0.21,3,USA,Amazon
2022-10-24,Vitamin C,Vitamin,154,10.77,1658.58,0.03,0,Canada,iHerb
2022-10-24,Fish Oil,Omega,158,34.82,5501.56,0.12,1,USA,Walmart
2022-10-24,Multivitamin,Vitamin,166,27.62,4584.92,0.19,0,UK,iHerb
2022-10-24,Pre-Workout,Performance,156,56.61,8831.16,0.22,1,USA,Walmart
2022-10-24,BCAA,Amino Acid,153,22.89,3502.17,0.02,1,USA,Amazon
2022-10-24,Creatine,Performance,166,38.09,6322.94,0.11,1,Canada,Walmart
2022-10-24,Zinc,Mineral,154,13.06,2011.24,0.12,3,USA,Walmart
2022-10-24,Collagen Peptides,Protein,131,17.68,2316.08,0.19,2,UK,Amazon
2022-10-24,Magnesium,Mineral,152,54.42,8271.84,0.19,3,Canada,Walmart
2022-10-24,Ashwagandha,Herbal,162,32.9,5329.8,0.22,4,USA,iHerb
2022-10-24,Melatonin,Sleep Aid,181,53.67,9714.27,0.1,0,USA,Walmart
2022-10-24,Biotin,Vitamin,129,22.49,2901.21,0.12,2,UK,Walmart
2022-10-24,Green Tea Extract,Fat Burner,151,36.97,5582.47,0.13,0,Canada,iHerb
2022-10-24,Iron Supplement,Mineral,131,20.25,2652.75,0.22,3,Canada,Amazon
2022-10-24,Electrolyte Powder,Hydration,141,18.77,2646.57,0.2,3,Canada,iHerb
2022-10-31,Whey Protein,Protein,165,47.93,7908.45,0.02,0,Canada,Amazon
2022-10-31,Vitamin C,Vitamin,160,59.78,9564.8,0.02,3,Canada,Walmart
2022-10-31,Fish Oil,Omega,149,50.86,7578.14,0.23,1,Canada,iHerb
2022-10-31,Multivitamin,Vitamin,177,14.1,2495.7,0.11,3,USA,Walmart
2022-10-31,Pre-Workout,Performance,149,46.48,6925.52,0.05,4,Canada,iHerb
2022-10-31,BCAA,Amino Acid,143,31.12,4450.16,0.04,1,USA,Walmart
2022-10-31,Creatine,Performance,138,19.35,2670.3,0.12,2,Canada,Amazon
2022-10-31,Zinc,Mineral,152,41.83,6358.16,0.17,2,UK,iHerb
2022-10-31,Collagen Peptides,Protein,148,13.49,1996.52,0.21,2,USA,Walmart
2022-10-31,Magnesium,Mineral,140,10.63,1488.2,0.05,0,Canada,Amazon
2022-10-31,Ashwagandha,Herbal,161,50.68,8159.48,0.0,1,USA,Walmart
2022-10-31,Melatonin,Sleep Aid,157,42.49,6670.93,0.02,0,Canada,Walmart
2022-10-31,Biotin,Vitamin,149,17.29,2576.21,0.05,0,USA,Amazon
2022-10-31,Green Tea Extract,Fat Burner,140,29.76,4166.4,0.16,1,Canada,Amazon
2022-10-31,Iron Supplement,Mineral,161,16.33,2629.13,0.01,3,Canada,Amazon
2022-10-31,Electrolyte Powder,Hydration,129,11.11,1433.19,0.16,1,USA,Walmart
2022-11-07,Whey Protein,Protein,147,24.84,3651.48,0.04,0,Canada,iHerb
2022-11-07,Vitamin C,Vitamin,134,22.03,2952.02,0.08,4,Canada,Walmart
2022-11-07,Fish Oil,Omega,145,26.23,3803.35,0.05,0,Canada,Amazon
2022-11-07,Multivitamin,Vitamin,121,31.18,3772.78,0.05,1,UK,Walmart
2022-11-07,Pre-Workout,Performance,134,23.58,3159.72,0.09,0,Canada,Amazon
2022-11-07,BCAA,Amino Acid,147,26.44,3886.68,0.22,3,Canada,iHerb
2022-11-07,Creatine,Performance,156,13.78,2149.68,0.12,5,UK,Amazon
2022-11-07,Zinc,Mineral,158,36.16,5713.28,0.23,3,USA,Amazon
2022-11-07,Collagen Peptides,Protein,164,25.23,4137.72,0.01,4,UK,iHerb
2022-11-07,Magnesium,Mineral,153,17.46,2671.38,0.21,3,UK,iHerb
2022-11-07,Ashwagandha,Herbal,162,28.3,4584.6,0.08,0,Canada,iHerb
2022-11-07,Melatonin,Sleep Aid,164,41.54,6812.56,0.13,2,Canada,Walmart
2022-11-07,Biotin,Vitamin,172,48.67,8371.24,0.01,0,UK,iHerb
2022-11-07,Green Tea Extract,Fat Burner,147,49.46,7270.62,0.13,0,USA,Walmart
2022-11-07,Iron Supplement,Mineral,162,37.73,6112.26,0.2,2,USA,iHerb
2022-11-07,Electrolyte Powder,Hydration,139,41.41,5755.99,0.18,2,UK,Walmart
2022-11-14,Whey Protein,Protein,187,57.55,10761.85,0.13,2,USA,Amazon
2022-11-14,Vitamin C,Vitamin,131,48.47,6349.57,0.18,0,UK,Walmart
2022-11-14,Fish Oil,Omega,152,59.79,9088.08,0.22,0,Canada,Walmart
2022-11-14,Multivitamin,Vitamin,145,32.11,4655.95,0.16,1,Canada,Walmart
2022-11-14,Pre-Workout,Performance,143,17.28,2471.04,0.21,1,UK,Amazon
2022-11-14,BCAA,Amino Acid,146,34.83,5085.18,0.14,4,USA,Amazon
2022-11-14,Creatine,Performance,167,33.66,5621.22,0.24,1,USA,iHerb
2022-11-14,Zinc,Mineral,145,15.72,2279.4,0.19,2,Canada,iHerb
2022-11-14,Collagen Peptides,Protein,140,59.27,8297.8,0.09,1,USA,Amazon
2022-11-14,Magnesium,Mineral,169,20.74,3505.06,0.22,6,Canada,Walmart
2022-11-14,Ashwagandha,Herbal,130,29.53,3838.9,0.13,3,Canada,iHerb
2022-11-14,Melatonin,Sleep Aid,139,38.09,5294.51,0.0,1,USA,iHerb
2022-11-14,Biotin,Vitamin,128,12.0,1536.0,0.21,0,Canada,Amazon
2022-11-14,Green Tea Extract,Fat Burner,144,47.31,6812.64,0.05,0,Canada,Walmart
2022-11-14,Iron Supplement,Mineral,158,48.3,7631.4,0.11,1,USA,iHerb
2022-11-14,Electrolyte Powder,Hydration,148,55.11,8156.28,0.01,1,UK,iHerb
2022-11-21,Whey Protein,Protein,167,56.62,9455.54,0.16,4,USA,Walmart
2022-11-21,Vitamin C,Vitamin,160,21.56,3449.6,0.1,0,Canada,iHerb
2022-11-21,Fish Oil,Omega,150,57.81,8671.5,0.11,2,Canada,iHerb
2022-11-21,Multivitamin,Vitamin,175,20.43,3575.25,0.12,1,UK,Amazon
2022-11-21,Pre-Workout,Performance,146,51.32,7492.72,0.11,1,UK,Walmart
2022-11-21,BCAA,Amino Acid,150,17.56,2634.0,0.15,1,UK,Amazon
2022-11-21,Creatine,Performance,166,26.45,4390.7,0.15,0,Canada,Walmart
2022-11-21,Zinc,Mineral,142,27.68,3930.56,0.13,2,UK,Walmart
2022-11-21,Collagen Peptides,Protein,152,25.39,3859.28,0.03,2,Canada,Walmart
2022-11-21,Magnesium,Mineral,165,30.35,5007.75,0.12,2,USA,Amazon
2022-11-21,Ashwagandha,Herbal,156,46.07,7186.92,0.02,1,USA,Walmart
2022-11-21,Melatonin,Sleep Aid,163,17.45,2844.35,0.25,3,UK,iHerb
2022-11-21,Biotin,Vitamin,160,19.19,3070.4,0.24,2,Canada,Amazon
2022-11-21,Green Tea Extract,Fat Burner,165,26.76,4415.4,0.25,2,USA,iHerb
2022-11-21,Iron Supplement,Mineral,135,34.1,4603.5,0.01,1,Canada,Amazon
2022-11-21,Electrolyte Powder,Hydration,147,27.75,4079.25,0.25,0,Canada,Walmart
2022-11-28,Whey Protein,Protein,153,46.69,7143.57,0.25,3,Canada,Amazon
2022-11-28,Vitamin C,Vitamin,152,51.75,7866.0,0.23,5,Canada,Walmart
2022-11-28,Fish Oil,Omega,136,14.45,1965.2,0.07,2,USA,Amazon
2022-11-28,Multivitamin,Vitamin,165,41.55,6855.75,0.13,2,Canada,Walmart
2022-11-28,Pre-Workout,Performance,146,43.86,6403.56,0.17,1,UK,Walmart
2022-11-28,BCAA,Amino Acid,167,29.06,4853.02,0.19,1,USA,iHerb
2022-11-28,Creatine,Performance,168,28.47,4782.96,0.22,1,Canada,iHerb
2022-11-28,Zinc,Mineral,150,23.83,3574.5,0.16,0,Canada,iHerb
2022-11-28,Collagen Peptides,Protein,167,19.54,3263.18,0.17,2,USA,Amazon
2022-11-28,Magnesium,Mineral,137,30.45,4171.65,0.17,2,Canada,Walmart
2022-11-28,Ashwagandha,Herbal,151,47.9,7232.9,0.15,2,Canada,Amazon
2022-11-28,Melatonin,Sleep Aid,144,40.75,5868.0,0.21,1,USA,Amazon
2022-11-28,Biotin,Vitamin,139,28.56,3969.84,0.17,1,UK,Amazon
2022-11-28,Green Tea Extract,Fat Burner,164,44.23,7253.72,0.05,5,USA,Amazon
2022-11-28,Iron Supplement,Mineral,164,26.51,4347.64,0.13,0,Canada,Amazon
2022-11-28,Electrolyte Powder,Hydration,151,37.65,5685.15,0.16,1,Canada,Walmart
2022-12-05,Whey Protein,Protein,150,15.43,2314.5,0.2,0,USA,Amazon
