Date,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
29/08/2013,0.0,-23.46,-22.57,22.2,21.3,-32685.12,1.9
30/08/2013,0.0,-23.52,-22.61,22.1,22.3,-33746.112,1.9
31/08/2013,0.0,-23.59,-22.66,21.5,21.5,-34376.832,2
01/09/2013,0.0,-23.53,-22.65,21.3,20.7,-32613.408,2
02/09/2013,0.0,-23.52,-22.66,22,21.3,-31642.272,2
03/09/2013,0.0,-23.64,-22.74,23.3,23.2,-34404.48,1.9
04/09/2013,0.0,-23.64,-22.82,24.2,23.3,-36485.856,2
05/09/2013,0.0,-23.61,-22.84,24.7,23.7,-34881.408,2
06/09/2013,0.0,-23.59,-22.86,24.9,24,-37398.24,2
07/09/2013,0.0,-23.6,-22.91,25.5,24.5,-36625.824,2
08/09/2013,0.0,-23.37,-22.88,24.8,23.5,-30664.224,2
09/09/2013,0.0,-23.33,-22.77,23.5,22.5,-30448.224,2.1
10/09/2013,0.0,-23.27,-22.73,21.9,20.8,-31642.272,2.1
11/09/2013,0.1,-23.31,-22.72,21.4,20.6,-31464.288,2.1
12/09/2013,0.2,-23.32,-22.72,18.6,17.6,-31383.072,2.2
13/09/2013,0.0,-23.28,-22.74,18,17.3,-32518.368,2.1
14/09/2013,0.0,-23.4,-22.81,19,17.8,-34719.84,2.1
15/09/2013,0.0,-23.28,-22.78,18.4,17.4,-31969.728,2.1
16/09/2013,0.0,-23.25,-22.7,19.3,18.4,-31643.136,2.1
17/09/2013,8.0,-23.2,-22.69,19.3,18.8,-32143.392,2.1
18/09/2013,0.0,-23.31,-22.75,18.6,17.8,-33121.44,2.1
19/09/2013,0.0,-23.37,-22.78,21.3,20.4,-33061.824,2.1
20/09/2013,0.0,-23.51,-22.9,20.6,19.7,-35741.088,2.1
21/09/2013,0.0,-23.59,-23.01,20.4,19.6,-36343.296,2.1
22/09/2013,0.0,-23.54,-23.04,20,19.1,-34680.96,2.1
23/09/2013,0.0,-23.57,-23.02,19.5,18.2,-34548.768,2.1
24/09/2013,0.0,-23.56,-23.02,19.2,18.3,-34575.552,2
25/09/2013,0.0,-23.5,-23.01,19.9,18.8,-33468.768,2
26/09/2013,0.0,-23.52,-23.02,20.3,19.3,-33061.824,1.9
27/09/2013,0.0,-23.5,-23,19.6,18.4,-33312.384,1.9
28/09/2013,0.0,-23.51,-23.01,21,20,-34788.096,1.9
29/09/2013,39.6,-23.39,-22.97,18.9,17.6,-30633.12,2
30/09/2013,0.0,-23.22,-22.85,17.6,17,-29123.712,2.1
01/10/2013,0.0,-23.26,-22.89,17.4,17.5,-29584.224,2
02/10/2013,0.0,-23.41,-22.95,18.1,17.6,-30910.464,2
03/10/2013,0.0,-23.48,-23.05,15.6,15.8,-31384.8,2.1
04/10/2013,0.0,-23.38,-23.06,16.7,16.1,-29757.888,2.3
05/10/2013,0.0,-23.33,-22.94,16.4,15.8,-29007.936,2.5
06/10/2013,9.3,-23.31,-22.89,18.2,17.4,-28283.904,2.5
07/10/2013,0.0,-23.19,-22.9,17.7,17.2,-27864.864,2.5
08/10/2013,0.0,-23.17,-22.89,16.1,15.7,-28003.104,2.6
09/10/2013,0.0,-23.14,-22.86,16.1,15.7,-27921.024,2.5
10/10/2013,1.1,-23.15,-22.82,16.9,16.3,-28492.992,2.4
11/10/2013,4.0,-23.17,-22.8,17,16.1,-28689.12,2.4
12/10/2013,10.7,-23.19,-22.86,15.3,14.7,-29655.072,2.4
13/10/2013,0.0,-23.11,-22.84,15.4,15.1,-26779.68,2.4
14/10/2013,0.0,-23.05,-22.82,16,15.7,-27348.192,2.3
15/10/2013,0.0,-23.07,-22.79,16.8,15.9,-27393.12,2.3
16/10/2013,0.0,-23.03,-22.71,18.1,17.7,-28484.352,2.8
17/10/2013,0.0,-23.47,-22.92,14.1,14.2,-36566.208,2.6
18/10/2013,0.0,-23.17,-22.9,14.3,14.2,-29423.52,2.4
19/10/2013,0.0,-23.32,-22.94,15.9,15.7,-31788.288,2.3
20/10/2013,0.0,-23.31,-22.96,16.6,16.1,-31540.32,2.3
21/10/2013,0.0,-23.27,-22.89,17.6,16.1,-29375.136,2.6
22/10/2013,0.1,-23.24,-22.88,16.4,16.4,-29641.248,2.7
23/10/2013,0.0,-23.25,-22.88,16.6,16.4,-30808.512,2.4
24/10/2013,0.0,-23.26,-22.86,16,15.8,-29178.144,2.4
25/10/2013,0.0,-23.2,-22.86,15.4,15.2,-30532.032,2.3
26/10/2013,0.0,-23.26,-22.88,15.8,15.9,-31019.328,2.3
27/10/2013,0.1,-23.24,-22.86,17.2,16.9,-30722.112,2.3
28/10/2013,0.0,-23.27,-22.83,19.9,19.1,-29240.352,2.2
29/10/2013,0.0,-23.48,-22.87,18.2,17.8,-32365.44,2.2
30/10/2013,0.0,-23.37,-22.87,16.5,16.3,-30093.12,2.2
31/10/2013,0.0,-23.32,-22.88,16.9,17.1,-29855.52,2.2
01/11/2013,0.0,-23.38,-22.9,14.6,14.9,-30963.168,2.2
02/11/2013,0.0,-23.25,-22.83,15.4,14.4,-29094.336,2.2
03/11/2013,0.0,-23.21,-22.8,18.3,17.6,-29363.04,2.2
04/11/2013,0.0,-23.14,-22.72,17.2,16.8,-28724.544,2.4
05/11/2013,0.0,-23.17,-22.68,14.7,13.8,-29839.104,2.5
06/11/2013,0.0,-23.36,-22.8,13.2,13,-30482.784,2.5
07/11/2013,0.0,-23.47,-22.92,13.5,13.8,-30717.792,2.3
08/11/2013,0.0,-23.39,-22.89,16.1,16,-29735.424,2.3
09/11/2013,0.0,-23.18,-22.78,17.2,17,-27273.888,2.3
10/11/2013,31.2,-23.13,-22.7,12.2,11.3,-27605.664,2.5
11/11/2013,59.4,-23.37,-22.68,9.5,9.5,-28667.52,3.4
12/11/2013,0.4,-23.48,-22.89,12.5,12.1,-31377.024,4
13/11/2013,0.0,-23.53,-22.93,14.4,13.6,-32849.28,4.1
14/11/2013,0.0,-23.49,-22.93,14.3,13.6,-32692.896,3.8
15/11/2013,0.0,-23.45,-22.88,13.1,12.5,-30805.056,3.5
16/11/2013,0.0,-23.47,-22.92,14,13.5,-32752.512,3.3
17/11/2013,0.0,-23.35,-22.86,10.7,11.7,-30418.848,3
18/11/2013,0.0,-23.28,-22.78,8.8,9.3,-29133.216,2.6
19/11/2013,0.0,-23.05,-22.6,10.2,10.1,-27961.632,2.6
20/11/2013,19.8,-23.16,-22.62,10.4,9.9,-30232.224,3
21/11/2013,0.0,-22.99,-22.56,9.3,8.6,-27255.744,2.9
22/11/2013,3.8,-22.93,-22.5,6.8,6.5,-27738.72,3.1
23/11/2013,0.0,-23.03,-22.48,7.8,7.3,-29498.688,3
24/11/2013,0.0,-22.97,-22.5,8.1,8.1,-27850.176,2.9
25/11/2013,0.0,-23,-22.54,5.7,5.2,-27132.192,2.8
26/11/2013,0.0,-22.99,-22.52,1.7,1.6,-28022.112,2.8
27/11/2013,2.1,-22.95,-22.5,1.9,1.6,-28527.552,2.7
28/11/2013,0.0,-22.95,-22.48,2.5,3.7,-29739.744,2.7
29/11/2013,0.0,-22.79,-22.42,3,4,-29494.368,2.7
30/11/2013,0.0,-22.87,-22.35,1.7,2.1,-31271.616,2.8
01/12/2013,0.0,-22.68,-22.26,9.5,9,-29115.072,2.8
02/12/2013,0.0,-22.5,-22.25,10.4,9.8,-28399.68,2.9
03/12/2013,0.0,-22.82,-22.28,8.4,8.6,-29629.152,2.9
04/12/2013,0.0,-23.28,-22.28,2.5,3.4,-32218.56,2.7
05/12/2013,0.0,-23.05,-22.22,0.9,1.4,-30186.432,2.7
06/12/2013,0.0,-22.95,-22.09,3.8,3.6,-29636.928,2.6
07/12/2013,0.0,-23.14,-22.16,1.4,1.4,-32253.984,2.6
08/12/2013,0.0,-22.96,-22.16,1.8,1.7,-30629.664,2.5
09/12/2013,0.0,-22.9,-22.11,1.5,1.4,-28366.848,2.5
10/12/2013,0.1,-22.92,-22.11,2,1.6,-27900.288,2.3
11/12/2013,0.0,-22.98,-22.13,2.7,2.4,-31586.112,2.5
12/12/2013,0.1,-22.83,-22.03,2.5,2.3,-29137.536,2.6
13/12/2013,0.0,-22.86,-21.97,3.5,3.1,-30123.36,2.4
14/12/2013,0.0,-22.86,-21.97,4.7,4.4,-31619.808,2.4
15/12/2013,0.0,-22.67,-21.92,6.1,5.8,-28188,2.4
16/12/2013,0.0,-22.63,-21.91,3.2,5,-28761.696,2.4
17/12/2013,0.0,-22.74,-21.9,1.4,2,-29555.712,2.3
18/12/2013,0.0,-22.65,-21.83,0,0.8,-28245.888,2.3
19/12/2013,0.0,-22.73,-21.82,0.8,1.8,-29972.16,2.3
20/12/2013,0.8,-22.73,-21.84,5.1,5.2,-31411.584,2.3
21/12/2013,0.0,-22.78,-21.9,4.8,4.8,-31335.552,2.3
22/12/2013,0.1,-22.58,-21.81,5,4.9,-28982.88,2.3
23/12/2013,0.0,-22.48,-21.7,4.7,4.4,-26904.96,2.3
24/12/2013,0.0,-22.49,-21.68,2.6,2.5,-28633.824,2.3
25/12/2013,0.8,-22.29,-21.59,9.8,9.4,-25895.808,2.3
26/12/2013,0.0,-21.94,-21.32,10.5,10.3,-23711.616,2.3
27/12/2013,0.1,-22.31,-21.51,5.7,5.6,-28397.088,2.3
28/12/2013,0.0,-22.38,-21.6,6.6,6.9,-28729.728,2.3
29/12/2013,0.9,-22.31,-21.58,9.8,9.3,-27020.736,2.3
30/12/2013,0.0,-22.32,-21.58,6.8,6.6,-26564.544,2.3
31/12/2013,0.0,-22.43,-21.6,7.7,7.7,-31168.8,2.3
01/01/2014,0.0,-22.28,-21.6,5,5.1,-28766.88,2.2
02/01/2014,0.2,-22.23,-21.52,3.7,3.4,-25740.288,2.3
03/01/2014,1.6,-22.33,-21.56,10.5,9.9,-29050.272,2.3
04/01/2014,2.5,-22.34,-21.54,11.7,11.3,-30252.96,2.3
05/01/2014,5.2,-22.22,-21.44,10.5,10.2,-26970.624,2.4
06/01/2014,0.0,-22.29,-21.53,7.2,7.6,-28545.696,2.4
07/01/2014,0.0,-22.41,-21.61,4.7,4.8,-29044.224,2.3
08/01/2014,0.1,-22.39,-21.61,3.6,3.3,-28588.896,2.3
09/01/2014,0.0,-22.33,-21.57,2.9,2.8,-28934.496,2.3
10/01/2014,0.0,-22.23,-21.51,7.6,7.1,-28378.944,2.3
11/01/2014,0.1,-22.29,-21.53,5.5,5.4,-28754.784,2.3
12/01/2014,0.1,-22.27,-21.52,4.1,3.7,-28542.24,2.3
13/01/2014,0.0,-22.3,-21.51,3.2,2.9,-29201.472,2.3
14/01/2014,4.0,-22.15,-21.4,6.6,6.2,-27947.808,2.3
15/01/2014,0.2,-22.23,-21.44,4.4,4.9,-29120.256,2.4
16/01/2014,0.0,-22.31,-21.52,4.4,4,-29360.448,2.3
17/01/2014,0.0,-22.39,-21.48,11.8,11.5,-29039.904,2.3
18/01/2014,0.0,-22.42,-21.5,12.7,12.2,-31665.6,2.3
19/01/2014,13.7,-22.17,-21.43,11.1,9.3,-29166.048,2.3
20/01/2014,5.3,-22.05,-21.4,8.3,7.8,-26643.168,2.5
21/01/2014,2.5,-22.02,-21.37,7.5,6.4,-27684.288,2.4
22/01/2014,9.9,-22.11,-21.48,8.5,8,-30178.656,2.5
23/01/2014,3.2,-22.17,-21.5,8.8,8.2,-29684.448,2.5
24/01/2014,11.8,-22.07,-21.4,7.4,6.8,-29547.072,2.8
25/01/2014,0.0,-22.13,-21.46,5.9,5.6,-30364.416,2.9
26/01/2014,0.0,-22.06,-21.45,2.5,2.6,-28974.24,2.7
27/01/2014,2.4,-22.02,-21.37,2.5,2.2,-28391.04,2.6
28/01/2014,0.1,-22.02,-21.37,4.8,4.4,-29865.024,2.6
29/01/2014,2.0,-22.09,-21.45,4.1,3.9,-28815.264,2.5
30/01/2014,13.6,-22.16,-21.46,9.5,8.8,-30556.224,2.9
31/01/2014,28.6,-22.42,-21.56,10.3,10.1,-33419.52,3.2
01/02/2014,1.4,-22.29,-21.53,10.7,10.9,-30964.032,3.3
02/02/2014,9.4,-22.28,-21.51,9.1,8.9,-31027.104,3.1
03/02/2014,0.4,-22.14,-21.5,9.9,9.9,-30247.776,3
04/02/2014,0.6,-22.11,-21.51,9.6,9.1,-29414.88,2.8
05/02/2014,1.4,-22.14,-21.49,7.3,6.8,-32295.456,2.8
06/02/2014,7.4,-22.1,-21.47,8,7.5,-32668.704,2.9
07/02/2014,0.7,-22.22,-21.53,7.9,7.8,-34757.856,2.8
08/02/2014,6.0,-22.24,-21.49,10.6,10.1,-35355.744,2.9
09/02/2014,11.3,-22.18,-21.43,9.8,9.4,-34098.624,3.1
10/02/2014,5.2,-22.12,-21.43,9,8.3,-34500.384,3.1
11/02/2014,25.6,-21.97,-21.35,9.4,8.8,-27798.336,3.5
12/02/2014,0.1,-22.02,-21.34,8.3,7.6,-34362.144,3.6
13/02/2014,0.1,-21.94,-21.34,6.7,6.3,-32985.792,3.4
14/02/2014,0.0,-21.84,-21.23,11.5,10.7,-32534.784,3.1
15/02/2014,0.0,-21.89,-21.23,10.4,10.2,-34361.28,2.9
16/02/2014,0.0,-22.04,-21.2,14.6,12.9,-34993.728,2.9
17/02/2014,0.0,-21.93,-21.13,14.5,13,-31813.344,2.8
18/02/2014,0.0,-21.65,-20.99,11.3,11.1,-29879.712,2.8
19/02/2014,0.0,-21.21,-20.84,13.8,13.2,-28474.848,2.8
20/02/2014,3.2,-21.04,-20.67,11.6,11,-27122.688,2.8
21/02/2014,0.0,-20.98,-20.6,10.8,10.4,-28086.048,2.7
22/02/2014,3.5,-20.89,-20.51,10,9.5,-27592.704,2.7
23/02/2014,0.0,-20.81,-20.46,7.1,6.8,-27066.528,2.6
24/02/2014,0.0,-20.72,-20.36,8.7,8,-26085.024,2.6
25/02/2014,0.0,-20.66,-20.29,7.1,6.7,-27244.512,2.5
26/02/2014,3.5,-20.77,-20.28,7.7,6.8,-28016.064,2.5
27/02/2014,8.5,-20.7,-20.25,9,8.6,-28051.488,2.7
28/02/2014,2.4,-20.63,-20.13,7.9,7.1,-28144.8,2.7
01/03/2014,4.3,-20.59,-20.01,7,6.6,-31080.672,2.6
02/03/2014,0.0,-20.41,-19.96,7,7.1,-28632.96,2.6
03/03/2014,0.0,-20.43,-19.95,7.1,7,-28918.08,2.5
04/03/2014,12.2,-20.46,-19.87,8.6,7.9,-29368.224,2.6
05/03/2014,0.4,-20.92,-20.06,8.1,8,-32586.624,2.7
06/03/2014,0.0,-20.82,-20.06,9.4,9.4,-28170.72,2.6
07/03/2014,0.0,-20.68,-19.94,10.9,10,-28153.44,2.6
08/03/2014,0.0,-20.67,-19.93,10.2,9.4,-28750.464,2.6
09/03/2014,0.0,-20.53,-19.86,11.3,10.5,-27177.984,2.5
10/03/2014,0.0,-20.78,-19.88,10.9,10.5,-34200.576,2.5
11/03/2014,0.0,-20.48,-19.83,10.3,9.6,-27959.904,2.5
12/03/2014,0.0,-20.47,-19.82,10.6,9.6,-29577.312,2.5
13/03/2014,0.0,-20.46,-19.8,10.4,9.8,-30759.264,2.4
14/03/2014,0.0,-20.63,-19.81,10.3,10,-32784.48,2.4
15/03/2014,0.0,-20.56,-19.76,11.1,10.5,-33130.08,2.4
16/03/2014,0.0,-20.49,-19.68,12,11.3,-30877.632,2.4
17/03/2014,0.0,-20.22,-19.65,13.3,12.5,-29077.92,2.4
18/03/2014,0.0,-20.08,-19.58,13.8,12.8,-25901.856,2.4
19/03/2014,0.0,-19.99,-19.46,12.3,11.7,-26331.264,2.3
20/03/2014,0.0,-20.29,-19.56,13.5,13.3,-29059.776,2.3
21/03/2014,0.0,-20.36,-19.57,14.5,13.7,-30243.456,2.3
22/03/2014,0.1,-20.38,-19.53,14.1,13.5,-30730.752,2.3
23/03/2014,5.9,-20.06,-19.38,12.7,11.8,-26968.032,2.5
24/03/2014,0.7,-19.94,-19.32,8.4,7.3,-25164,2.4
25/03/2014,0.0,-20.12,-19.41,7.6,6.6,-28658.016,2.3
26/03/2014,0.0,-20.12,-19.39,9.7,8.9,-28989.792,2.3
27/03/2014,11.9,-20.27,-19.43,8.9,8.4,-27631.584,2.8
28/03/2014,1.9,-20.22,-19.47,7.7,7.3,-27872.64,3.1
29/03/2014,0.0,-20.33,-19.56,11.4,11.4,-31142.016,2.8
30/03/2014,0.0,-20.24,-19.44,13,12.4,-29458.08,2.6
31/03/2014,0.0,-20.22,-19.47,13.6,12.8,-28890.432,2.6
01/04/2014,0.0,-20.28,,12.8,11.7,-28770.336,2.5
02/04/2014,0.0,-20.38,,13.2,11.9,-31332.096,2.5
03/04/2014,0.0,-20.38,,13.6,12.6,-31230.144,2.5
04/04/2014,15.6,-20.15,,11.7,11.3,-27787.968,2.5
05/04/2014,9.4,-20.13,,13.3,12.6,-28598.4,2.5
06/04/2014,0.0,-20.17,,14.8,13.8,-28559.52,2.5
07/04/2014,0.0,-20.18,,15.9,15.2,-28408.32,2.4
08/04/2014,0.0,-20.06,,16.1,15.2,-28919.808,2.4
09/04/2014,0.4,-20.07,,15.2,14.1,-28469.664,2.4
10/04/2014,0.0,-20.21,-19.41,13.5,13,-29349.216,2.3
11/04/2014,1.5,-20.24,-19.41,15.2,14.3,-29129.76,2.2
12/04/2014,29.1,-20.29,-19.4,15.1,14.2,-30036.96,2.2
13/04/2014,10.0,-20.28,-19.4,14.9,14.6,-28293.408,2.3
14/04/2014,0.0,-20.08,-19.34,14.3,13.7,-26423.712,2.2
15/04/2014,7.7,-20.26,-19.33,12.4,12.1,-27347.328,2.2
16/04/2014,0.0,-20.15,-19.34,9.7,9,-26632.8,2.2
17/04/2014,0.0,-19.97,-19.27,9.2,8.4,-25862.976,2.2
18/04/2014,0.0,-20.02,-19.25,12.7,11.8,-28885.248,2.3
19/04/2014,6.7,-20.08,-19.24,11.5,10.5,-27472.608,2.5
20/04/2014,0.5,-19.74,-19.17,12.4,11.4,-25183.008,2.5
21/04/2014,0.0,-19.66,-19.15,16.3,15.3,-24906.528,2.5
22/04/2014,0.0,-20.03,-19.24,17.6,17,-26695.008,2.5
23/04/2014,0.0,-19.93,-19.23,16.6,16.1,-26420.256,2.5
24/04/2014,0.0,-20.13,-19.28,15.3,14.8,-27038.016,2.7
25/04/2014,2.5,-20.09,-19.25,16.5,15.7,-27427.68,2.8
26/04/2014,0.1,-19.99,-19.24,17,16.2,-26551.584,2.8
27/04/2014,7.8,-19.71,-19.13,14.3,13.3,-24432.192,2.7
28/04/2014,1.8,-19.8,-19.16,12.3,11.6,-24573.024,2.7
29/04/2014,0.1,-19.91,-19.19,12.8,11.9,-25180.416,2.7
30/04/2014,1.9,-19.99,-19.23,14.4,13.1,-26776.224,2.8
01/05/2014,0.1,-19.86,-19.17,13.7,12.9,-25872.48,3.2
02/05/2014,8.2,-19.8,-19.12,14.1,12.9,-25136.352,3.3
03/05/2014,14.3,-19.8,-19.1,12.1,11.3,-25709.184,3.2
04/05/2014,0.0,-19.86,-19.14,12.1,11.3,-25492.32,3.2
05/05/2014,0.0,-20.13,-19.3,14.5,13.2,-28576.8,3.4
06/05/2014,0.0,-20.06,-19.34,16,14.9,-27825.12,3.1
07/05/2014,0.0,-20.06,-19.32,16.1,14.8,-27918.432,2.8
08/05/2014,0.0,-20.04,-19.3,17.5,16.6,-27018.144,2.8
09/05/2014,0.0,-20.14,-19.33,17.8,16.6,-28054.944,2.8
10/05/2014,0.0,-20.21,-19.36,19.7,18.4,-29706.912,2.9
11/05/2014,0.0,-20.11,-19.31,19.4,17.9,-27263.52,3
12/05/2014,0.0,-20.08,-19.29,18.8,17.4,-27076.032,3
13/05/2014,23.6,-20.06,-19.31,14.8,13.4,-27909.792,3
14/05/2014,2.5,-20.07,-19.28,14.9,14,-27449.28,3
15/05/2014,0.0,-20.18,-19.34,13.6,12.8,-27246.24,2.9
16/05/2014,0.0,-20.19,-19.32,14.7,13.9,-28182.816,2.8
17/05/2014,1.7,-20.23,-19.37,16.7,15.8,-28499.904,2.5
18/05/2014,0.0,-20.19,-19.38,17.1,15.4,-27670.464,2.4
19/05/2014,0.0,-20.22,-19.38,16.1,15.3,-28043.712,2.4
20/05/2014,0.0,-20.16,-19.38,19.6,18.9,-27478.656,2.4
21/05/2014,0.0,-20.16,-19.39,21.4,20.2,-26568,2.8
22/05/2014,0.0,-20.22,-19.41,22.6,21.3,-27583.2,2.9
23/05/2014,0.2,-20.16,-19.37,19.9,19,-26165.376,2.8
24/05/2014,0.0,-20.32,-19.46,21,19.8,-28638.144,2.5
25/05/2014,14.7,-20.26,-19.45,18.9,17.6,-27578.016,2.4
26/05/2014,6.4,-20.02,-19.38,20.6,19.2,-25242.624,2.4
27/05/2014,13.3,-20.29,-19.43,17.1,16.2,-28772.928,2.4
28/05/2014,0.4,-20.21,-19.41,17.2,16,-27854.496,2.4
29/05/2014,0.0,-20.37,-19.48,18,16.6,-30227.904,2.4
30/05/2014,0.1,-20.32,-19.5,17.6,16,-29099.52,2.4
31/05/2014,3.2,-20.3,-19.52,15.3,14.5,-28740.96,2.4
01/06/2014,0.0,-20.29,-19.51,16.7,15.7,-27648.864,2.6
02/06/2014,0.0,-20.27,-19.51,18.4,17.8,-27732.672,2.7
03/06/2014,0.0,-20.29,-19.52,19.4,18.5,-29173.824,2.7
04/06/2014,0.0,-20.51,-19.5,20.1,18.6,-29226.528,2.7
05/06/2014,0.0,-20.43,-19.5,21.8,19.9,-25947.648,2.7
06/06/2014,0.0,-20.6,-19.58,22.8,20.7,-28475.712,2.7
07/06/2014,0.0,-20.66,-19.62,25,23.5,-29610.144,2.7
08/06/2014,0.0,-20.78,-19.69,25.6,24.2,-30704.832,2.5
09/06/2014,0.0,-20.68,-19.67,25.6,24.2,-27598.752,2.3
10/06/2014,0.0,-20.75,-19.71,26.3,25,-28524.96,2.3
11/06/2014,0.0,-20.8,-19.75,27,25.7,-27727.488,2.3
12/06/2014,0.0,-20.91,-19.78,26.2,25,-28003.104,2.3
13/06/2014,0.0,-20.7,-19.7,24.3,23,-25922.592,2.3
14/06/2014,0.0,-20.6,-19.65,22.5,21.8,-24915.168,2.6
15/06/2014,5.5,-20.41,-19.6,19,18.5,-21854.88,2.6
16/06/2014,16.0,-20.44,-19.53,17.3,17.3,-23234.688,2.5
17/06/2014,1.2,-20.19,-19.51,19.2,18.5,-23373.792,2.4
18/06/2014,0.2,-20.33,-19.56,19.8,19.1,-22991.904,2.3
19/06/2014,0.5,-20.37,-19.61,19.6,18.6,-24780.384,2.3
20/06/2014,0.0,-20.37,-19.6,21.5,19.9,-24439.104,2.3
21/06/2014,0.0,-20.68,-19.75,23,21.6,-27218.592,2.3
22/06/2014,0.0,-20.94,-19.84,24.6,22.7,-27293.76,2.3
23/06/2014,0.0,-21.02,-19.92,24.6,22.8,-28467.936,2.3
24/06/2014,0.0,-20.99,-19.89,24.7,23,-27002.592,2.3
25/06/2014,0.0,-20.89,-19.88,23.6,22.2,-27618.624,2.3
26/06/2014,0.6,-20.86,-19.9,21.8,20.1,-25011.072,2.3
27/06/2014,0.1,-20.83,-19.94,23.6,22.3,-25231.392,2.3
28/06/2014,0.0,-21.23,-20.08,24.7,23,-29498.688,2.3
29/06/2014,0.0,-21.16,-20.05,24.7,23,-28536.192,2.3
30/06/2014,15.7,-21.15,-20.05,22.2,20.9,-27583.2,2.4
01/07/2014,0.0,-21.03,-20.04,22.4,21.2,-26939.52,2.5
02/07/2014,0.0,-21.17,-20.1,24,22.6,-29410.56,2.7
03/07/2014,0.0,-21.27,-20.17,24.5,23.4,-28924.128,2.7
04/07/2014,0.0,-21.33,-20.19,26.6,26.1,-28848.96,2.5
05/07/2014,0.0,-21.4,-20.24,25.9,25.1,-29113.344,2.3
06/07/2014,0.0,-21.36,-20.27,25.7,24.2,-27885.6,2.3
07/07/2014,0.0,-21.45,-20.31,26.1,24.3,-28898.208,2.3
08/07/2014,1.3,-21.22,-20.21,23.6,22.1,-25094.88,2.3
09/07/2014,0.0,-21.16,-20.19,22.1,20.7,-24738.048,2.3
10/07/2014,9.0,-20.88,-20.12,18,16.2,-22211.712,2.6
11/07/2014,1.3,-20.94,-20.12,18.6,17.4,-24156.576,2.4
12/07/2014,0.0,-21.16,-20.23,21.8,20,-26625.888,2.4
13/07/2014,13.3,-21.17,-20.24,21.7,20.1,-26182.656,2.4
14/07/2014,11.4,-21.02,-20.18,19.8,18.5,-24119.424,2.4
15/07/2014,0.0,-20.98,-20.17,21.8,21.2,-25799.904,2.4
16/07/2014,0.0,-21.17,-20.23,25.2,24.1,-27690.336,2.4
17/07/2014,0.0,-21.32,-20.32,25.4,24.4,-30278.88,2.3
18/07/2014,0.0,-21.4,-20.38,25.6,24.6,-31295.808,2.5
19/07/2014,0.0,-21.49,-20.44,26.5,25,-31334.688,2.7
20/07/2014,0.0,-21.51,-20.46,27.9,26,-30579.552,2.7
21/07/2014,4.8,-21.4,-20.38,22.5,21.4,-24608.448,2.7
22/07/2014,0.0,-21.11,-20.27,22.9,21.8,-24248.16,2.7
23/07/2014,0.0,-21.17,-20.31,24.4,23.4,-27088.128,2.5
24/07/2014,6.9,-21.13,-20.35,21.7,20.2,-25012.8,2.4
25/07/2014,0.0,-21.07,-20.36,24.7,23.2,-25971.84,2.5
26/07/2014,13.0,-21.12,-20.33,23.3,21.8,-26133.408,2.5
27/07/2014,0.2,-20.7,-20.23,22.1,21.1,-22559.904,2.4
28/07/2014,0.5,-21.11,-20.34,24.2,22.3,-25954.56,2.4
29/07/2014,67.3,-21.14,-20.3,21.5,20.6,-23279.616,2.9
30/07/2014,13.3,-21.28,-20.33,19.1,18.2,-24814.944,3.3
31/07/2014,0.0,-20.97,-20.34,22.1,21.1,-24001.056,3.4
01/08/2014,0.0,-21.34,-20.39,24.7,23,-27056.16,3.2
02/08/2014,0.0,-21.37,-20.42,27.2,24.2,-26378.784,3
03/08/2014,16.4,-21.26,-20.41,24.7,22.1,-24192,2.9
04/08/2014,0.0,-21.33,-20.41,24.3,23,-26571.456,2.9
05/08/2014,8.8,-21.42,-20.42,22.8,21.4,-25485.408,2.7
06/08/2014,0.0,-21.16,-20.38,22.5,21.7,-23729.76,2.6
07/08/2014,0.0,-21.19,-20.4,23,27.4,-25617.6,2.6
08/08/2014,0.0,-21.5,-20.49,25,27.4,-28305.504,2.5
09/08/2014,0.0,-21.55,-20.55,25.8,24.1,-29223.072,2.6
10/08/2014,0.0,-21.48,-20.54,26.7,25,-27955.584,2.6
11/08/2014,0.0,-21.65,-20.58,26.3,24.9,-30439.584,2.5
12/08/2014,0.0,-21.63,-20.6,26.1,24.4,-30806.784,2.5
13/08/2014,0.0,-21.69,-20.62,27.2,25.8,-30970.08,2.5
14/08/2014,9.5,-21.71,-20.65,23,22.2,-29141.856,2.6
15/08/2014,0.0,-21.42,-20.57,21.4,19.7,-25143.264,2.8
16/08/2014,0.0,-21.64,-20.62,20.1,19,-28753.056,2.7
17/08/2014,0.0,-21.61,-20.62,20.7,19.8,-27325.728,2.7
18/08/2014,0.0,-21.68,-20.64,21.3,20,-29579.04,2.6
19/08/2014,0.0,-21.74,-20.69,22.4,20.9,-30913.056,2.5
20/08/2014,0.0,-21.7,-20.67,24.8,23.2,-28331.424,2.5
21/08/2014,0.0,-21.59,-20.67,25.7,24,-28367.712,2.5
22/08/2014,0.0,-21.76,-20.75,23.8,22.1,-31838.4,2.4
23/08/2014,24.0,-21.86,-20.76,20.6,19.3,-30685.824,2.5
24/08/2014,0.1,-21.47,-20.67,21.4,20,-25795.584,2.5
25/08/2014,0.0,-21.5,-20.65,22.4,21,-25595.136,2.4
