Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Margin,Market_size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type
234,54,3,11/10/2013,424,73,Major Market,Central,17,Beans,Coffee,Amaretto,43,135,Ohio,50,70,40,120,44,Regular
361,67,40,11/11/2013,-1239,101,Major Market,South,22,Beans,Espresso,Caffe Latte,70,179,Texas,50,70,30,120,54,Regular
630,54,29,11/12/2013,601,79,Major Market,Central,15,Leaves,Tea,Darjeeling,79,142,Illinois,40,70,50,110,26,Regular
636,63,13,11/13/2013,1075,76,Small Market,Central,19,Beans,Coffee,Decaf Irish Cream,53,148,Missouri,60,70,40,130,40,Decaf
203,49,-9,11/14/2013,392,65,Small Market,East,16,Beans,Espresso,Decaf Espresso,31,121,Connecticut,40,70,40,110,44,Decaf
435,50,20,11/15/2013,898,73,Small Market,West,14,Beans,Espresso,Decaf Espresso,70,131,Utah,40,70,50,110,26,Decaf
603,52,5,11/16/2013,327,75,Small Market,East,16,Beans,Coffee,Amaretto,55,135,New Hampshire,40,70,50,110,38,Regular
203,55,-13,11/17/2013,627,76,Small Market,East,49,Beans,Espresso,Caffe Mocha,-3,140,Connecticut,50,70,10,120,78,Regular
603,49,-16,11/18/2013,335,69,Small Market,East,44,Beans,Espresso,Caffe Mocha,-6,126,New Hampshire,40,70,10,110,73,Regular
541,41,-19,11/19/2013,482,57,Small Market,West,13,Beans,Coffee,Colombian,1,104,Oregon,40,70,20,110,56,Regular
503,54,2,11/20/2013,424,73,Small Market,West,17,Beans,Espresso,Caffe Mocha,42,135,Oregon,50,70,40,120,45,Regular
405,65,13,11/21/2013,403,80,Small Market,South,24,Leaves,Herbal Tea,Chamomile,33,155,Oklahoma,60,70,20,130,58,Decaf
435,52,13,11/22/2013,327,75,Small Market,West,16,Leaves,Herbal Tea,Chamomile,53,135,Utah,40,70,40,110,39,Decaf
435,48,2,11/23/2013,462,74,Small Market,West,15,Leaves,Herbal Tea,Lemon,42,130,Utah,40,70,40,110,46,Decaf
425,49,18,11/24/2013,845,71,Small Market,West,13,Leaves,Herbal Tea,Lemon,68,128,Washington,40,70,50,110,25,Decaf
959,50,20,11/25/2013,898,73,Small Market,East,14,Leaves,Tea,Darjeeling,70,131,Connecticut,50,70,50,120,26,Regular
937,21,-14,11/26/2013,480,32,Major Market,Central,5,Leaves,Herbal Tea,Chamomile,16,53,Ohio,0,30,30,30,16,Decaf
513,27,-10,11/27/2013,859,39,Major Market,Central,7,Leaves,Herbal Tea,Lemon,20,66,Ohio,10,30,30,40,19,Decaf
850,56,-4,11/28/2013,385,70,Major Market,East,21,Leaves,Herbal Tea,Lemon,16,126,Florida,30,30,20,60,54,Decaf
781,54,-7,11/29/2013,404,66,Major Market,East,20,Leaves,Herbal Tea,Lemon,13,120,Massachusetts,30,30,20,60,53,Decaf
413,21,-15,11/30/2013,480,32,Major Market,East,5,Leaves,Tea,Green Tea,15,53,Massachusetts,20,30,30,50,17,Regular
505,39,-6,12/1/2013,244,53,Small Market,South,12,Beans,Espresso,Decaf Espresso,14,92,New Mexico,20,30,20,50,39,Decaf
702,23,-13,12/2/2013,800,35,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,58,Nevada,10,30,30,40,18,Decaf
563,21,-15,12/3/2013,846,31,Small Market,Central,5,Beans,Coffee,Amaretto,15,52,Iowa,10,30,30,40,16,Regular
603,25,-22,12/4/2013,209,31,Small Market,East,9,Beans,Espresso,Regular Espresso,-12,56,New Hampshire,10,30,10,40,43,Regular
405,21,-15,12/5/2013,480,32,Small Market,South,5,Beans,Espresso,Caffe Mocha,15,53,Oklahoma,0,30,30,30,17,Regular
702,0,2,12/6/2013,430,43,Small Market,West,0,Beans,Espresso,Caffe Latte,32,43,Nevada,0,30,30,30,11,Regular
603,34,-23,12/7/2013,240,43,Small Market,East,12,Leaves,Herbal Tea,Lemon,-3,77,New Hampshire,10,30,20,40,46,Decaf
505,21,-16,12/8/2013,846,31,Small Market,South,5,Leaves,Herbal Tea,Chamomile,14,52,New Mexico,10,30,30,40,17,Decaf
971,25,-13,12/9/2013,820,36,Small Market,West,7,Leaves,Herbal Tea,Chamomile,17,61,Oregon,10,30,30,40,19,Decaf
314,34,-13,12/10/2013,240,43,Small Market,Central,12,Leaves,Tea,Green Tea,-3,77,Missouri,10,30,10,40,46,Regular
603,21,-16,12/11/2013,846,31,Small Market,East,5,Leaves,Tea,Darjeeling,14,52,New Hampshire,20,30,30,50,17,Regular
435,39,-6,12/12/2013,244,53,Small Market,West,12,Leaves,Tea,Earl Grey,14,92,Utah,10,30,20,40,39,Regular
360,46,1,12/13/2013,449,67,Small Market,West,14,Leaves,Tea,Earl Grey,31,113,Washington,20,30,30,50,36,Regular
775,22,-3,12/14/2013,802,34,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,56,Nevada,20,30,20,50,17,Decaf
505,34,6,12/15/2013,-522,42,Small Market,South,12,Beans,Espresso,Caffe Latte,-4,76,New Mexico,20,30,-10,50,46,Regular
253,22,-9,12/16/2013,570,30,Small Market,West,7,Beans,Espresso,Caffe Latte,11,52,Washington,20,30,20,50,19,Regular
603,33,-4,12/17/2013,243,41,Small Market,East,12,Leaves,Herbal Tea,Lemon,-4,74,New Hampshire,20,30,0,50,45,Decaf
505,29,-5,12/18/2013,1003,35,Small Market,South,8,Leaves,Herbal Tea,Lemon,5,64,New Mexico,20,30,10,50,30,Decaf
503,25,-1,12/19/2013,823,38,Small Market,West,7,Leaves,Herbal Tea,Chamomile,19,63,Oregon,20,30,20,50,19,Decaf
603,15,-12,12/20/2013,848,24,Small Market,East,4,Leaves,Tea,Darjeeling,8,39,New Hampshire,10,30,20,40,16,Regular
541,32,-2,12/21/2013,482,48,Small Market,West,8,Leaves,Tea,Darjeeling,28,80,Oregon,20,30,30,50,20,Regular
435,35,-1,12/22/2013,248,47,Small Market,West,11,Leaves,Tea,Earl Grey,9,82,Utah,20,30,10,50,38,Regular
801,34,-3,12/23/2013,211,42,Small Market,West,12,Leaves,Tea,Green Tea,-3,76,Utah,20,30,0,50,45,Regular
772,24,-8,12/24/2013,567,32,Major Market,East,7,Leaves,Herbal Tea,Chamomile,12,56,Florida,10,30,20,40,20,Decaf
505,38,12,12/25/2013,256,51,Small Market,South,12,Beans,Espresso,Decaf Espresso,12,89,New Mexico,30,30,0,60,39,Decaf
702,23,-3,12/26/2013,807,35,Small Market,West,6,Beans,Espresso,Decaf Espresso,17,58,Nevada,20,30,20,50,18,Decaf
641,16,-10,12/27/2013,851,25,Small Market,Central,4,Beans,Coffee,Amaretto,10,41,Iowa,10,30,20,40,15,Regular
563,31,-2,12/28/2013,1009,38,Small Market,Central,9,Beans,Coffee,Colombian,8,69,Iowa,30,30,10,60,30,Regular
603,20,-16,12/29/2013,218,25,Small Market,East,7,Beans,Espresso,Regular Espresso,-16,45,New Hampshire,10,30,0,40,41,Regular
580,29,4,12/30/2013,490,44,Small Market,South,8,Beans,Espresso,Caffe Mocha,24,73,Oklahoma,20,30,20,50,20,Regular
253,24,-7,12/31/2013,567,32,Small Market,West,7,Beans,Espresso,Caffe Latte,13,56,Washington,20,30,20,50,19,Regular
541,24,-1,1/1/2014,829,36,Small Market,West,6,Leaves,Herbal Tea,Chamomile,19,60,Oregon,20,30,20,50,17,Decaf
603,16,-10,1/2/2014,851,25,Small Market,East,4,Leaves,Tea,Darjeeling,10,41,New Hampshire,10,30,20,40,15,Regular
971,29,-5,1/3/2014,490,44,Small Market,West,8,Leaves,Tea,Darjeeling,25,73,Oregon,20,30,30,50,19,Regular
937,21,-6,1/4/2014,480,32,Major Market,Central,5,Leaves,Herbal Tea,Chamomile,24,56,Ohio,0,30,30,30,16,Decaf
937,27,0,1/5/2014,859,39,Major Market,Central,7,Leaves,Herbal Tea,Lemon,30,70,Ohio,10,30,30,40,19,Decaf
786,56,4,1/6/2014,385,70,Major Market,East,21,Leaves,Herbal Tea,Lemon,24,134,Florida,30,30,20,60,54,Decaf
339,54,-1,1/7/2014,404,66,Major Market,East,20,Leaves,Herbal Tea,Lemon,19,128,Massachusetts,30,30,20,60,53,Decaf
781,21,-8,1/8/2014,480,32,Major Market,East,5,Leaves,Tea,Green Tea,22,56,Massachusetts,20,30,30,50,17,Regular
505,39,1,1/9/2014,244,53,Small Market,South,12,Beans,Espresso,Decaf Espresso,21,98,New Mexico,20,30,20,50,39,Decaf
775,23,-5,1/10/2014,800,35,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,62,Nevada,10,30,30,40,18,Decaf
515,21,-8,1/11/2014,846,31,Small Market,Central,5,Beans,Coffee,Amaretto,22,55,Iowa,10,30,30,40,16,Regular
603,25,-28,1/12/2014,209,31,Small Market,East,9,Beans,Espresso,Regular Espresso,-18,60,New Hampshire,10,30,10,40,43,Regular
580,21,-8,1/13/2014,480,32,Small Market,South,5,Beans,Espresso,Caffe Mocha,22,56,Oklahoma,0,30,30,30,17,Regular
702,0,17,1/14/2014,430,43,Small Market,West,0,Beans,Espresso,Caffe Latte,47,46,Nevada,0,30,30,30,11,Regular
603,34,-24,1/15/2014,240,43,Small Market,East,12,Leaves,Herbal Tea,Lemon,-4,82,New Hampshire,10,30,20,40,46,Decaf
505,21,-9,1/16/2014,846,31,Small Market,South,5,Leaves,Herbal Tea,Chamomile,21,55,New Mexico,10,30,30,40,17,Decaf
971,25,-5,1/17/2014,820,36,Small Market,West,7,Leaves,Herbal Tea,Chamomile,25,65,Oregon,10,30,30,40,19,Decaf
314,34,-14,1/18/2014,240,43,Small Market,Central,12,Leaves,Tea,Green Tea,-4,82,Missouri,10,30,10,40,46,Regular
603,21,-9,1/19/2014,846,31,Small Market,East,5,Leaves,Tea,Darjeeling,21,55,New Hampshire,20,30,30,50,17,Regular
435,39,1,1/20/2014,244,53,Small Market,West,12,Leaves,Tea,Earl Grey,21,98,Utah,10,30,20,40,39,Regular
509,46,16,1/21/2014,449,67,Small Market,West,14,Leaves,Tea,Earl Grey,46,120,Washington,20,30,30,50,36,Regular
775,22,5,1/22/2014,802,34,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,60,Nevada,20,30,20,50,17,Decaf
505,34,4,1/23/2014,-522,42,Small Market,South,12,Beans,Espresso,Caffe Latte,-6,81,New Mexico,20,30,-10,50,46,Regular
425,22,-4,1/24/2014,570,30,Small Market,West,7,Beans,Espresso,Caffe Latte,16,55,Washington,20,30,20,50,19,Regular
603,33,-6,1/25/2014,243,41,Small Market,East,12,Leaves,Herbal Tea,Lemon,-6,79,New Hampshire,20,30,0,50,45,Decaf
505,29,-3,1/26/2014,1003,35,Small Market,South,8,Leaves,Herbal Tea,Lemon,7,68,New Mexico,20,30,10,50,30,Decaf
541,25,8,1/27/2014,823,38,Small Market,West,7,Leaves,Herbal Tea,Chamomile,28,67,Oregon,20,30,20,50,19,Decaf
603,15,-8,1/28/2014,848,24,Small Market,East,4,Leaves,Tea,Darjeeling,12,42,New Hampshire,10,30,20,40,16,Regular
503,32,12,1/29/2014,482,48,Small Market,West,8,Leaves,Tea,Darjeeling,42,85,Oregon,20,30,30,50,20,Regular
435,35,3,1/30/2014,248,47,Small Market,West,11,Leaves,Tea,Earl Grey,13,87,Utah,20,30,10,50,38,Regular
435,34,-4,1/31/2014,211,42,Small Market,West,12,Leaves,Tea,Green Tea,-4,81,Utah,20,30,0,50,45,Regular
904,24,-2,2/1/2014,567,32,Major Market,East,7,Leaves,Herbal Tea,Chamomile,18,60,Florida,10,30,20,40,20,Decaf
505,38,18,2/2/2014,256,51,Small Market,South,12,Beans,Espresso,Decaf Espresso,18,95,New Mexico,30,30,0,60,39,Decaf
775,23,5,2/3/2014,807,35,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,62,Nevada,20,30,20,50,18,Decaf
563,16,-5,2/4/2014,851,25,Small Market,Central,4,Beans,Coffee,Amaretto,15,44,Iowa,10,30,20,40,15,Regular
641,31,2,2/5/2014,1009,38,Small Market,Central,9,Beans,Coffee,Colombian,12,74,Iowa,30,30,10,60,30,Regular
603,20,-24,2/6/2014,218,25,Small Market,East,7,Beans,Espresso,Regular Espresso,-24,48,New Hampshire,10,30,0,40,41,Regular
580,29,16,2/7/2014,490,44,Small Market,South,8,Beans,Espresso,Caffe Mocha,36,78,Oklahoma,20,30,20,50,20,Regular
206,24,-1,2/8/2014,567,32,Small Market,West,7,Beans,Espresso,Caffe Latte,19,60,Washington,20,30,20,50,19,Regular
503,24,8,2/9/2014,829,36,Small Market,West,6,Leaves,Herbal Tea,Chamomile,28,64,Oregon,20,30,20,50,17,Decaf
603,16,-5,2/10/2014,851,25,Small Market,East,4,Leaves,Tea,Darjeeling,15,44,New Hampshire,10,30,20,40,15,Regular
541,29,7,2/11/2014,490,44,Small Market,West,8,Leaves,Tea,Darjeeling,37,78,Oregon,20,30,30,50,19,Regular
915,76,-2,2/12/2014,580,111,Major Market,South,21,Beans,Espresso,Decaf Espresso,78,187,Texas,40,80,80,120,33,Decaf
713,52,-44,2/13/2014,405,71,Major Market,South,17,Leaves,Herbal Tea,Chamomile,26,123,Texas,30,80,70,110,45,Decaf
217,76,-2,2/14/2014,580,111,Major Market,Central,21,Leaves,Tea,Darjeeling,78,187,Illinois,50,80,80,130,33,Regular
847,72,5,2/15/2014,650,110,Major Market,Central,23,Leaves,Tea,Earl Grey,55,182,Illinois,50,80,50,130,55,Regular
660,65,-35,2/16/2014,1053,77,Small Market,Central,20,Beans,Coffee,Decaf Irish Cream,35,142,Missouri,50,80,70,130,42,Decaf
660,32,-52,2/17/2014,833,47,Small Market,Central,8,Beans,Espresso,Decaf Espresso,28,79,Missouri,30,80,80,110,19,Decaf
405,82,5,2/18/2014,788,123,Small Market,South,27,Beans,Espresso,Decaf Espresso,65,205,Oklahoma,50,80,60,130,58,Decaf
715,56,-35,2/19/2014,385,70,Small Market,Central,21,Beans,Coffee,Amaretto,15,126,Wisconsin,40,80,50,120,55,Regular
405,91,6,2/20/2014,-1785,127,Small Market,South,28,Beans,Espresso,Caffe Latte,76,218,Oklahoma,50,80,70,130,51,Regular
414,60,-23,2/21/2014,329,99,Small Market,Central,18,Leaves,Herbal Tea,Chamomile,57,159,Wisconsin,40,80,80,120,42,Decaf
419,55,-24,2/22/2014,410,69,Major Market,Central,20,Beans,Espresso,Decaf Espresso,16,124,Ohio,70,80,40,150,53,Decaf
330,59,-17,2/23/2014,411,79,Major Market,Central,19,Beans,Coffee,Amaretto,33,138,Ohio,50,80,50,130,46,Regular
650,75,19,2/24/2014,659,114,Major Market,West,24,Leaves,Tea,Green Tea,59,189,California,50,80,40,130,55,Regular
314,69,-2,2/25/2014,1060,81,Small Market,Central,21,Beans,Coffee,Decaf Irish Cream,38,150,Missouri,60,80,40,140,43,Decaf
503,46,-18,2/26/2014,424,68,Small Market,West,14,Beans,Coffee,Decaf Irish Cream,32,114,Oregon,50,80,50,130,36,Decaf
206,75,5,2/27/2014,1063,89,Small Market,West,23,Beans,Espresso,Decaf Espresso,45,164,Washington,70,80,40,150,44,Decaf
203,61,-8,2/28/2014,613,86,Small Market,East,55,Beans,Espresso,Caffe Mocha,2,147,Connecticut,60,80,10,140,84,Regular
225,47,-16,3/1/2014,834,68,Small Market,South,13,Beans,Coffee,Colombian,44,115,Louisiana,50,80,60,130,24,Regular
541,52,-14,3/2/2014,509,73,Small Market,West,47,Beans,Coffee,Amaretto,-4,125,Oregon,60,80,10,140,77,Regular
435,53,-23,3/3/2014,380,71,Small Market,West,17,Beans,Coffee,Colombian,27,124,Utah,60,80,50,140,44,Regular
503,59,-17,3/4/2014,411,79,Small Market,West,19,Beans,Espresso,Caffe Mocha,33,138,Oregon,50,80,50,130,46,Regular
920,53,-2,3/5/2014,321,88,Small Market,Central,16,Leaves,Herbal Tea,Chamomile,48,141,Wisconsin,50,80,50,130,40,Decaf
959,54,-9,3/6/2014,885,78,Small Market,East,15,Leaves,Tea,Darjeeling,51,132,Connecticut,50,80,60,130,27,Regular
740,46,-34,3/7/2014,422,57,Major Market,Central,17,Beans,Espresso,Decaf Espresso,6,103,Ohio,50,80,40,130,51,Decaf
630,67,7,3/8/2014,677,101,Major Market,Central,22,Leaves,Tea,Earl Grey,47,168,Illinois,50,80,40,130,54,Regular
518,54,-8,3/9/2014,601,79,Major Market,East,15,Leaves,Tea,Green Tea,52,133,New York,50,80,60,130,27,Regular
213,67,-3,3/10/2014,677,101,Major Market,West,22,Leaves,Tea,Green Tea,47,168,California,40,80,50,120,54,Regular
503,41,-25,3/11/2014,435,60,Small Market,West,13,Beans,Coffee,Decaf Irish Cream,25,101,Oregon,40,80,50,120,35,Decaf
715,65,-8,3/12/2014,403,80,Small Market,Central,24,Beans,Coffee,Amaretto,22,145,Wisconsin,60,80,30,140,58,Regular
503,47,-27,3/13/2014,521,65,Small Market,West,42,Beans,Coffee,Amaretto,-7,112,Oregon,50,80,20,130,72,Regular
801,49,-29,3/14/2014,392,65,Small Market,West,16,Beans,Coffee,Colombian,21,114,Utah,50,80,50,130,44,Regular
509,65,-7,3/15/2014,403,80,Small Market,West,24,Beans,Espresso,Caffe Mocha,23,145,Washington,60,80,30,140,57,Regular
985,68,-4,3/16/2014,619,85,Small Market,South,25,Leaves,Herbal Tea,Lemon,26,153,Louisiana,60,80,30,140,59,Decaf
432,76,36,3/17/2014,580,111,Major Market,South,21,Beans,Espresso,Decaf Espresso,116,199,Texas,40,80,80,120,33,Decaf
325,52,-31,3/18/2014,405,71,Major Market,South,17,Leaves,Herbal Tea,Chamomile,39,131,Texas,30,80,70,110,45,Decaf
815,76,36,3/19/2014,580,111,Major Market,Central,21,Leaves,Tea,Darjeeling,116,199,Illinois,50,80,80,130,33,Regular
815,72,32,3/20/2014,650,110,Major Market,Central,23,Leaves,Tea,Earl Grey,82,194,Illinois,50,80,50,130,55,Regular
636,65,-18,3/21/2014,1053,77,Small Market,Central,20,Beans,Coffee,Decaf Irish Cream,52,151,Missouri,50,80,70,130,42,Decaf
417,32,-38,3/22/2014,833,47,Small Market,Central,8,Beans,Espresso,Decaf Espresso,42,84,Missouri,30,80,80,110,19,Decaf
405,82,36,3/23/2014,788,123,Small Market,South,27,Beans,Espresso,Decaf Espresso,96,218,Oklahoma,50,80,60,130,58,Decaf
414,56,-28,3/24/2014,385,70,Small Market,Central,21,Beans,Coffee,Amaretto,22,134,Wisconsin,40,80,50,120,55,Regular
405,91,43,3/25/2014,-1785,127,Small Market,South,28,Beans,Espresso,Caffe Latte,113,232,Oklahoma,50,80,70,130,51,Regular
715,60,5,3/26/2014,329,99,Small Market,Central,18,Leaves,Herbal Tea,Chamomile,85,169,Wisconsin,40,80,80,120,42,Decaf
937,55,-16,3/27/2014,410,69,Major Market,Central,20,Beans,Espresso,Decaf Espresso,24,132,Ohio,70,80,40,150,53,Decaf
234,59,-1,3/28/2014,411,79,Major Market,Central,19,Beans,Coffee,Amaretto,49,147,Ohio,50,80,50,130,46,Regular
209,75,48,3/29/2014,659,114,Major Market,West,24,Leaves,Tea,Green Tea,88,201,California,50,80,40,130,55,Regular
417,69,16,3/30/2014,1060,81,Small Market,Central,21,Beans,Coffee,Decaf Irish Cream,56,160,Missouri,60,80,40,140,43,Decaf
503,46,-3,3/31/2014,424,68,Small Market,West,14,Beans,Coffee,Decaf Irish Cream,47,121,Oregon,50,80,50,130,36,Decaf
425,75,27,4/1/2014,1063,89,Small Market,West,23,Beans,Espresso,Decaf Espresso,67,175,Washington,70,80,40,150,44,Decaf
475,61,-7,4/2/2014,613,86,Small Market,East,55,Beans,Espresso,Caffe Mocha,3,157,Connecticut,60,80,10,140,84,Regular
318,47,5,4/3/2014,834,68,Small Market,South,13,Beans,Coffee,Colombian,65,123,Louisiana,50,80,60,130,24,Regular
971,52,-16,4/4/2014,509,73,Small Market,West,47,Beans,Coffee,Amaretto,-6,133,Oregon,60,80,10,140,77,Regular
435,53,-10,4/5/2014,380,71,Small Market,West,17,Beans,Coffee,Colombian,40,132,Utah,60,80,50,140,44,Regular
541,59,-1,4/6/2014,411,79,Small Market,West,19,Beans,Espresso,Caffe Mocha,49,147,Oregon,50,80,50,130,46,Regular
262,53,21,4/7/2014,321,88,Small Market,Central,16,Leaves,Herbal Tea,Chamomile,71,150,Wisconsin,50,80,50,130,40,Decaf
860,54,16,4/8/2014,885,78,Small Market,East,15,Leaves,Tea,Darjeeling,76,141,Connecticut,50,80,60,130,27,Regular
419,46,-31,4/9/2014,422,57,Major Market,Central,17,Beans,Espresso,Decaf Espresso,9,110,Ohio,50,80,40,130,51,Decaf
708,67,30,4/10/2014,677,101,Major Market,Central,22,Leaves,Tea,Earl Grey,70,179,Illinois,50,80,40,130,54,Regular
585,54,17,4/11/2014,601,79,Major Market,East,15,Leaves,Tea,Green Tea,77,142,New York,50,80,60,130,27,Regular
510,67,20,4/12/2014,677,101,Major Market,West,22,Leaves,Tea,Green Tea,70,179,California,40,80,50,120,54,Regular
541,41,-13,4/13/2014,435,60,Small Market,West,13,Beans,Coffee,Decaf Irish Cream,37,108,Oregon,40,80,50,120,35,Decaf
920,65,3,4/14/2014,403,80,Small Market,Central,24,Beans,Coffee,Amaretto,33,155,Wisconsin,60,80,30,140,58,Regular
541,47,-30,4/15/2014,521,65,Small Market,West,42,Beans,Coffee,Amaretto,-10,119,Oregon,50,80,20,130,72,Regular
435,49,-19,4/16/2014,392,65,Small Market,West,16,Beans,Coffee,Colombian,31,121,Utah,50,80,50,130,44,Regular
509,65,4,4/17/2014,403,80,Small Market,West,24,Beans,Espresso,Caffe Mocha,34,155,Washington,60,80,30,140,57,Regular
318,68,9,4/18/2014,619,85,Small Market,South,25,Leaves,Herbal Tea,Lemon,39,163,Louisiana,60,80,30,140,59,Decaf
214,39,-54,4/19/2014,541,51,Major Market,South,12,Beans,Coffee,Decaf Irish Cream,26,90,Texas,40,90,80,130,25,Decaf
936,239,-155,4/20/2014,1246,281,Major Market,South,74,Beans,Coffee,Colombian,185,520,Texas,350,420,340,770,96,Regular
210,123,33,4/21/2014,915,179,Major Market,South,34,Beans,Espresso,Caffe Mocha,133,302,Texas,70,120,100,190,46,Regular
225,48,-35,4/22/2014,851,70,Small Market,South,13,Beans,Coffee,Decaf Irish Cream,45,118,Louisiana,70,90,80,160,25,Decaf
225,48,-33,4/23/2014,829,71,Small Market,South,13,Beans,Coffee,Colombian,47,119,Louisiana,70,90,80,160,24,Regular
505,45,-57,4/24/2014,447,69,Small Market,South,14,Beans,Coffee,Colombian,23,114,New Mexico,50,110,80,160,46,Regular
918,90,-66,4/25/2014,572,115,Small Market,South,29,Beans,Coffee,Colombian,74,205,Oklahoma,130,160,140,290,41,Regular
505,25,-22,4/26/2014,-466,31,Small Market,South,9,Beans,Espresso,Caffe Latte,-12,56,New Mexico,10,20,10,30,43,Regular
225,103,-23,4/27/2014,564,133,Small Market,South,33,Leaves,Herbal Tea,Chamomile,87,236,Louisiana,80,130,110,210,46,Decaf
504,79,-26,4/28/2014,593,98,Small Market,South,30,Leaves,Herbal Tea,Lemon,34,177,Louisiana,60,90,60,150,64,Decaf
405,96,-23,4/29/2014,683,134,Small Market,South,87,Leaves,Herbal Tea,Lemon,17,230,Oklahoma,80,120,40,200,117,Decaf
956,225,-56,4/30/2014,1272,265,Major Market,South,69,Beans,Coffee,Colombian,174,490,Texas,260,320,230,580,91,Regular
817,75,19,5/1/2014,-1050,114,Major Market,South,24,Beans,Espresso,Caffe Latte,59,189,Texas,50,90,40,140,55,Regular
409,118,27,5/2/2014,930,172,Major Market,South,33,Beans,Espresso,Caffe Mocha,127,290,Texas,90,130,100,220,45,Regular
918,78,22,5/3/2014,798,119,Small Market,South,25,Beans,Espresso,Decaf Espresso,62,197,Oklahoma,60,90,40,150,57,Decaf
918,88,-19,5/4/2014,561,112,Small Market,South,29,Beans,Coffee,Colombian,71,200,Oklahoma,100,130,90,230,41,Regular
918,102,29,5/5/2014,-2003,143,Small Market,South,31,Beans,Espresso,Caffe Latte,89,245,Oklahoma,80,100,60,180,54,Regular
337,101,5,5/6/2014,552,130,Small Market,South,33,Leaves,Herbal Tea,Chamomile,85,231,Louisiana,90,120,80,210,45,Decaf
505,15,-1,5/7/2014,848,24,Small Market,South,4,Leaves,Herbal Tea,Chamomile,9,39,New Mexico,10,20,10,30,15,Decaf
337,82,-2,5/8/2014,601,102,Small Market,South,31,Leaves,Herbal Tea,Lemon,38,184,Louisiana,70,100,40,170,64,Decaf
580,94,-5,5/9/2014,694,130,Small Market,South,85,Leaves,Herbal Tea,Lemon,15,224,Oklahoma,80,120,20,200,115,Decaf
972,241,-52,5/10/2014,1321,284,Major Market,South,74,Beans,Coffee,Colombian,188,525,Texas,280,340,240,620,96,Regular
972,123,23,5/11/2014,959,179,Major Market,South,34,Beans,Espresso,Caffe Mocha,133,302,Texas,90,140,110,230,46,Regular
505,92,-24,5/12/2014,1898,68,Small Market,South,28,Beans,Coffee,Decaf Irish Cream,16,160,New Mexico,100,90,40,190,52,Decaf
405,88,12,5/13/2014,817,133,Small Market,South,29,Beans,Espresso,Decaf Espresso,72,221,Oklahoma,60,110,60,170,61,Decaf
318,49,-24,5/14/2014,845,71,Small Market,South,13,Beans,Coffee,Colombian,46,120,Louisiana,50,90,70,140,25,Regular
505,48,-23,5/15/2014,462,74,Small Market,South,15,Beans,Coffee,Colombian,27,122,New Mexico,50,90,50,140,47,Regular
405,81,-34,5/16/2014,551,104,Small Market,South,26,Beans,Coffee,Colombian,66,185,Oklahoma,90,130,100,220,38,Regular
505,20,-5,5/17/2014,-598,25,Small Market,South,7,Beans,Espresso,Caffe Latte,-15,45,New Mexico,10,20,-10,30,40,Regular
918,134,31,5/18/2014,-2248,186,Small Market,South,41,Beans,Espresso,Caffe Latte,121,320,Oklahoma,100,140,90,240,65,Regular
225,94,7,5/19/2014,540,120,Small Market,South,31,Leaves,Herbal Tea,Chamomile,77,214,Louisiana,80,110,70,190,43,Decaf
505,16,-1,5/20/2014,851,25,Small Market,South,4,Leaves,Herbal Tea,Chamomile,9,41,New Mexico,10,20,10,30,16,Decaf
580,105,-10,5/21/2014,716,145,Small Market,South,95,Leaves,Herbal Tea,Lemon,20,250,Oklahoma,90,140,30,230,125,Decaf
281,39,-41,5/22/2014,541,51,Major Market,South,12,Beans,Coffee,Decaf Irish Cream,39,96,Texas,40,90,80,130,25,Decaf
432,239,-65,5/23/2014,1246,281,Major Market,South,74,Beans,Coffee,Colombian,275,554,Texas,350,420,340,770,96,Regular
817,123,97,5/24/2014,915,179,Major Market,South,34,Beans,Espresso,Caffe Mocha,197,322,Texas,70,120,100,190,46,Regular
985,48,-13,5/25/2014,851,70,Small Market,South,13,Beans,Coffee,Decaf Irish Cream,67,126,Louisiana,70,90,80,160,25,Decaf
337,48,-10,5/26/2014,829,71,Small Market,South,13,Beans,Coffee,Colombian,70,127,Louisiana,70,90,80,160,24,Regular
505,45,-46,5/27/2014,447,69,Small Market,South,14,Beans,Coffee,Colombian,34,121,New Mexico,50,110,80,160,46,Regular
918,90,-30,5/28/2014,572,115,Small Market,South,29,Beans,Coffee,Colombian,110,218,Oklahoma,130,160,140,290,41,Regular
505,25,-28,5/29/2014,-466,31,Small Market,South,9,Beans,Espresso,Caffe Latte,-18,60,New Mexico,10,20,10,30,43,Regular
318,103,19,5/30/2014,564,133,Small Market,South,33,Leaves,Herbal Tea,Chamomile,129,251,Louisiana,80,130,110,210,46,Decaf
225,79,-10,5/31/2014,593,98,Small Market,South,30,Leaves,Herbal Tea,Lemon,50,189,Louisiana,60,90,60,150,64,Decaf
918,96,-15,6/1/2014,683,134,Small Market,South,87,Leaves,Herbal Tea,Lemon,25,245,Oklahoma,80,120,40,200,117,Decaf
