date,hour,demand
2020-01-25,20,37
2020-01-25,21,29
2020-01-25,22,34
2020-01-25,23,40
2020-01-26,0,61
2020-01-26,1,94
2020-01-26,2,50
2020-01-26,3,40
2020-01-26,5,38
2020-01-26,7,60
2020-01-26,8,36
2020-01-26,9,62
2020-01-26,10,101
2020-01-26,11,142
2020-01-26,12,103
2020-01-26,13,174
2020-01-26,14,99
2020-01-26,15,163
2020-01-26,16,133
2020-01-26,17,87
2020-01-26,18,96
2020-01-26,19,101
2020-01-26,20,94
2020-01-26,21,51
2020-01-26,22,63
2020-01-26,23,95
2020-01-27,0,94
2020-01-27,1,100
2020-01-27,3,14
2020-01-27,5,95
2020-01-27,7,24
2020-01-27,8,43
2020-01-27,9,87
2020-01-27,10,103
2020-01-27,11,57
2020-01-27,12,99
2020-01-27,13,118
2020-01-27,14,110
2020-01-27,15,84
2020-01-27,16,52
2020-01-27,17,126
2020-01-27,18,53
2020-01-27,19,82
2020-01-27,20,80
2020-01-27,21,33
2020-01-27,22,84
2020-01-27,23,91
2020-01-28,0,7
2020-01-28,1,45
2020-01-28,5,7
2020-01-28,6,13
2020-01-28,7,101
2020-01-28,8,72
2020-01-28,9,84
2020-01-28,10,20
2020-01-28,11,52
2020-01-28,12,85
2020-01-28,13,79
2020-01-28,14,115
2020-01-28,15,61
2020-01-28,16,84
2020-01-28,17,61
2020-01-28,18,140
2020-01-28,19,77
2020-01-28,20,116
2020-01-28,21,85
2020-01-28,22,15
2020-01-28,23,26
2020-01-29,0,58
2020-01-29,4,90
2020-01-29,6,94
2020-01-29,7,95
2020-01-29,8,53
2020-01-29,9,87
2020-01-29,10,61
2020-01-29,11,23
2020-01-29,12,82
2020-01-29,13,62
2020-01-29,14,83
2020-01-29,15,102
2020-01-29,16,96
2020-01-29,17,111
2020-01-29,18,65
2020-01-29,19,152
2020-01-29,20,75
2020-01-29,21,100
2020-01-29,22,107
2020-01-29,23,97
2020-01-30,0,5
2020-01-30,1,39
2020-01-30,6,21
2020-01-30,7,108
2020-01-30,8,94
2020-01-30,9,18
2020-01-30,10,116
2020-01-30,11,60
2020-01-30,12,83
2020-01-30,13,124
2020-01-30,14,28
2020-01-30,15,34
2020-01-30,16,105
2020-01-30,17,96
2020-01-30,18,113
2020-01-30,19,129
2020-01-30,20,34
2020-01-30,21,24
2020-01-30,22,118
2020-01-30,23,28
2020-01-31,0,89
2020-01-31,1,27
2020-01-31,2,91
2020-01-31,3,52
2020-01-31,6,79
2020-01-31,7,60
2020-01-31,8,96
2020-01-31,9,73
2020-01-31,10,116
2020-01-31,11,116
2020-01-31,12,109
2020-01-31,13,41
2020-01-31,14,127
2020-01-31,15,144
2020-01-31,16,103
2020-01-31,17,108
2020-01-31,18,71
2020-01-31,19,137
2020-01-31,20,78
2020-01-31,21,55
2020-01-31,22,87
2020-01-31,23,109
2020-02-01,0,59
2020-02-01,1,23
2020-02-01,2,105
2020-02-01,5,28
2020-02-01,6,22
2020-02-01,7,52
2020-02-01,8,50
2020-02-01,9,112
2020-02-01,10,107
2020-02-01,11,125
2020-02-01,12,148
2020-02-01,13,137
2020-02-01,14,137
2020-02-01,15,65
2020-02-01,16,89
2020-02-01,17,138
2020-02-01,18,58
2020-02-01,19,70
2020-02-01,20,66
2020-02-01,21,44
2020-02-01,22,64
2020-02-01,23,90
2020-02-02,0,31
2020-02-02,1,66
2020-02-02,2,93
2020-02-02,4,98
2020-02-02,7,54
2020-02-02,8,71
2020-02-02,9,105
2020-02-02,10,48
2020-02-02,11,93
2020-02-02,12,151
2020-02-02,13,160
2020-02-02,14,70
2020-02-02,15,82
2020-02-02,16,93
2020-02-02,17,68
2020-02-02,18,55
2020-02-02,19,110
2020-02-02,20,68
2020-02-02,21,102
2020-02-02,22,99
2020-02-02,23,66
2020-02-03,0,25
2020-02-03,1,7
2020-02-03,4,50
2020-02-03,5,18
2020-02-03,6,68
2020-02-03,7,60
2020-02-03,8,34
2020-02-03,9,65
2020-02-03,10,38
2020-02-03,11,97
2020-02-03,12,129
2020-02-03,13,41
2020-02-03,14,32
2020-02-03,15,41
2020-02-03,16,91
2020-02-03,17,111
2020-02-03,18,50
2020-02-03,19,118
2020-02-03,20,116
2020-02-03,21,73
2020-02-03,22,97
2020-02-03,23,37
2020-02-04,4,12
2020-02-04,5,20
2020-02-04,6,58
2020-02-04,7,97
2020-02-04,8,44
2020-02-04,9,117
2020-02-04,10,57
2020-02-04,11,109
2020-02-04,12,108
2020-02-04,13,82
2020-02-04,14,60
2020-02-04,15,68
2020-02-04,16,91
2020-02-04,17,55
2020-02-04,18,73
2020-02-04,19,79
2020-02-04,20,58
2020-02-04,21,65
2020-02-04,22,5
2020-02-04,23,39
2020-02-05,0,75
2020-02-05,1,44
2020-02-05,6,104
2020-02-05,7,37
2020-02-05,8,87
2020-02-05,9,77
2020-02-05,10,113
2020-02-05,11,68
2020-02-05,12,106
2020-02-05,13,50
2020-02-05,14,69
2020-02-05,15,62
2020-02-05,16,71
2020-02-05,17,113
2020-02-05,18,56
2020-02-05,19,47
2020-02-05,20,118
2020-02-05,21,61
2020-02-05,22,69
2020-02-05,23,66
2020-02-06,0,19
2020-02-06,1,92
2020-02-06,3,64
2020-02-06,4,64
2020-02-06,6,26
2020-02-06,7,12
2020-02-06,8,78
2020-02-06,9,27
2020-02-06,10,68
2020-02-06,11,100
2020-02-06,12,66
2020-02-06,13,107
2020-02-06,14,94
2020-02-06,15,58
2020-02-06,16,39
2020-02-06,17,117
2020-02-06,18,124
2020-02-06,19,40
2020-02-06,20,65
2020-02-06,21,54
2020-02-06,22,86
2020-02-06,23,95
2020-02-07,0,23
2020-02-07,1,20
2020-02-07,2,64
2020-02-07,3,62
2020-02-07,4,11
2020-02-07,6,65
2020-02-07,7,108
2020-02-07,8,35
2020-02-07,9,104
2020-02-07,10,103
2020-02-07,11,92
2020-02-07,12,120
2020-02-07,13,106
2020-02-07,14,55
2020-02-07,15,117
2020-02-07,16,123
2020-02-07,17,86
2020-02-07,18,95
2020-02-07,19,133
2020-02-07,20,56
2020-02-07,21,81
2020-02-07,22,79
2020-02-07,23,28
2020-02-08,0,67
2020-02-08,1,23
2020-02-08,2,96
2020-02-08,3,34
2020-02-08,4,64
2020-02-08,5,22
2020-02-08,7,29
2020-02-08,8,64
2020-02-08,9,45
2020-02-08,10,204
2020-02-08,11,144
2020-02-08,12,106
2020-02-08,13,167
2020-02-08,14,104
2020-02-08,15,109
2020-02-08,16,132
2020-02-08,17,55
2020-02-08,18,80
2020-02-08,19,71
2020-02-08,20,108
2020-02-08,21,84
2020-02-08,22,16
2020-02-08,23,20
2020-02-09,0,28
2020-02-09,1,64
2020-02-09,2,27
2020-02-09,3,14
2020-02-09,4,30
2020-02-09,6,3
2020-02-09,10,88
2020-02-09,11,25
2020-02-09,12,131
2020-02-09,13,158
2020-02-09,14,80
2020-02-09,15,111
2020-02-09,16,89
2020-02-09,17,79
2020-02-09,18,57
2020-02-09,19,98
2020-02-09,20,93
2020-02-09,21,105
2020-02-09,22,47
2020-02-09,23,7
2020-02-10,0,37
2020-02-10,1,28
2020-02-10,5,37
2020-02-10,6,88
2020-02-10,7,69
2020-02-10,8,66
2020-02-10,9,56
2020-02-10,10,33
2020-02-10,11,74
2020-02-10,12,29
2020-02-10,13,18
2020-02-10,14,118
2020-02-10,15,114
2020-02-10,16,78
2020-02-10,17,88
2020-02-10,18,126
2020-02-10,19,130
2020-02-10,20,71
2020-02-10,21,93
2020-02-10,22,43
2020-02-10,23,67
2020-02-11,0,90
2020-02-11,2,54
2020-02-11,5,75
2020-02-11,6,88
2020-02-11,7,108
2020-02-11,8,67
2020-02-11,9,96
2020-02-11,10,86
2020-02-11,11,29
2020-02-11,12,68
2020-02-11,13,29
2020-02-11,14,28
2020-02-11,15,16
2020-02-11,16,19
2020-02-11,17,96
2020-02-11,18,92
2020-02-11,19,14
2020-02-11,20,50
2020-02-11,21,90
2020-02-11,22,100
2020-02-11,23,56
2020-02-12,2,62
2020-02-12,5,22
2020-02-12,7,49
2020-02-12,8,27
2020-02-12,9,82
2020-02-12,10,53
2020-02-12,11,43
2020-02-12,12,40
2020-02-12,13,79
2020-02-12,14,47
2020-02-12,15,48
2020-02-12,16,72
2020-02-12,17,52
2020-02-12,18,29
2020-02-12,19,65
2020-02-12,20,33
2020-02-12,21,71
2020-02-12,22,88
2020-02-12,23,68
2020-02-13,0,84
2020-02-13,1,64
2020-02-13,2,27
2020-02-13,3,12
2020-02-13,6,55
2020-02-13,7,4
2020-02-13,8,24
2020-02-13,9,27
2020-02-13,10,52
2020-02-13,11,43
2020-02-13,12,115
2020-02-13,13,83
2020-02-13,14,75
2020-02-13,15,87
2020-02-13,16,105
2020-02-13,17,39
2020-02-13,18,45
2020-02-13,19,41
2020-02-13,20,59
2020-02-13,21,92
2020-02-13,22,70
2020-02-13,23,26
2020-02-14,0,2
2020-02-14,1,20
2020-02-14,2,12
2020-02-14,4,67
2020-02-14,6,96
2020-02-14,7,84
2020-02-14,8,92
2020-02-14,9,70
2020-02-14,10,34
2020-02-14,11,45
2020-02-14,12,40
2020-02-14,13,51
2020-02-14,14,120
2020-02-14,15,81
2020-02-14,16,56
2020-02-14,17,108
2020-02-14,18,119
2020-02-14,19,87
2020-02-14,20,98
2020-02-14,21,46
2020-02-14,22,28
2020-02-14,23,62
2020-02-15,0,36
2020-02-15,1,78
2020-02-15,2,34
2020-02-15,3,12
2020-02-15,4,34
2020-02-15,7,46
2020-02-15,8,63
2020-02-15,9,87
2020-02-15,10,143
2020-02-15,11,110
2020-02-15,12,156
2020-02-15,13,145
2020-02-15,14,77
2020-02-15,15,164
2020-02-15,16,57
2020-02-15,17,47
2020-02-15,18,114
2020-02-15,19,71
2020-02-15,20,51
2020-02-15,21,96
2020-02-15,22,31
2020-02-15,23,38
2020-02-16,0,99
2020-02-16,1,98
2020-02-16,2,76
2020-02-16,3,50
2020-02-16,5,42
2020-02-16,7,76
2020-02-16,8,58
2020-02-16,9,95
2020-02-16,10,23
2020-02-16,11,86
2020-02-16,12,54
2020-02-16,13,127
2020-02-16,14,101
2020-02-16,15,83
2020-02-16,16,78
2020-02-16,17,130
2020-02-16,18,51
2020-02-16,19,76
2020-02-16,20,96
2020-02-16,21,58
2020-02-16,22,87
2020-02-16,23,85
2020-02-17,0,100
2020-02-17,1,89
2020-02-17,2,90
2020-02-17,3,68
2020-02-17,4,62
2020-02-17,5,29
2020-02-17,6,90
2020-02-17,7,33
2020-02-17,8,102
2020-02-17,9,48
2020-02-17,10,80
2020-02-17,11,51
2020-02-17,12,127
2020-02-17,13,76
2020-02-17,14,96
2020-02-17,15,43
2020-02-17,16,86
2020-02-17,17,46
2020-02-17,18,30
2020-02-17,19,77
2020-02-17,20,30
2020-02-17,21,78
2020-02-17,22,12
2020-02-17,23,47
2020-02-18,0,36
2020-02-18,1,13
2020-02-18,6,4
2020-02-18,7,103
2020-02-18,8,41
2020-02-18,9,42
2020-02-18,10,100
2020-02-18,11,38
2020-02-18,12,84
2020-02-18,13,41
2020-02-18,14,55
2020-02-18,15,115
2020-02-18,16,107
2020-02-18,17,63
2020-02-18,18,104
2020-02-18,19,35
2020-02-18,20,135
2020-02-18,21,57
2020-02-18,22,101
2020-02-18,23,8
2020-02-19,1,17
2020-02-19,2,68
2020-02-19,5,95
2020-02-19,6,20
2020-02-19,7,102
2020-02-19,8,90
2020-02-19,9,115
2020-02-19,10,50
2020-02-19,11,108
2020-02-19,12,42
2020-02-19,13,90
2020-02-19,14,101
2020-02-19,15,27
2020-02-19,16,44
2020-02-19,17,60
2020-02-19,18,106
2020-02-19,19,82
2020-02-19,20,105
2020-02-19,21,45
2020-02-19,22,57
2020-02-19,23,91
2020-02-20,0,39
2020-02-20,1,84
2020-02-20,2,65
2020-02-20,3,79
2020-02-20,7,12
2020-02-20,8,56
2020-02-20,9,41
2020-02-20,10,92
2020-02-20,11,66
2020-02-20,12,34
2020-02-20,13,107
2020-02-20,14,94
2020-02-20,15,73
2020-02-20,16,51
2020-02-20,17,122
2020-02-20,18,121
2020-02-20,19,59
2020-02-20,20,46
2020-02-20,21,104
2020-02-20,22,88
2020-02-20,23,48
2020-02-21,0,32
2020-02-21,2,26
2020-02-21,3,79
2020-02-21,4,6
2020-02-21,6,32
2020-02-21,7,100
2020-02-21,8,92
2020-02-21,9,36
2020-02-21,10,59
2020-02-21,11,75
2020-02-21,12,129
2020-02-21,13,81
2020-02-21,14,50
2020-02-21,15,83
2020-02-21,16,58
2020-02-21,17,75
2020-02-21,18,61
2020-02-21,19,116
2020-02-21,20,44
2020-02-21,21,24
2020-02-21,22,62
2020-02-21,23,58
2020-02-22,0,76
2020-02-22,1,93
2020-02-22,2,108
2020-02-22,4,31
2020-02-22,7,48
2020-02-22,8,50
2020-02-22,9,104
2020-02-22,10,146
2020-02-22,11,153
2020-02-22,12,166
2020-02-22,13,124
2020-02-22,14,84
2020-02-22,15,144
2020-02-22,16,145
2020-02-22,17,86
2020-02-22,18,131
2020-02-22,19,76
2020-02-22,20,110
2020-02-22,21,52
2020-02-22,22,108
2020-02-22,23,23
2020-02-23,0,10
2020-02-23,1,75
2020-02-23,2,87
2020-02-23,3,23
2020-02-23,6,20
2020-02-23,7,8
2020-02-23,8,69
2020-02-23,9,124
2020-02-23,10,96
2020-02-23,11,93
2020-02-23,12,99
2020-02-23,13,91
2020-02-23,14,87
2020-02-23,15,77
2020-02-23,16,151
2020-02-23,17,130
2020-02-23,18,65
2020-02-23,19,89
2020-02-23,20,46
2020-02-23,21,24
2020-02-23,22,37
2020-02-23,23,107
2020-02-24,0,8
2020-02-24,6,83
2020-02-24,7,26
2020-02-24,8,86
2020-02-24,9,57
2020-02-24,10,62
2020-02-24,11,65
2020-02-24,12,64
2020-02-24,13,50
2020-02-24,14,66
2020-02-24,15,51
2020-02-24,16,40
2020-02-24,17,123
2020-02-24,18,129
2020-02-24,19,121
2020-02-24,20,49
2020-02-24,21,20
2020-02-24,22,50
2020-02-24,23,105
2020-02-25,0,51
2020-02-25,1,35
2020-02-25,5,6
2020-02-25,6,26
2020-02-25,7,7
2020-02-25,8,35
2020-02-25,9,33
2020-02-25,10,43
2020-02-25,11,81
2020-02-25,12,43
2020-02-25,13,29
2020-02-25,14,86
2020-02-25,15,35
2020-02-25,16,65
2020-02-25,17,69
2020-02-25,18,59
2020-02-25,19,56
2020-02-25,20,85
2020-02-25,21,85
2020-02-25,22,13
2020-02-25,23,100
2020-02-26,0,44
2020-02-26,1,8
2020-02-26,5,37
2020-02-26,6,36
2020-02-26,7,38
2020-02-26,8,99
2020-02-26,9,55
2020-02-26,10,73
2020-02-26,11,99
2020-02-26,12,109
2020-02-26,13,123
2020-02-26,14,76
2020-02-26,15,71
2020-02-26,16,96
2020-02-26,17,42
2020-02-26,18,103
2020-02-26,19,87
2020-02-26,20,46
2020-02-26,21,23
2020-02-26,22,88
2020-02-26,23,89
2020-02-27,0,38
2020-02-27,1,22
2020-02-27,2,69
2020-02-27,6,25
2020-02-27,7,21
2020-02-27,8,112
2020-02-27,9,73
2020-02-27,10,55
2020-02-27,11,29
2020-02-27,12,87
2020-02-27,13,44
2020-02-27,14,91
2020-02-27,15,120
2020-02-27,16,81
2020-02-27,17,92
2020-02-27,18,77
2020-02-27,19,119
2020-02-27,20,70
2020-02-27,21,26
2020-02-27,22,115
2020-02-27,23,32
2020-02-28,0,93
2020-02-28,1,39
2020-02-28,2,76
2020-02-28,3,86
2020-02-28,5,16
2020-02-28,6,81
2020-02-28,7,47
2020-02-28,8,69
2020-02-28,9,22
2020-02-28,10,97
2020-02-28,11,85
2020-02-28,12,62
2020-02-28,13,192
2020-02-28,14,146
2020-02-28,15,174
2020-02-28,16,93
2020-02-28,17,117
2020-02-28,18,130
2020-02-28,19,104
2020-02-28,20,121
2020-02-28,21,101
2020-02-28,22,79
2020-02-28,23,83
2020-02-29,0,83
2020-02-29,1,78
2020-02-29,2,102
2020-02-29,4,74
2020-02-29,7,26
2020-02-29,8,68
2020-02-29,9,45
2020-02-29,10,56
2020-02-29,11,170
2020-02-29,12,123
2020-02-29,13,205
2020-02-29,14,167
2020-02-29,15,167
2020-02-29,16,130
2020-02-29,17,193
2020-02-29,18,140
2020-02-29,19,197
2020-02-29,20,99
2020-02-29,21,106
2020-02-29,22,129
2020-02-29,23,22
2020-03-01,0,93
2020-03-01,1,65
2020-03-01,2,59
2020-03-01,5,70
2020-03-01,6,35
2020-03-01,7,79
2020-03-01,8,49
2020-03-01,9,131
2020-03-01,10,61
2020-03-01,11,92
2020-03-01,12,135
2020-03-01,13,117
2020-03-01,14,113
2020-03-01,15,157
2020-03-01,16,153
2020-03-01,17,119
2020-03-01,18,125
2020-03-01,19,65
2020-03-01,20,151
2020-03-01,21,97
2020-03-01,22,100
2020-03-01,23,57
2020-03-02,0,96
2020-03-02,1,57
2020-03-02,2,33
2020-03-02,6,16
2020-03-02,7,106
2020-03-02,8,68
2020-03-02,9,113
2020-03-02,10,77
2020-03-02,11,92
2020-03-02,12,55
2020-03-02,13,142
2020-03-02,14,126
2020-03-02,15,81
2020-03-02,16,79
2020-03-02,17,128
2020-03-02,18,65
2020-03-02,19,82
2020-03-02,20,133
2020-03-02,21,117
2020-03-02,22,51
2020-03-02,23,56
2020-03-03,0,17
2020-03-03,1,50
2020-03-03,4,8
2020-03-03,6,89
2020-03-03,7,84
2020-03-03,8,93
2020-03-03,9,116
2020-03-03,10,58
2020-03-03,11,77
2020-03-03,12,79
2020-03-03,13,76
2020-03-03,14,34
2020-03-03,15,113
2020-03-03,16,113
2020-03-03,17,74
2020-03-03,18,65
2020-03-03,19,64
2020-03-03,20,64
2020-03-03,21,87
2020-03-03,22,16
2020-03-03,23,17
2020-03-04,2,39
2020-03-04,4,100
2020-03-04,5,87
2020-03-04,6,91
2020-03-04,7,23
2020-03-04,8,92
2020-03-04,9,98
2020-03-04,10,35
2020-03-04,11,39
2020-03-04,12,68
2020-03-04,13,60
2020-03-04,14,88
2020-03-04,15,18
2020-03-04,16,112
2020-03-04,17,57
2020-03-04,18,132
2020-03-04,19,58
2020-03-04,20,84
2020-03-04,21,63
2020-03-04,22,94
2020-03-04,23,96
2020-03-05,0,96
2020-03-05,5,23
2020-03-05,6,97
2020-03-05,7,35
2020-03-05,8,104
2020-03-05,9,65
2020-03-05,10,76
2020-03-05,11,109
2020-03-05,12,95
2020-03-05,13,73
2020-03-05,14,64
2020-03-05,15,98
2020-03-05,16,95
2020-03-05,17,101
2020-03-05,18,66
2020-03-05,19,82
2020-03-05,20,129
2020-03-05,21,88
2020-03-05,22,97
2020-03-05,23,87
2020-03-06,0,62
2020-03-06,1,15
2020-03-06,3,46
2020-03-06,6,97
2020-03-06,7,38
2020-03-06,8,70
2020-03-06,9,74
2020-03-06,10,31
2020-03-06,11,126
2020-03-06,12,126
2020-03-06,13,90
2020-03-06,14,61
2020-03-06,15,82
2020-03-06,16,86
2020-03-06,17,128
2020-03-06,18,98
2020-03-06,19,72
2020-03-06,20,144
2020-03-06,21,28
2020-03-06,22,79
2020-03-06,23,79
2020-03-07,0,59
2020-03-07,1,69
2020-03-07,2,73
2020-03-07,3,24
2020-03-07,4,93
2020-03-07,6,90
2020-03-07,7,15
2020-03-07,8,33
2020-03-07,9,120
2020-03-07,10,70
2020-03-07,11,29
2020-03-07,12,128
2020-03-07,13,129
2020-03-07,14,126
2020-03-07,15,150
2020-03-07,16,83
2020-03-07,17,98
2020-03-07,18,141
2020-03-07,19,93
2020-03-07,20,68
2020-03-07,21,49
2020-03-07,22,52
2020-03-07,23,75
2020-03-08,0,22
2020-03-08,1,18
2020-03-08,2,26
2020-03-08,3,29
2020-03-08,4,46
2020-03-08,5,42
2020-03-08,7,58
2020-03-08,8,55
2020-03-08,9,29
2020-03-08,10,74
2020-03-08,11,150
2020-03-08,12,132
2020-03-08,13,119
2020-03-08,14,133
2020-03-08,15,96
2020-03-08,16,143
2020-03-08,17,109
2020-03-08,18,48
2020-03-08,19,119
2020-03-08,20,42
2020-03-08,21,123
2020-03-08,22,62
2020-03-08,23,92
2020-03-09,0,19
2020-03-09,1,21
2020-03-09,3,21
2020-03-09,5,72
2020-03-09,6,84
2020-03-09,7,70
2020-03-09,8,57
2020-03-09,9,57
2020-03-09,10,43
2020-03-09,11,40
2020-03-09,12,121
2020-03-09,13,87
2020-03-09,14,96
2020-03-09,15,64
2020-03-09,16,96
2020-03-09,17,31
2020-03-09,18,99
2020-03-09,19,80
2020-03-09,20,97
2020-03-09,21,108
2020-03-09,22,52
2020-03-09,23,22
2020-03-10,0,76
2020-03-10,1,60
2020-03-10,3,12
2020-03-10,5,37
2020-03-10,6,20
2020-03-10,7,94
2020-03-10,8,58
2020-03-10,9,93
2020-03-10,10,30
2020-03-10,11,124
2020-03-10,12,96
2020-03-10,13,106
2020-03-10,14,111
2020-03-10,15,29
2020-03-10,16,78
2020-03-10,17,130
2020-03-10,18,102
2020-03-10,19,92
2020-03-10,20,40
2020-03-10,21,34
2020-03-10,22,55
2020-03-10,23,31
2020-03-11,0,60
2020-03-11,2,29
2020-03-11,3,99
2020-03-11,5,84
2020-03-11,6,43
2020-03-11,7,103
2020-03-11,8,116
2020-03-11,9,85
2020-03-11,10,33
2020-03-11,11,98
2020-03-11,12,39
2020-03-11,13,58
2020-03-11,14,40
2020-03-11,15,94
2020-03-11,16,58
2020-03-11,17,93
2020-03-11,18,124
2020-03-11,19,114
2020-03-11,20,72
2020-03-11,21,87
2020-03-11,22,43
2020-03-11,23,101
2020-03-12,0,54
2020-03-12,1,77
2020-03-12,2,84
2020-03-12,3,39
2020-03-12,5,28
2020-03-12,6,33
2020-03-12,7,75
2020-03-12,8,50
2020-03-12,9,77
2020-03-12,10,87
2020-03-12,11,46
2020-03-12,12,116
2020-03-12,13,109
2020-03-12,14,60
2020-03-12,15,97
2020-03-12,16,103
2020-03-12,17,135
2020-03-12,18,145
2020-03-12,19,64
2020-03-12,20,70
2020-03-12,21,116
2020-03-12,22,106
2020-03-12,23,47
2020-03-13,0,19
2020-03-13,1,48
2020-03-13,2,7
2020-03-13,3,12
2020-03-13,4,79
2020-03-13,5,21
2020-03-13,6,9
2020-03-13,7,20
2020-03-13,8,40
2020-03-13,9,93
2020-03-13,10,95
2020-03-13,11,141
2020-03-13,12,124
2020-03-13,13,65
2020-03-13,14,66
2020-03-13,15,57
2020-03-13,16,95
2020-03-13,17,139
2020-03-13,18,135
2020-03-13,19,88
2020-03-13,20,49
2020-03-13,21,122
2020-03-13,22,87
2020-03-13,23,48
2020-03-14,0,35
2020-03-14,1,37
2020-03-14,2,41
2020-03-14,3,88
2020-03-14,4,35
2020-03-14,6,68
2020-03-14,7,68
2020-03-14,8,26
2020-03-14,9,60
2020-03-14,10,115
2020-03-14,11,94
2020-03-14,12,127
2020-03-14,13,91
2020-03-14,14,73
2020-03-14,15,150
2020-03-14,16,160
2020-03-14,17,105
2020-03-14,18,112
2020-03-14,19,147
2020-03-14,20,120
2020-03-14,21,70
2020-03-14,22,50
2020-03-14,23,46
2020-03-15,0,48
2020-03-15,1,70
2020-03-15,2,26
2020-03-15,3,2
2020-03-15,5,21
2020-03-15,6,38
2020-03-15,7,46
2020-03-15,8,43
2020-03-15,9,54
2020-03-15,10,42
2020-03-15,11,138
2020-03-15,12,146
2020-03-15,13,92
2020-03-15,14,114
2020-03-15,15,85
2020-03-15,16,86
2020-03-15,17,78
2020-03-15,18,58
2020-03-15,19,45
2020-03-15,20,47
2020-03-15,21,39
2020-03-15,22,94
2020-03-15,23,28
2020-03-16,0,13
2020-03-16,1,49
2020-03-16,2,99
2020-03-16,5,93
2020-03-16,6,88
2020-03-16,7,72
2020-03-16,8,52
2020-03-16,9,124
2020-03-16,10,83
2020-03-16,11,21
2020-03-16,12,96
2020-03-16,13,34
2020-03-16,14,54
2020-03-16,15,128
2020-03-16,16,48
2020-03-16,17,38
2020-03-16,18,115
2020-03-16,19,103
2020-03-16,20,81
2020-03-16,21,46
2020-03-16,22,39
2020-03-16,23,107
2020-03-17,0,58
2020-03-17,5,66
2020-03-17,6,85
2020-03-17,7,76
2020-03-17,8,91
2020-03-17,9,18
2020-03-17,10,93
2020-03-17,11,46
2020-03-17,12,89
2020-03-17,13,19
2020-03-17,14,105
2020-03-17,15,62
2020-03-17,16,25
2020-03-17,17,88
2020-03-17,18,127
2020-03-17,19,39
2020-03-17,20,113
2020-03-17,21,29
2020-03-17,22,77
2020-03-17,23,30
2020-03-18,0,101
2020-03-18,1,58
2020-03-18,4,32
2020-03-18,7,22
2020-03-18,8,93
2020-03-18,9,28
2020-03-18,10,32
2020-03-18,11,95
2020-03-18,12,72
2020-03-18,13,43
2020-03-18,14,80
2020-03-18,15,90
2020-03-18,16,59
2020-03-18,17,82
2020-03-18,18,117
2020-03-18,19,85
2020-03-18,20,145
2020-03-18,21,48
2020-03-18,22,107
2020-03-18,23,85
2020-03-19,0,89
2020-03-19,2,16
2020-03-19,6,56
2020-03-19,7,73
2020-03-19,8,70
2020-03-19,9,53
2020-03-19,10,77
2020-03-19,11,127
2020-03-19,12,21
2020-03-19,13,93
2020-03-19,14,85
2020-03-19,15,38
2020-03-19,16,47
2020-03-19,17,64
2020-03-19,18,39
2020-03-19,19,114
2020-03-19,20,38
2020-03-19,21,100
2020-03-19,22,76
2020-03-19,23,61
2020-03-20,0,99
2020-03-20,1,81
2020-03-20,2,32
2020-03-20,4,28
2020-03-20,5,17
2020-03-20,6,28
2020-03-20,7,27
2020-03-20,8,88
2020-03-20,9,112
2020-03-20,10,77
2020-03-20,11,42
2020-03-20,12,151
2020-03-20,13,117
2020-03-20,14,108
2020-03-20,15,74
2020-03-20,16,119
2020-03-20,17,94
2020-03-20,18,33
2020-03-20,19,85
2020-03-20,20,65
2020-03-20,21,56
2020-03-20,22,90
2020-03-20,23,106
2020-03-21,0,98
2020-03-21,1,106
2020-03-21,2,84
2020-03-21,3,101
2020-03-21,4,40
2020-03-21,5,23
2020-03-21,6,45
2020-03-21,7,69
2020-03-21,8,28
2020-03-21,9,100
2020-03-21,10,133
2020-03-21,11,128
2020-03-21,12,151
2020-03-21,13,112
2020-03-21,14,114
2020-03-21,15,68
2020-03-21,16,130
2020-03-21,17,108
2020-03-21,18,139
2020-03-21,19,61
2020-03-21,20,120
2020-03-21,21,71
2020-03-21,22,68
2020-03-21,23,120
2020-03-22,0,108
2020-03-22,1,48
2020-03-22,2,18
2020-03-22,3,81
2020-03-22,4,64
2020-03-22,5,77
2020-03-22,6,9
2020-03-22,7,59
2020-03-22,8,47
2020-03-22,9,83
2020-03-22,10,124
2020-03-22,11,118
2020-03-22,12,109
2020-03-22,13,144
2020-03-22,14,100
2020-03-22,15,53
2020-03-22,16,47
2020-03-22,17,86
2020-03-22,18,31
2020-03-22,19,51
2020-03-22,20,40
2020-03-22,21,71
2020-03-22,22,98
2020-03-22,23,94
2020-03-23,1,14
2020-03-23,4,70
2020-03-23,5,101
2020-03-23,6,16
2020-03-23,7,82
2020-03-23,8,62
2020-03-23,9,112
2020-03-23,10,79
2020-03-23,11,91
2020-03-23,12,114
2020-03-23,13,118
2020-03-23,14,46
2020-03-23,15,16
2020-03-23,16,41
2020-03-23,17,112
2020-03-23,18,95
2020-03-23,19,95
2020-03-23,20,101
2020-03-23,21,77
2020-03-23,22,58
2020-03-23,23,53
2020-03-24,1,41
2020-03-24,4,70
2020-03-24,6,93
2020-03-24,7,95
2020-03-24,8,111
2020-03-24,9,94
2020-03-24,10,80
2020-03-24,11,25
2020-03-24,12,28
2020-03-24,13,68
2020-03-24,14,70
2020-03-24,15,52
2020-03-24,16,85
2020-03-24,17,112
2020-03-24,18,83
2020-03-24,19,37
2020-03-24,20,80
2020-03-24,21,59
