Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
2019-01-28 17:00:00,3.1,74,-3.2,7.22,10.84,318,318,14.2,0.7363
2019-01-28 18:00:00,2.5,69,-5.4,10.84,15.35,312,313,12.4,0.7742
2019-01-28 19:00:00,0.6,72,-6.4,9.4,14.01,308,309,15.6,0.7676
2019-01-28 20:00:00,1.4,70,-6.2,10.92,15.85,311,312,15.4,0.761
2019-01-28 21:00:00,0.1,68,-7.8,10.76,15.59,317,319,16.2,0.7544
2019-01-28 22:00:00,-1.4,70,-8.8,10.46,15.2,322,323,15.5,0.7478
2019-01-28 23:00:00,-2.4,69,-9.9,11.07,15.84,325,326,15.8,0.7413
2019-01-29 00:00:00,-4.2,68,-12,10.92,15.54,323,324,16.4,0.7347
2019-01-29 01:00:00,-5.9,70,-13.1,10.29,14.7,326,327,15.8,0.7281
2019-01-29 02:00:00,-7.2,63,-16.5,11.5,16.02,335,335,16.3,0.7215
2019-01-29 03:00:00,-9.3,62,-18.7,10.91,15.5,328,330,16.9,0.7149
2019-01-29 04:00:00,-11.1,66,-19.3,9.95,14.32,330,332,15.7,0.7083
2019-01-29 05:00:00,-12.3,62,-21.5,9.9,14.41,330,332,14.3,0.7077
2019-01-29 06:00:00,-16,66,-24.1,9.73,14.2,326,328,14.5,0.7131
2019-01-29 07:00:00,-17,66,-25.1,9.99,14.41,327,329,14.5,0.7185
2019-01-29 08:00:00,-17.9,68,-25.3,9.82,14.15,327,328,14.4,0.7239
2019-01-29 09:00:00,-18.1,68,-25.4,9.93,14.23,326,327,14.3,0.7293
2019-01-29 10:00:00,-17.9,68,-25.3,10.21,14.32,327,328,14.9,0.7347
2019-01-29 11:00:00,-17.9,61,-27.4,11.37,15.27,331,331,16.3,0.7401
2019-01-29 12:00:00,-18.4,57,-29,12.35,15.98,331,331,18,0.7363
2019-01-29 13:00:00,-18.7,57,-29.4,12.53,15.98,331,331,18.4,0.7233
2019-01-29 14:00:00,-18.8,52,-31.1,12.48,15.93,332,332,18.3,0.7104
2019-01-29 15:00:00,-19.1,52,-31.4,12.48,16.02,332,332,18.3,0.6974
2019-01-29 16:00:00,-19.7,55,-30.9,12.12,15.79,334,334,18.2,0.6844
2019-01-29 17:00:00,-20.7,57,-31.3,10.97,14.91,336,336,17.6,0.6715
2019-01-29 18:00:00,-24.2,66,-31.7,8.23,12.12,334,335,15.9,0.6389
2019-01-29 19:00:00,-25,66,-32.5,7.79,11.69,336,336,11.8,0.5866
2019-01-29 20:00:00,-25.6,68,-32.8,7.34,11.24,336,336,11.3,0.5344
2019-01-29 21:00:00,-26,70,-32.6,6.98,10.96,331,333,10.6,0.4821
2019-01-29 22:00:00,-26.1,71,-32.4,6.57,10.62,327,330,10,0.4299
2019-01-29 23:00:00,-26.5,72,-32.6,6.2,10.15,322,328,9.5,0.3776
2019-01-30 00:00:00,-26.9,72,-32.9,5.61,9.63,320,327,8.8,0.3254
2019-01-30 01:00:00,-27.8,73,-33.5,5.09,8.74,315,327,8,0.2731
2019-01-30 02:00:00,-28.6,74,-34.1,4.78,7.9,307,322,7.1,0.2209
2019-01-30 03:00:00,-29.4,74,-34.9,4.53,7.22,301,318,6.6,0.1686
2019-01-30 04:00:00,-30.1,74,-35.5,4.49,6.65,291,313,6.2,0.1164
2019-01-30 05:00:00,-30.5,74,-35.9,4.68,7,290,307,6.5,0.084
2019-01-30 06:00:00,-30.5,74,-35.9,4.52,7.11,295,309,6.5,0.0715
2019-01-30 07:00:00,-30.8,75,-36,4.39,6.88,294,311,6.3,0.059
2019-01-30 08:00:00,-31.2,75,-36.2,4.46,6.64,290,307,6.2,0.0465
2019-01-30 09:00:00,-30.5,75,-35.7,4.15,6.13,285,304,6.2,0.034
2019-01-30 10:00:00,-28.5,74,-34,3.63,5.41,278,298,5.8,0.0215
2019-01-30 11:00:00,-25.8,72,-31.8,2.94,4.36,280,302,5.2,0.009
2019-01-30 12:00:00,-23.3,71,-29.8,2.3,3.28,272,301,4.2,0.0025
2019-01-30 13:00:00,-21.8,70,-28.6,1.87,2.06,254,284,3.5,0.0021
2019-01-30 14:00:00,-20.9,70,-27.8,1.39,1.32,240,261,3.1,0.0016
2019-01-30 15:00:00,-21.1,71,-27.7,1.6,1.4,184,180,2.3,0.0011
2019-01-30 16:00:00,-22.6,72,-28.7,2.72,3.28,186,192,3.5,0.0007
2019-01-30 17:00:00,-25.5,74,-31,3.2,4.11,194,198,4,0.0002
2019-01-30 18:00:00,-25,76,-30.1,3.22,4.43,206,205,4.3,0.0099
2019-01-30 19:00:00,-25.1,76,-30.1,3.28,4.26,192,189,4.1,0.0298
2019-01-30 20:00:00,-23.6,75,-28.9,3.61,5.2,183,179,4.7,0.0496
2019-01-30 21:00:00,-22.3,74,-28,3.85,6.11,189,184,5.3,0.0694
2019-01-30 22:00:00,-22.5,73,-28.4,4.39,7.13,192,186,6.1,0.0893
2019-01-30 23:00:00,-23.3,73,-29,4.9,7.91,192,183,6.7,0.1091
2019-01-31 00:00:00,-22.9,72,-28.9,5.43,9.24,193,186,7.6,0.129
2019-01-31 01:00:00,-21.9,71,-28.4,5.46,9.69,194,188,7.7,0.1488
2019-01-31 02:00:00,-20.8,70,-27.7,5.54,9.81,187,182,7.8,0.1686
2019-01-31 03:00:00,-19.5,68,-26.7,5.5,9.82,178,176,7.9,0.1885
2019-01-31 04:00:00,-18.5,68,-25.8,5.59,9.9,170,172,7.9,0.2083
2019-01-31 05:00:00,-17.7,68,-25,5.88,10.31,162,166,8.5,0.2089
2019-01-31 06:00:00,-16.4,76,-21.7,5.44,10.19,160,164,8.5,0.1903
2019-01-31 07:00:00,-14.9,77,-20,5.33,9.84,157,163,8.1,0.1717
2019-01-31 08:00:00,-14.1,78,-18.9,5.24,9.33,156,163,8,0.1531
2019-01-31 09:00:00,-13,79,-17.6,5.2,8.92,157,162,7.9,0.1345
2019-01-31 10:00:00,-11.5,79,-16.1,5.35,8.64,159,164,8,0.1159
2019-01-31 11:00:00,-9.5,80,-14.1,5.22,7.77,163,168,8.2,0.0973
2019-01-31 12:00:00,-7.3,81,-11.7,6.2,8.26,159,163,9.3,0.0915
2019-01-31 13:00:00,-5.8,80,-10.3,5.5,7.16,161,165,9.3,0.0986
2019-01-31 14:00:00,-3.7,80,-8.2,4.93,6.31,174,177,8.3,0.1056
2019-01-31 15:00:00,-2.3,80,-6.9,4.44,5.61,172,176,7.5,0.1126
2019-01-31 16:00:00,-2.3,81,-6.7,3.61,5.32,166,176,6.7,0.1197
2019-01-31 17:00:00,-3.4,82,-7.6,3.76,5.7,163,178,5.2,0.1267
2019-01-31 18:00:00,-5.7,82,-9.8,3.55,5.5,170,182,5.2,0.1406
2019-01-31 19:00:00,-5.3,82,-9.4,3.6,5.71,182,191,5,0.1612
2019-01-31 20:00:00,-4.6,82,-8.8,3.96,6.04,196,207,5.5,0.1819
2019-01-31 21:00:00,-4,82,-8,3.85,5.67,205,221,5.6,0.2026
2019-01-31 22:00:00,-2.7,82,-6.8,3.85,5.47,205,220,5.4,0.2232
2019-01-31 23:00:00,-2,83,-6,4.02,5.52,199,212,5.4,0.2439
2019-02-01 00:00:00,1.2,82,-3,4.68,7.03,196,204,6.5,0.2645
2019-02-01 01:00:00,2.3,82,-1.8,4.46,7.33,200,206,6.7,0.2852
2019-02-01 02:00:00,3.6,83,-0.5,4.79,8.02,203,203,6.6,0.3059
2019-02-01 03:00:00,5.2,83,1.1,5.39,9.47,202,202,7.5,0.3265
2019-02-01 04:00:00,6.4,83,2.4,6.39,11.07,197,200,8.8,0.3472
2019-02-01 05:00:00,8.1,84,4.3,6.96,11.94,192,196,9.9,0.3848
2019-02-01 06:00:00,9.3,89,6.8,7.45,12.69,195,196,10.3,0.4395
2019-02-01 07:00:00,10.2,90,7.8,7.81,13.19,193,194,11.1,0.4941
2019-02-01 08:00:00,13.5,89,10.9,7.79,13.04,189,191,11.3,0.5488
2019-02-01 09:00:00,13.8,88,11,8.37,13.61,192,192,11.9,0.6034
2019-02-01 10:00:00,14.6,87,11.6,8.6,14.06,203,203,12.4,0.658
2019-02-01 11:00:00,17.7,84,13.7,9.11,14.56,211,212,13.2,0.7127
2019-02-01 12:00:00,21.1,81,16.2,9.43,14.86,221,223,13.5,0.7315
2019-02-01 13:00:00,25.1,78,19.1,9.69,15.35,225,227,14.1,0.7144
2019-02-01 14:00:00,27.6,77,21.3,9.65,15.12,236,237,14,0.6973
2019-02-01 15:00:00,28.4,77,22.2,9.49,14.95,246,248,13.8,0.6802
2019-02-01 16:00:00,29.7,77,23.2,9.11,14.63,251,255,13.6,0.6631
2019-02-01 17:00:00,30.7,77,24.2,8.67,14.08,253,259,13.1,0.646
2019-02-01 18:00:00,30.6,76,23.8,8.08,13.19,258,263,12.4,0.6139
2019-02-01 19:00:00,31.1,76,24.5,7.5,12.21,261,268,11.4,0.5666
2019-02-01 20:00:00,30.4,77,24,6.07,10.11,261,268,10.6,0.5193
2019-02-01 21:00:00,27.6,80,22.1,4.49,7.52,258,266,8.4,0.472
2019-02-01 22:00:00,25.8,81,20.8,4.12,6.22,264,275,6,0.4248
2019-02-01 23:00:00,24.3,83,19.9,3.93,4.65,263,279,5.3,0.3775
2019-02-02 00:00:00,22.2,85,18.5,3.32,3.47,286,311,5.1,0.3302
2019-02-02 01:00:00,21.8,89,19.1,4.46,5.63,9,20,5.7,0.283
2019-02-02 02:00:00,16.5,97,15.9,5.31,7.31,20,30,7.4,0.2357
2019-02-02 03:00:00,13.7,98,13.3,5.68,8.16,28,36,8.4,0.1884
2019-02-02 04:00:00,11.8,96,10.8,6.24,8.39,35,39,9,0.1411
2019-02-02 05:00:00,10.5,92,8.7,6.52,8.28,41,43,9.7,0.1102
2019-02-02 06:00:00,7.9,94,6.5,6.31,7.99,41,43,9.6,0.0956
2019-02-02 07:00:00,6.8,91,4.6,5.66,7.37,45,48,9.3,0.081
2019-02-02 08:00:00,6.3,91,4.1,4.11,5.82,64,71,8.9,0.0664
2019-02-02 09:00:00,7,90,4.6,3.31,6.74,115,105,10.3,0.0518
2019-02-02 10:00:00,9.1,88,6.3,4.75,8.2,68,74,8.5,0.0372
2019-02-02 11:00:00,10.9,87,7.8,3.76,5.84,65,83,7.3,0.0226
2019-02-02 12:00:00,12.3,87,9.1,2.71,5.51,94,102,7.3,0.0297
2019-02-02 13:00:00,14.1,86,10.8,2.8,4.85,90,98,6,0.0587
2019-02-02 14:00:00,15.4,86,12,1.71,2.94,83,100,4.7,0.0876
2019-02-02 15:00:00,16.3,87,13.2,2.06,3.68,129,135,3.5,0.1166
2019-02-02 16:00:00,16.7,88,13.8,0.71,2.19,98,137,3.5,0.1456
2019-02-02 17:00:00,14.2,91,12,2.15,2.6,68,113,2.7,0.1745
2019-02-02 18:00:00,14.3,88,11.4,1.12,0.94,350,238,3.5,0.2035
2019-02-02 19:00:00,14,89,11.4,0.5,1.26,37,198,3,0.2324
2019-02-02 20:00:00,11.4,90,9.1,1.8,2.39,273,213,2.4,0.2614
2019-02-02 21:00:00,13.4,88,10.6,3.42,4.39,255,223,5.9,0.2903
2019-02-02 22:00:00,14.5,87,11.5,4.24,5.16,304,292,5.8,0.3193
2019-02-02 23:00:00,14.2,87,11,4.53,6.71,329,335,6,0.3482
2019-02-03 00:00:00,13.9,88,11,4.46,7.79,340,347,6.4,0.3772
2019-02-03 01:00:00,13.2,88,10.3,5.04,8.51,353,357,6.9,0.4062
2019-02-03 02:00:00,11.8,89,9.1,5.4,9.01,1,3,7.5,0.4351
2019-02-03 03:00:00,10.9,88,8.1,6.8,10.8,358,1,9.8,0.4641
2019-02-03 04:00:00,10,87,6.9,8.51,12.81,2,3,11.7,0.493
2019-02-03 05:00:00,8.9,87,5.7,7.53,12.21,5,8,12.5,0.508
2019-02-03 06:00:00,6.6,83,2.5,7.59,13.1,13,16,11.9,0.5091
2019-02-03 07:00:00,4.8,83,0.9,8.6,13.57,18,19,13.1,0.5102
2019-02-03 08:00:00,4.1,84,0.2,7.56,11.68,18,21,12.5,0.5112
2019-02-03 09:00:00,4,82,-0.2,7.98,11.69,22,24,12.2,0.5123
2019-02-03 10:00:00,4.3,80,-0.4,7.47,10.2,25,26,11.8,0.5134
2019-02-03 11:00:00,4.2,80,-0.7,7.58,9.57,31,32,11.7,0.5145
2019-02-03 12:00:00,4.2,78,-1,7.47,9.35,28,29,11.1,0.5206
2019-02-03 13:00:00,3.7,78,-1.6,7.59,9.6,13,14,11.9,0.5319
2019-02-03 14:00:00,4,78,-1.2,8.22,10.18,10,11,11.7,0.5431
2019-02-03 15:00:00,3.4,80,-1.5,8.45,10.91,17,18,13.1,0.5544
2019-02-03 16:00:00,2.9,81,-1.6,8.52,10.94,22,23,12.5,0.5656
2019-02-03 17:00:00,2.7,82,-1.7,9.44,12.3,27,28,13.9,0.5769
2019-02-03 18:00:00,-1.6,79,-6.5,11.42,13.67,4,6,14.3,0.5855
2019-02-03 19:00:00,-2.2,81,-6.7,8.93,14.12,13,12,16.9,0.5916
2019-02-03 20:00:00,-1.9,79,-7,4.22,9,31,30,15.2,0.5976
2019-02-03 21:00:00,-2.3,78,-7.4,5.81,8.88,4,12,11.3,0.6037
2019-02-03 22:00:00,-3.6,78,-8.9,6.64,8.91,354,357,10.8,0.6097
2019-02-03 23:00:00,-4.4,77,-9.8,6.82,8.95,338,342,10.8,0.6158
2019-02-04 00:00:00,-4.5,76,-10.2,9.13,11.99,331,332,12.4,0.6218
2019-02-04 01:00:00,-5.6,76,-11.2,8.63,11.82,335,336,14,0.6278
2019-02-04 02:00:00,-6.1,75,-11.8,9.94,13.13,336,337,14.8,0.6339
2019-02-04 03:00:00,-6.6,75,-12.4,9.57,12.66,333,334,14.6,0.6399
2019-02-04 04:00:00,-7.7,75,-13.5,8.99,12.52,333,334,14,0.646
2019-02-04 05:00:00,-9.4,77,-14.7,9.06,12.88,338,340,13.1,0.6457
2019-02-04 06:00:00,-11.7,73,-17.9,7.79,11.4,331,333,13.6,0.6391
2019-02-04 07:00:00,-11.5,72,-17.9,9.36,12.57,323,325,16,0.6326
2019-02-04 08:00:00,-11.2,72,-17.8,10.6,14.04,324,324,15.1,0.626
2019-02-04 09:00:00,-11.2,72,-17.6,9.12,13.32,322,324,15.3,0.6194
2019-02-04 10:00:00,-10.7,71,-17.5,8.3,11.73,324,326,13.9,0.6129
2019-02-04 11:00:00,-10.4,70,-17.5,9.21,11.84,326,327,13.7,0.6063
2019-02-04 12:00:00,-9.8,70,-17,8.96,11.46,327,328,13.5,0.5748
2019-02-04 13:00:00,-9.1,68,-16.9,9.48,12.03,334,334,13.9,0.5185
2019-02-04 14:00:00,-8.8,68,-16.5,9.05,11.67,340,340,14.1,0.4622
2019-02-04 15:00:00,-8.6,68,-16.4,7.62,9.86,337,337,13.2,0.4058
2019-02-04 16:00:00,-9,70,-16.1,7.02,9.26,334,335,11.2,0.3495
2019-02-04 17:00:00,-10,73,-16.3,6.04,8.85,331,333,10.2,0.2932
2019-02-04 18:00:00,-10.7,75,-16.4,5.2,8.1,337,342,8.7,0.2573
2019-02-04 19:00:00,-11.3,77,-16.6,4.88,7.97,334,342,7.5,0.2418
2019-02-04 20:00:00,-11.3,77,-16.5,4.85,7.79,338,347,7.1,0.2264
2019-02-04 21:00:00,-11.5,77,-16.6,6.12,9.5,355,359,8.4,0.2109
2019-02-04 22:00:00,-10.9,78,-15.9,6.68,10.3,9,11,10,0.1955
2019-02-04 23:00:00,-10.6,78,-15.6,6.58,10.1,9,11,9.7,0.18
2019-02-05 00:00:00,-10.6,77,-15.8,4.84,7.1,7,10,9.6,0.1645
2019-02-05 01:00:00,-9.9,76,-15.5,4.18,5.38,17,18,7.2,0.1491
2019-02-05 02:00:00,-10.1,77,-15.4,3.91,4.91,32,33,7,0.1336
2019-02-05 03:00:00,-10,78,-15.1,4.14,5.04,37,39,7.5,0.1182
2019-02-05 04:00:00,-9.9,78,-14.9,2.66,3.81,56,60,8.3,0.1027
2019-02-05 05:00:00,-9.3,78,-14.3,2.83,4.16,82,80,8.2,0.0882
2019-02-05 06:00:00,-10.4,77,-15.7,4.5,5.25,37,40,6.2,0.0746
2019-02-05 07:00:00,-9.8,76,-15.2,3.82,4.32,45,48,6.9,0.0611
2019-02-05 08:00:00,-9.4,77,-14.7,3.35,4.08,73,79,6,0.0475
2019-02-05 09:00:00,-8.9,77,-14.1,4.03,4.82,83,85,6.3,0.0339
2019-02-05 10:00:00,-8,77,-13.3,4.22,4.9,76,78,6.9,0.0204
2019-02-05 11:00:00,-7.3,77,-12.5,4.27,4.96,69,71,6.8,0.0068
2019-02-05 12:00:00,-6.5,77,-11.7,4.19,4.85,57,58,6.8,0.0042
2019-02-05 13:00:00,-5.9,78,-11,4.46,5.09,44,45,7,0.0125
2019-02-05 14:00:00,-5.2,78,-10.2,4.17,4.67,44,45,7.1,0.0208
2019-02-05 15:00:00,-4.8,79,-9.8,4.62,5.42,51,52,7.7,0.0292
2019-02-05 16:00:00,-4.8,79,-9.6,4.74,5.69,55,56,8,0.0375
2019-02-05 17:00:00,-4.7,80,-9.3,4.7,5.58,52,54,7.8,0.0458
2019-02-05 18:00:00,-6.2,78,-11.2,4.04,4.68,48,48,8.1,0.0511
2019-02-05 19:00:00,-6.1,78,-11,3.76,4.33,40,40,6.6,0.0534
2019-02-05 20:00:00,-5.7,79,-10.7,3.81,4.39,23,24,6.5,0.0557
2019-02-05 21:00:00,-5.6,79,-10.6,5.22,6.28,36,37,7.3,0.058
2019-02-05 22:00:00,-5.4,78,-10.5,3.45,4.08,30,31,7.8,0.0602
2019-02-05 23:00:00,-5.3,78,-10.5,3.04,3.45,9,10,5.5,0.0625
2019-02-06 00:00:00,-5.4,79,-10.3,3.79,4.39,12,12,5.8,0.0648
2019-02-06 01:00:00,-5.3,79,-10,4.12,4.93,6,6,6.1,0.067
2019-02-06 02:00:00,-5.1,79,-10,4.46,5.49,9,10,7,0.0693
2019-02-06 03:00:00,-5.1,79,-9.9,5.26,6.59,9,10,7.5,0.0716
2019-02-06 04:00:00,-5.4,79,-10.4,5.11,6.72,3,4,7.8,0.0739
2019-02-06 05:00:00,-5.2,79,-10.1,5.87,7.41,9,10,8.5,0.0809
2019-02-06 06:00:00,-5.3,79,-10,4.8,5.91,2,4,8.6,0.0927
2019-02-06 07:00:00,-4.9,81,-9.3,4.92,5.93,5,6,7.4,0.1045
2019-02-06 08:00:00,-4.4,80,-9.1,5.6,7,360,2,8.2,0.1162
2019-02-06 09:00:00,-4.1,78,-9.2,6.41,8.1,357,359,9.5,0.128
2019-02-06 10:00:00,-4.1,76,-9.7,5.9,7.4,1,2,9.7,0.1398
2019-02-06 11:00:00,-4.1,77,-9.4,5.62,6.92,355,356,8.8,0.1516
2019-02-06 12:00:00,-4,77,-9.5,6.26,7.67,352,353,9.1,0.176
2019-02-06 13:00:00,-4.1,78,-9.2,7.01,8.71,357,358,10.1,0.2131
2019-02-06 14:00:00,-3.5,74,-9.8,7.2,9,360,1,11.1,0.2502
2019-02-06 15:00:00,-3.3,78,-8.3,7.4,9.1,358,359,10.8,0.2873
2019-02-06 16:00:00,-3.2,77,-8.5,8.21,10.32,3,3,11.9,0.3244
2019-02-06 17:00:00,-4,77,-9.5,7.62,9.93,4,5,12,0.3615
2019-02-06 18:00:00,-4.9,78,-9.9,8.51,11.13,3,4,11.6,0.3941
2019-02-06 19:00:00,-5.3,80,-9.9,8.2,10.7,360,1,12.3,0.4223
2019-02-06 20:00:00,-5.6,76,-11.2,9.03,11.83,356,356,12.9,0.4505
2019-02-06 21:00:00,-6.3,77,-11.7,8.84,11.73,355,356,13.4,0.4786
2019-02-06 22:00:00,-6.7,78,-11.8,9.15,12.05,354,355,13.2,0.5068
2019-02-06 23:00:00,-7.1,78,-12.1,9.58,12.68,353,354,13.9,0.535
2019-02-07 00:00:00,-7.3,77,-12.5,9.31,12.4,351,353,14.1,0.5632
2019-02-07 01:00:00,-7.4,76,-12.9,8.19,10.73,342,344,13.5,0.5914
2019-02-07 02:00:00,-7.7,77,-13.1,9.68,12.91,346,347,14.4,0.6195
2019-02-07 03:00:00,-8,76,-13.5,9.53,12.96,347,348,14.2,0.6477
2019-02-07 04:00:00,-8.4,75,-14.1,9.53,12.88,345,346,14,0.6759
2019-02-07 05:00:00,-9.1,76,-14.5,9.75,13.27,345,346,14,0.6882
2019-02-07 06:00:00,-9.4,76,-15,9.62,13.27,343,345,14.6,0.6846
2019-02-07 07:00:00,-9.8,75,-15.5,10.45,14.27,338,340,15,0.6811
2019-02-07 08:00:00,-10.5,74,-16.4,10.69,14.81,334,336,15.5,0.6775
2019-02-07 09:00:00,-10.9,74,-17,10.89,14.89,337,338,15.8,0.6739
2019-02-07 10:00:00,-10.9,74,-16.9,11.45,15.21,334,335,16.6,0.6704
2019-02-07 11:00:00,-10.5,76,-16.1,11.94,15.52,334,334,17.4,0.6668
2019-02-07 12:00:00,-9.8,75,-15.4,11.85,15.3,335,335,17.5,0.665
2019-02-07 13:00:00,-9.2,72,-15.9,11.68,14.99,331,332,17.3,0.665
2019-02-07 14:00:00,-9.5,70,-16.6,11.95,15.31,326,327,17.4,0.665
2019-02-07 15:00:00,-10.1,71,-16.9,11.9,15.45,325,325,17.5,0.665
2019-02-07 16:00:00,-10.6,72,-17,11.42,15,323,323,17.4,0.665
2019-02-07 17:00:00,-11.2,73,-17.3,10.72,14.49,320,321,16.6,0.665
2019-02-07 18:00:00,-12,73,-18.1,10.62,15.23,317,318,15.6,0.6614
2019-02-07 19:00:00,-13.4,74,-19.4,11.17,15.84,315,317,16.2,0.6541
2019-02-07 20:00:00,-14.5,73,-20.6,11.03,15.84,314,315,16.2,0.6468
2019-02-07 21:00:00,-15.3,73,-21.4,10.62,15.42,312,314,16,0.6395
2019-02-07 22:00:00,-16.2,74,-22.2,9.98,14.85,313,315,15.3,0.6323
2019-02-07 23:00:00,-16.7,74,-22.6,9.71,14.57,311,314,14.4,0.625
2019-02-08 00:00:00,-17.2,73,-23.2,9.48,14.46,308,311,14,0.6177
2019-02-08 01:00:00,-18.1,73,-24.1,9.02,13.92,306,310,13.8,0.6105
2019-02-08 02:00:00,-18.9,73,-24.9,8.58,13.47,306,311,13,0.6032
2019-02-08 03:00:00,-19.6,73,-25.5,8.22,12.96,307,312,12.3,0.5959
2019-02-08 04:00:00,-20.2,73,-26,7.93,12.56,304,310,11.8,0.5886
2019-02-08 05:00:00,-20.8,74,-26.6,7.62,12.14,300,307,11.4,0.563
2019-02-08 06:00:00,-21.6,74,-27.2,7.16,11.26,298,308,11,0.5191
2019-02-08 07:00:00,-22.5,75,-27.9,6.99,10.96,294,304,10.3,0.4752
2019-02-08 08:00:00,-23.2,75,-28.7,6.77,10.44,289,300,10,0.4312
2019-02-08 09:00:00,-22.7,75,-28.2,6.48,9.98,287,299,9.6,0.3873
2019-02-08 10:00:00,-21.3,74,-26.9,5.91,9.28,289,300,9.3,0.3434
2019-02-08 11:00:00,-19.2,74,-25.1,5.11,8.14,293,307,8.5,0.2995
2019-02-08 12:00:00,-17.1,73,-23.2,4.43,6.86,298,314,7.4,0.2741
2019-02-08 13:00:00,-15.5,72,-22,3.62,5.3,294,314,6.6,0.2674
2019-02-08 14:00:00,-15.1,72,-21.5,2.8,3.42,270,291,5.4,0.2606
2019-02-08 15:00:00,-15.2,72,-21.5,2.51,2.45,265,282,4.3,0.2538
2019-02-08 16:00:00,-16.6,73,-22.6,2.26,1.06,283,311,3.6,0.2471
2019-02-08 17:00:00,-17.9,74,-23.7,1.5,1.06,307,49,3,0.2403
2019-02-08 18:00:00,-18.7,75,-24.2,2.45,3.5,78,90,1.9,0.2335
2019-02-08 19:00:00,-18,75,-23.4,2.91,3.91,94,103,3.6,0.2268
2019-02-08 20:00:00,-17.8,76,-23,2.77,4.14,103,110,3.7,0.22
2019-02-08 21:00:00,-17,76,-22.3,2.69,4.53,121,121,3.4,0.2132
2019-02-08 22:00:00,-16,76,-21.4,3.36,5.69,120,121,4.5,0.2065
2019-02-08 23:00:00,-15.7,76,-21,4.04,6.79,138,136,5.7,0.1997
2019-02-09 00:00:00,-15.6,75,-21.1,3.61,6.94,124,131,5.9,0.1929
2019-02-09 01:00:00,-15.7,75,-21.3,4.09,7.41,112,122,5.7,0.1862
2019-02-09 02:00:00,-15.3,75,-21,4.51,8.01,103,114,6.4,0.1794
2019-02-09 03:00:00,-15.1,75,-20.6,4.82,8.42,95,106,7,0.1726
2019-02-09 04:00:00,-14.8,75,-20.3,5,8.68,88,98,7.3,0.1659
2019-02-09 05:00:00,-15,75,-20.6,5.01,8.29,87,98,7.3,0.1763
2019-02-09 06:00:00,-13.7,79,-18.4,5.61,9.34,86,96,7.6,0.2039
2019-02-09 07:00:00,-12.9,79,-17.6,6.21,9.66,86,97,8.9,0.2314
2019-02-09 08:00:00,-12.5,79,-17.1,6.31,9.59,87,98,9.1,0.259
2019-02-09 09:00:00,-11.8,79,-16.5,5.8,9.54,88,100,9.1,0.2866
2019-02-09 10:00:00,-10.8,79,-15.4,6.31,9.95,93,103,9.2,0.3141
2019-02-09 11:00:00,-9,79,-13.9,6.62,9.99,94,104,9.7,0.3417
2019-02-09 12:00:00,-7.2,78,-12.4,6.65,9.36,97,104,9.9,0.338
2019-02-09 13:00:00,-6.1,76,-11.6,6.73,8.94,95,100,9.9,0.3029
2019-02-09 14:00:00,-5.7,76,-11.4,6.7,8.65,92,96,10,0.2678
2019-02-09 15:00:00,-5.9,76,-11.4,6.14,7.71,78,80,9.8,0.2327
2019-02-09 16:00:00,-6.3,78,-11.5,5.65,7.91,67,72,8.8,0.1976
2019-02-09 17:00:00,-7.3,78,-12.3,5.46,8.41,66,72,8,0.1625
2019-02-09 18:00:00,-8,80,-12.5,4.52,7.24,62,70,7.7,0.1392
2019-02-09 19:00:00,-8.8,81,-13.1,4.58,7.48,54,67,6.4,0.1276
2019-02-09 20:00:00,-9.1,81,-13.4,4.76,7.96,51,63,6.7,0.116
2019-02-09 21:00:00,-9.7,81,-14,4.48,7.75,51,66,6.7,0.1044
2019-02-09 22:00:00,-9.8,81,-14.2,4.34,7.41,52,69,6.3,0.0928
2019-02-09 23:00:00,-9.7,80,-14.1,5.04,8.27,39,55,7,0.0812
2019-02-10 00:00:00,-9.8,80,-14.3,5.25,8.62,40,52,7.3,0.0697
2019-02-10 01:00:00,-9.6,81,-13.8,5.25,8.46,40,51,7.6,0.0581
2019-02-10 02:00:00,-9.2,81,-13.4,5.23,8.44,45,54,8.1,0.0465
2019-02-10 03:00:00,-8.7,81,-13,4.39,7.21,43,56,7.5,0.0349
2019-02-10 04:00:00,-8.9,81,-13.1,5.28,8.43,37,48,8,0.0233
2019-02-10 05:00:00,-9,81,-13.2,5.42,8.5,38,48,7.7,0.0195
2019-02-10 06:00:00,-9.3,85,-12.6,4.97,7.76,40,52,8.1,0.0234
2019-02-10 07:00:00,-8.9,84,-12.3,5.56,8.27,38,45,8.1,0.0273
2019-02-10 08:00:00,-8.6,85,-11.8,5.1,7.4,28,38,8.1,0.0312
2019-02-10 09:00:00,-8,84,-11.6,5.07,7.36,22,31,7.8,0.0352
2019-02-10 10:00:00,-7.1,83,-10.7,5.22,6.92,32,37,7.5,0.0391
2019-02-10 11:00:00,-6.3,83,-10.2,5.61,7.22,40,43,9.2,0.043
2019-02-10 12:00:00,-5.2,83,-9,4.75,5.66,41,42,8.5,0.0444
2019-02-10 13:00:00,-3.8,82,-8,4.56,5.32,38,41,7.6,0.0431
2019-02-10 14:00:00,-3.4,81,-7.7,4.22,4.98,36,38,7.2,0.0419
2019-02-10 15:00:00,-2.9,82,-7.1,4.26,5.03,39,41,6.6,0.0406
