unique_id,ds,y
F-001,2023-06-01,4989.0
F-002,2023-06-01,1446.0
F-003,2023-06-01,1176.0
F-004,2023-06-01,1749.0
F-005,2023-06-01,1388.0
F-006,2023-06-01,1994.0
F-007,2023-06-01,1652.0
F-008,2023-06-01,1040.0
F-009,2023-06-01,752.0
F-010,2023-06-01,783.0
F-012,2023-06-01,1319.0
F-013,2023-06-01,660.0
F-014,2023-06-01,446.0
F-015,2023-06-01,916.0
F-016,2023-06-01,889.0
F-017,2023-06-01,798.0
F-018,2023-06-01,314.0
F-019,2023-06-01,0.0
F-020,2023-06-01,671.0
F-021,2023-06-01,722.0
F-022,2023-06-01,749.0
F-023,2023-06-01,1042.0
F-024,2023-06-01,836.0
F-025,2023-06-01,140.0
F-026,2023-06-01,449.0
F-027,2023-06-01,756.0
F-028,2023-06-01,412.0
F-029,2023-06-01,282.0
F-030,2023-06-01,740.0
F-031,2023-06-01,646.0
F-032,2023-06-01,730.0
F-033,2023-06-01,891.0
F-034,2023-06-01,356.0
F-035,2023-06-01,227.0
F-036,2023-06-01,0.0
F-037,2023-06-01,951.0
F-038,2023-06-01,715.0
F-039,2023-06-01,286.0
F-040,2023-06-01,869.0
F-041,2023-06-01,516.0
F-042,2023-06-01,234.0
F-043,2023-06-01,256.0
F-044,2023-06-01,539.0
F-045,2023-06-01,810.0
F-046,2023-06-01,675.0
F-047,2023-06-01,557.0
F-048,2023-06-01,755.0
F-049,2023-06-01,560.0
F-050,2023-06-01,90.0
F-051,2023-06-01,0.0
F-052,2023-06-01,398.0
F-053,2023-06-01,173.0
F-054,2023-06-01,457.0
F-055,2023-06-01,668.0
F-056,2023-06-01,1180.0
F-057,2023-06-01,503.0
F-058,2023-06-01,157.0
F-059,2023-06-01,231.0
F-060,2023-06-01,360.0
F-061,2023-06-01,626.0
F-062,2023-06-01,422.0
F-064,2023-06-01,540.0
F-065,2023-06-01,220.0
F-066,2023-06-01,389.0
F-067,2023-06-01,63.0
F-068,2023-06-01,90.0
F-069,2023-06-01,591.0
F-070,2023-06-01,165.0
F-071,2023-06-01,28.0
F-072,2023-06-01,765.0
F-073,2023-06-01,381.0
F-074,2023-06-01,425.0
F-075,2023-06-01,493.0
F-076,2023-06-01,0.0
F-077,2023-06-01,1103.0
F-078,2023-06-01,230.0
F-079,2023-06-01,389.0
F-080,2023-06-01,455.0
F-081,2023-06-01,449.0
F-082,2023-06-01,178.0
F-083,2023-06-01,255.0
F-084,2023-06-01,311.0
F-085,2023-06-01,447.0
F-087,2023-06-01,3.0
F-088,2023-06-01,440.0
F-089,2023-06-01,0.0
F-091,2023-06-01,332.0
F-092,2023-06-01,195.0
F-093,2023-06-01,192.0
F-094,2023-06-01,8.0
F-095,2023-06-01,491.0
F-096,2023-06-01,100.0
F-097,2023-06-01,0.0
F-098,2023-06-01,46.0
F-099,2023-06-01,418.0
F-100,2023-06-01,122.0
F-101,2023-06-01,111.0
F-102,2023-06-01,332.0
F-103,2023-06-01,301.0
F-104,2023-06-01,317.0
F-105,2023-06-01,857.0
F-106,2023-06-01,521.0
F-107,2023-06-01,30.0
F-108,2023-06-01,268.0
F-109,2023-06-01,251.0
F-110,2023-06-01,276.0
F-111,2023-06-01,266.0
F-112,2023-06-01,602.0
F-113,2023-06-01,308.0
F-114,2023-06-01,362.0
F-115,2023-06-01,290.0
F-116,2023-06-01,261.0
F-117,2023-06-01,601.0
F-118,2023-06-01,558.0
F-119,2023-06-01,264.0
F-120,2023-06-01,106.0
F-122,2023-06-01,134.0
F-123,2023-06-01,604.0
F-124,2023-06-01,785.0
F-125,2023-06-01,172.0
F-126,2023-06-01,136.0
F-127,2023-06-01,430.0
F-128,2023-06-01,181.0
F-129,2023-06-01,0.0
F-130,2023-06-01,357.0
F-131,2023-06-01,140.0
F-132,2023-06-01,464.0
F-133,2023-06-01,209.0
F-134,2023-06-01,180.0
F-135,2023-06-01,0.0
F-136,2023-06-01,146.0
F-137,2023-06-01,162.0
F-138,2023-06-01,297.0
F-139,2023-06-01,463.0
F-140,2023-06-01,448.0
F-141,2023-06-01,0.0
F-142,2023-06-01,0.0
F-143,2023-06-01,285.0
F-145,2023-06-01,0.0
F-146,2023-06-01,247.0
F-147,2023-06-01,551.0
F-148,2023-06-01,148.0
F-149,2023-06-01,300.0
F-150,2023-06-01,179.0
F-153,2023-06-01,67.0
F-154,2023-06-01,0.0
F-155,2023-06-01,0.0
F-156,2023-06-01,202.0
F-157,2023-06-01,238.0
F-158,2023-06-01,260.0
F-159,2023-06-01,267.0
F-160,2023-06-01,251.0
F-161,2023-06-01,107.0
F-162,2023-06-01,247.0
F-164,2023-06-01,48.0
F-165,2023-06-01,0.0
F-166,2023-06-01,236.0
F-167,2023-06-01,344.0
F-168,2023-06-01,0.0
F-169,2023-06-01,236.0
F-170,2023-06-01,169.0
F-171,2023-06-01,313.0
F-172,2023-06-01,0.0
F-173,2023-06-01,120.0
F-174,2023-06-01,180.0
F-175,2023-06-01,225.0
F-176,2023-06-01,0.0
F-177,2023-06-01,0.0
F-178,2023-06-01,206.0
F-179,2023-06-01,476.0
F-180,2023-06-01,3.0
F-181,2023-06-01,229.0
F-182,2023-06-01,472.0
F-183,2023-06-01,452.0
F-184,2023-06-01,331.0
F-185,2023-06-01,2.0
F-186,2023-06-01,89.0
F-187,2023-06-01,100.0
F-188,2023-06-01,150.0
F-189,2023-06-01,314.0
F-190,2023-06-01,100.0
F-191,2023-06-01,211.0
F-193,2023-06-01,290.0
F-194,2023-06-01,18.0
F-195,2023-06-01,544.0
F-196,2023-06-01,64.0
F-197,2023-06-01,202.0
F-198,2023-06-01,306.0
F-199,2023-06-01,129.0
F-200,2023-06-01,0.0
M-001,2023-06-01,65919.0
M-002,2023-06-01,59200.0
M-003,2023-06-01,20761.0
M-004,2023-06-01,23670.0
M-005,2023-06-01,35504.0
M-006,2023-06-01,30120.0
M-007,2023-06-01,7318.0
M-008,2023-06-01,7400.0
M-009,2023-06-01,7836.0
M-010,2023-06-01,4998.0
M-011,2023-06-01,231.0
M-013,2023-06-01,5000.0
M-014,2023-06-01,0.0
M-016,2023-06-01,3200.0
M-017,2023-06-01,4916.0
M-018,2023-06-01,1693.0
M-019,2023-06-01,2825.0
M-020,2023-06-01,0.0
M-021,2023-06-01,3994.0
M-022,2023-06-01,2325.0
M-023,2023-06-01,1000.0
M-024,2023-06-01,0.0
M-025,2023-06-01,300.0
M-026,2023-06-01,1700.0
M-027,2023-06-01,0.0
M-029,2023-06-01,1487.0
M-032,2023-06-01,1151.0
M-033,2023-06-01,2400.0
M-034,2023-06-01,3407.0
M-035,2023-06-01,1418.0
M-036,2023-06-01,1555.0
M-037,2023-06-01,5700.0
M-038,2023-06-01,934.0
M-039,2023-06-01,833.0
M-040,2023-06-01,814.0
M-041,2023-06-01,1000.0
M-042,2023-06-01,991.0
M-043,2023-06-01,0.0
M-044,2023-06-01,0.0
M-046,2023-06-01,1336.0
M-047,2023-06-01,0.0
M-048,2023-06-01,1205.0
M-049,2023-06-01,793.0
M-050,2023-06-01,1500.0
M-051,2023-06-01,1400.0
M-052,2023-06-01,784.0
M-053,2023-06-01,535.0
M-054,2023-06-01,1159.0
M-056,2023-06-01,1350.0
M-057,2023-06-01,2111.0
M-058,2023-06-01,2250.0
M-059,2023-06-01,737.0
M-060,2023-06-01,1612.0
M-061,2023-06-01,0.0
M-062,2023-06-01,0.0
M-063,2023-06-01,690.0
M-064,2023-06-01,2115.0
M-065,2023-06-01,551.0
M-066,2023-06-01,800.0
M-067,2023-06-01,200.0
M-068,2023-06-01,312.0
M-069,2023-06-01,0.0
M-070,2023-06-01,379.0
M-071,2023-06-01,814.0
M-072,2023-06-01,900.0
M-073,2023-06-01,100.0
M-074,2023-06-01,268.0
M-075,2023-06-01,261.0
M-076,2023-06-01,446.0
M-077,2023-06-01,118.0
M-078,2023-06-01,200.0
M-079,2023-06-01,291.0
M-080,2023-06-01,426.0
M-081,2023-06-01,100.0
M-082,2023-06-01,450.0
M-084,2023-06-01,80.0
M-085,2023-06-01,250.0
M-086,2023-06-01,383.0
M-087,2023-06-01,874.0
M-088,2023-06-01,383.0
M-089,2023-06-01,36.0
M-090,2023-06-01,2.0
M-092,2023-06-01,293.0
M-093,2023-06-01,0.0
M-094,2023-06-01,144.0
M-095,2023-06-01,307.0
M-096,2023-06-01,216.0
M-097,2023-06-01,261.0
M-098,2023-06-01,337.0
M-099,2023-06-01,200.0
M-100,2023-06-01,0.0
M-101,2023-06-01,105.0
M-102,2023-06-01,12.0
M-103,2023-06-01,131.0
M-104,2023-06-01,961.0
M-105,2023-06-01,231.0
M-109,2023-06-01,171.0
M-110,2023-06-01,238.0
M-111,2023-06-01,0.0
M-112,2023-06-01,0.0
M-113,2023-06-01,3.0
M-114,2023-06-01,0.0
M-115,2023-06-01,187.0
M-116,2023-06-01,198.0
M-117,2023-06-01,1000.0
M-118,2023-06-01,90.0
M-119,2023-06-01,215.0
M-120,2023-06-01,159.0
M-121,2023-06-01,164.0
M-122,2023-06-01,218.0
M-123,2023-06-01,218.0
M-124,2023-06-01,2.0
M-125,2023-06-01,74.0
M-126,2023-06-01,512.0
M-128,2023-06-01,4000.0
M-129,2023-06-01,201.0
M-130,2023-06-01,29.0
M-131,2023-06-01,158.0
M-133,2023-06-01,100.0
M-134,2023-06-01,3.0
M-135,2023-06-01,147.0
M-136,2023-06-01,0.0
M-137,2023-06-01,117.0
M-138,2023-06-01,200.0
M-139,2023-06-01,80.0
M-141,2023-06-01,191.0
M-142,2023-06-01,0.0
M-145,2023-06-01,200.0
M-146,2023-06-01,116.0
M-147,2023-06-01,118.0
M-149,2023-06-01,30.0
M-150,2023-06-01,0.0
M-151,2023-06-01,105.0
M-152,2023-06-01,0.0
M-153,2023-06-01,0.0
M-155,2023-06-01,1.0
M-156,2023-06-01,110.0
M-157,2023-06-01,56.0
M-158,2023-06-01,6.0
M-159,2023-06-01,171.0
M-160,2023-06-01,131.0
M-161,2023-06-01,0.0
M-162,2023-06-01,147.0
M-163,2023-06-01,40.0
M-164,2023-06-01,123.0
M-165,2023-06-01,203.0
M-166,2023-06-01,0.0
M-167,2023-06-01,174.0
M-168,2023-06-01,71.0
M-169,2023-06-01,112.0
M-171,2023-06-01,126.0
M-172,2023-06-01,600.0
M-173,2023-06-01,147.0
M-174,2023-06-01,100.0
M-175,2023-06-01,3.0
M-176,2023-06-01,11.0
M-179,2023-06-01,50.0
M-180,2023-06-01,61.0
M-181,2023-06-01,29.0
M-182,2023-06-01,72.0
M-183,2023-06-01,0.0
M-184,2023-06-01,20.0
M-185,2023-06-01,89.0
M-186,2023-06-01,110.0
M-187,2023-06-01,76.0
M-188,2023-06-01,0.0
M-189,2023-06-01,80.0
M-190,2023-06-01,91.0
M-191,2023-06-01,0.0
M-192,2023-06-01,71.0
M-193,2023-06-01,0.0
M-194,2023-06-01,34.0
M-195,2023-06-01,63.0
M-197,2023-06-01,0.0
M-198,2023-06-01,75.0
M-200,2023-06-01,3.0
R-001,2023-06-01,500.0
R-002,2023-06-01,500.0
R-011,2023-06-01,140.0
R-017,2023-06-01,50.0
R-018,2023-06-01,60.0
R-019,2023-06-01,50.0
R-024,2023-06-01,0.0
R-025,2023-06-01,0.0
R-047,2023-06-01,7.0
R-055,2023-06-01,1.0
R-065,2023-06-01,25.0
R-067,2023-06-01,2.0
R-075,2023-06-01,4.0
R-086,2023-06-01,1.0
R-097,2023-06-01,1.0
F-001,2023-07-01,4218.0
F-002,2023-07-01,1363.0
F-003,2023-07-01,1445.0
F-004,2023-07-01,1439.0
F-005,2023-07-01,1343.0
F-006,2023-07-01,1553.0
F-007,2023-07-01,1406.0
F-008,2023-07-01,596.0
F-009,2023-07-01,574.0
F-010,2023-07-01,837.0
F-012,2023-07-01,1276.0
F-013,2023-07-01,911.0
F-014,2023-07-01,565.0
F-015,2023-07-01,845.0
F-016,2023-07-01,1080.0
F-017,2023-07-01,383.0
F-018,2023-07-01,363.0
F-019,2023-07-01,0.0
F-020,2023-07-01,1169.0
F-021,2023-07-01,559.0
F-022,2023-07-01,416.0
F-023,2023-07-01,763.0
F-024,2023-07-01,623.0
F-025,2023-07-01,75.0
F-026,2023-07-01,672.0
F-027,2023-07-01,469.0
F-028,2023-07-01,470.0
F-029,2023-07-01,264.0
F-030,2023-07-01,330.0
F-031,2023-07-01,195.0
F-032,2023-07-01,561.0
F-033,2023-07-01,683.0
F-034,2023-07-01,303.0
F-035,2023-07-01,267.0
F-036,2023-07-01,0.0
F-037,2023-07-01,774.0
F-038,2023-07-01,621.0
F-039,2023-07-01,288.0
F-040,2023-07-01,690.0
F-041,2023-07-01,471.0
F-042,2023-07-01,243.0
F-043,2023-07-01,364.0
F-044,2023-07-01,248.0
F-045,2023-07-01,640.0
F-046,2023-07-01,492.0
F-047,2023-07-01,218.0
F-048,2023-07-01,415.0
F-049,2023-07-01,327.0
F-050,2023-07-01,60.0
F-051,2023-07-01,0.0
F-052,2023-07-01,212.0
F-053,2023-07-01,93.0
F-054,2023-07-01,190.0
F-055,2023-07-01,685.0
F-056,2023-07-01,610.0
F-057,2023-07-01,417.0
F-058,2023-07-01,250.0
F-059,2023-07-01,513.0
F-060,2023-07-01,255.0
F-061,2023-07-01,371.0
F-062,2023-07-01,267.0
F-064,2023-07-01,419.0
F-065,2023-07-01,239.0
F-066,2023-07-01,158.0
F-067,2023-07-01,104.0
F-068,2023-07-01,90.0
F-069,2023-07-01,435.0
F-070,2023-07-01,213.0
F-071,2023-07-01,98.0
F-072,2023-07-01,744.0
F-073,2023-07-01,275.0
F-074,2023-07-01,318.0
F-075,2023-07-01,215.0
F-076,2023-07-01,0.0
F-077,2023-07-01,488.0
F-078,2023-07-01,75.0
F-079,2023-07-01,361.0
F-080,2023-07-01,448.0
F-081,2023-07-01,391.0
F-082,2023-07-01,165.0
F-083,2023-07-01,254.0
F-084,2023-07-01,573.0
F-085,2023-07-01,188.0
F-087,2023-07-01,0.0
F-088,2023-07-01,198.0
F-089,2023-07-01,0.0
F-091,2023-07-01,350.0
F-092,2023-07-01,180.0
F-093,2023-07-01,140.0
F-094,2023-07-01,157.0
F-095,2023-07-01,742.0
F-096,2023-07-01,90.0
F-097,2023-07-01,219.0
F-098,2023-07-01,50.0
F-099,2023-07-01,227.0
F-100,2023-07-01,93.0
F-101,2023-07-01,30.0
F-102,2023-07-01,254.0
F-103,2023-07-01,231.0
F-104,2023-07-01,210.0
F-105,2023-07-01,640.0
F-106,2023-07-01,677.0
F-107,2023-07-01,90.0
F-108,2023-07-01,36.0
F-109,2023-07-01,261.0
F-110,2023-07-01,219.0
F-111,2023-07-01,418.0
F-112,2023-07-01,226.0
F-113,2023-07-01,151.0
F-114,2023-07-01,380.0
F-115,2023-07-01,347.0
F-116,2023-07-01,165.0
F-117,2023-07-01,455.0
F-118,2023-07-01,483.0
F-119,2023-07-01,167.0
F-120,2023-07-01,161.0
F-122,2023-07-01,63.0
F-123,2023-07-01,602.0
F-124,2023-07-01,739.0
F-125,2023-07-01,360.0
F-126,2023-07-01,105.0
F-127,2023-07-01,247.0
F-128,2023-07-01,165.0
F-129,2023-07-01,0.0
F-130,2023-07-01,110.0
F-131,2023-07-01,300.0
F-132,2023-07-01,369.0
F-133,2023-07-01,587.0
F-134,2023-07-01,138.0
F-135,2023-07-01,180.0
F-136,2023-07-01,331.0
F-137,2023-07-01,101.0
F-138,2023-07-01,98.0
F-139,2023-07-01,425.0
F-140,2023-07-01,626.0
F-141,2023-07-01,0.0
F-142,2023-07-01,30.0
F-143,2023-07-01,224.0
F-145,2023-07-01,0.0
F-146,2023-07-01,276.0
F-147,2023-07-01,246.0
F-148,2023-07-01,360.0
F-149,2023-07-01,143.0
F-150,2023-07-01,79.0
F-153,2023-07-01,120.0
F-154,2023-07-01,0.0
F-155,2023-07-01,33.0
F-156,2023-07-01,97.0
F-157,2023-07-01,314.0
F-158,2023-07-01,270.0
F-159,2023-07-01,182.0
F-160,2023-07-01,316.0
F-161,2023-07-01,29.0
F-162,2023-07-01,198.0
F-164,2023-07-01,63.0
F-165,2023-07-01,0.0
F-166,2023-07-01,314.0
F-167,2023-07-01,318.0
F-168,2023-07-01,0.0
F-169,2023-07-01,225.0
F-170,2023-07-01,273.0
F-171,2023-07-01,271.0
F-172,2023-07-01,0.0
F-173,2023-07-01,40.0
F-174,2023-07-01,210.0
F-175,2023-07-01,373.0
F-176,2023-07-01,0.0
F-177,2023-07-01,0.0
F-178,2023-07-01,132.0
F-179,2023-07-01,421.0
F-180,2023-07-01,0.0
F-181,2023-07-01,127.0
F-182,2023-07-01,265.0
F-183,2023-07-01,455.0
F-184,2023-07-01,225.0
F-185,2023-07-01,7.0
F-186,2023-07-01,77.0
F-187,2023-07-01,30.0
F-188,2023-07-01,96.0
F-189,2023-07-01,290.0
F-190,2023-07-01,257.0
F-191,2023-07-01,141.0
F-193,2023-07-01,0.0
F-194,2023-07-01,20.0
F-195,2023-07-01,201.0
F-196,2023-07-01,176.0
F-197,2023-07-01,255.0
F-198,2023-07-01,122.0
F-199,2023-07-01,119.0
F-200,2023-07-01,24.0
M-001,2023-07-01,70053.0
M-002,2023-07-01,58200.0
M-003,2023-07-01,16462.0
M-004,2023-07-01,21740.0
M-005,2023-07-01,30347.0
M-006,2023-07-01,39363.0
M-007,2023-07-01,7371.0
M-008,2023-07-01,6600.0
M-009,2023-07-01,6554.0
M-010,2023-07-01,4000.0
M-011,2023-07-01,466.0
M-013,2023-07-01,4100.0
M-014,2023-07-01,3900.0
M-016,2023-07-01,3000.0
M-017,2023-07-01,3750.0
M-018,2023-07-01,714.0
M-019,2023-07-01,2362.0
M-020,2023-07-01,0.0
M-021,2023-07-01,3398.0
M-022,2023-07-01,1749.0
M-023,2023-07-01,600.0
M-024,2023-07-01,0.0
M-025,2023-07-01,600.0
M-026,2023-07-01,1600.0
M-027,2023-07-01,900.0
M-029,2023-07-01,1565.0
M-032,2023-07-01,1175.0
M-033,2023-07-01,1450.0
M-034,2023-07-01,2946.0
M-035,2023-07-01,1179.0
M-036,2023-07-01,1000.0
M-037,2023-07-01,4900.0
M-038,2023-07-01,620.0
M-039,2023-07-01,660.0
M-040,2023-07-01,694.0
M-041,2023-07-01,1000.0
M-042,2023-07-01,1073.0
M-043,2023-07-01,0.0
M-044,2023-07-01,0.0
M-046,2023-07-01,1003.0
M-047,2023-07-01,1800.0
M-048,2023-07-01,870.0
M-049,2023-07-01,500.0
M-050,2023-07-01,1750.0
M-051,2023-07-01,2200.0
M-052,2023-07-01,663.0
M-053,2023-07-01,767.0
M-054,2023-07-01,418.0
M-056,2023-07-01,950.0
M-057,2023-07-01,1444.0
M-058,2023-07-01,300.0
M-059,2023-07-01,663.0
M-060,2023-07-01,1051.0
M-061,2023-07-01,0.0
M-062,2023-07-01,0.0
M-063,2023-07-01,533.0
M-064,2023-07-01,1885.0
M-065,2023-07-01,464.0
M-066,2023-07-01,400.0
M-067,2023-07-01,400.0
M-068,2023-07-01,407.0
M-069,2023-07-01,0.0
M-070,2023-07-01,440.0
M-071,2023-07-01,850.0
M-072,2023-07-01,1100.0
M-073,2023-07-01,600.0
M-074,2023-07-01,692.0
M-075,2023-07-01,102.0
M-076,2023-07-01,553.0
M-077,2023-07-01,304.0
M-078,2023-07-01,200.0
M-079,2023-07-01,604.0
M-080,2023-07-01,378.0
M-081,2023-07-01,100.0
M-082,2023-07-01,274.0
M-084,2023-07-01,164.0
M-085,2023-07-01,375.0
M-086,2023-07-01,357.0
M-087,2023-07-01,368.0
M-088,2023-07-01,392.0
M-089,2023-07-01,6.0
M-090,2023-07-01,0.0
M-092,2023-07-01,256.0
M-093,2023-07-01,0.0
M-094,2023-07-01,144.0
M-095,2023-07-01,235.0
M-096,2023-07-01,120.0
M-097,2023-07-01,418.0
M-098,2023-07-01,289.0
M-099,2023-07-01,200.0
M-100,2023-07-01,1500.0
M-101,2023-07-01,6.0
M-102,2023-07-01,6.0
M-103,2023-07-01,73.0
M-104,2023-07-01,780.0
M-105,2023-07-01,165.0
M-109,2023-07-01,171.0
M-110,2023-07-01,144.0
M-111,2023-07-01,100.0
M-112,2023-07-01,0.0
M-113,2023-07-01,100.0
M-114,2023-07-01,0.0
M-115,2023-07-01,131.0
M-116,2023-07-01,182.0
M-117,2023-07-01,100.0
M-118,2023-07-01,12.0
M-119,2023-07-01,186.0
M-120,2023-07-01,103.0
M-121,2023-07-01,111.0
M-122,2023-07-01,136.0
M-123,2023-07-01,171.0
M-124,2023-07-01,0.0
M-125,2023-07-01,28.0
M-126,2023-07-01,484.0
M-128,2023-07-01,5100.0
M-129,2023-07-01,0.0
M-130,2023-07-01,18.0
M-131,2023-07-01,138.0
M-133,2023-07-01,100.0
M-134,2023-07-01,5.0
M-135,2023-07-01,116.0
M-136,2023-07-01,0.0
M-137,2023-07-01,63.0
M-138,2023-07-01,225.0
M-139,2023-07-01,0.0
M-141,2023-07-01,144.0
M-142,2023-07-01,0.0
M-145,2023-07-01,100.0
M-146,2023-07-01,86.0
M-147,2023-07-01,94.0
M-149,2023-07-01,51.0
M-150,2023-07-01,200.0
M-151,2023-07-01,85.0
M-152,2023-07-01,0.0
M-153,2023-07-01,0.0
M-155,2023-07-01,0.0
M-156,2023-07-01,90.0
M-157,2023-07-01,47.0
M-158,2023-07-01,0.0
M-159,2023-07-01,126.0
M-160,2023-07-01,95.0
M-161,2023-07-01,1.0
M-162,2023-07-01,102.0
M-163,2023-07-01,48.0
M-164,2023-07-01,86.0
M-165,2023-07-01,74.0
M-166,2023-07-01,0.0
M-167,2023-07-01,10.0
M-168,2023-07-01,109.0
M-169,2023-07-01,70.0
M-171,2023-07-01,138.0
M-172,2023-07-01,700.0
M-173,2023-07-01,50.0
M-174,2023-07-01,55.0
M-175,2023-07-01,7.0
M-176,2023-07-01,150.0
M-179,2023-07-01,130.0
M-180,2023-07-01,60.0
M-181,2023-07-01,82.0
M-182,2023-07-01,91.0
M-183,2023-07-01,0.0
M-184,2023-07-01,24.0
M-185,2023-07-01,27.0
M-186,2023-07-01,118.0
M-187,2023-07-01,45.0
M-188,2023-07-01,0.0
M-189,2023-07-01,66.0
M-190,2023-07-01,45.0
M-191,2023-07-01,0.0
M-192,2023-07-01,44.0
M-193,2023-07-01,0.0
M-194,2023-07-01,8.0
M-195,2023-07-01,39.0
M-197,2023-07-01,0.0
M-198,2023-07-01,84.0
M-200,2023-07-01,0.0
R-001,2023-07-01,0.0
R-002,2023-07-01,0.0
R-011,2023-07-01,200.0
R-017,2023-07-01,0.0
R-018,2023-07-01,140.0
R-019,2023-07-01,36.0
R-024,2023-07-01,0.0
R-025,2023-07-01,0.0
R-047,2023-07-01,7.0
R-055,2023-07-01,0.0
R-065,2023-07-01,20.0
R-067,2023-07-01,0.0
R-075,2023-07-01,5.0
R-086,2023-07-01,1.0
R-097,2023-07-01,1.0
F-001,2023-08-01,4026.0
F-002,2023-08-01,1275.0
F-003,2023-08-01,1744.0
F-004,2023-08-01,1427.0
F-005,2023-08-01,1701.0
F-006,2023-08-01,1637.0
F-007,2023-08-01,1478.0
F-008,2023-08-01,839.0
F-009,2023-08-01,542.0
F-010,2023-08-01,737.0
F-012,2023-08-01,1140.0
F-013,2023-08-01,730.0
F-014,2023-08-01,490.0
F-015,2023-08-01,729.0
F-016,2023-08-01,844.0
F-017,2023-08-01,610.0
F-018,2023-08-01,2.0
F-019,2023-08-01,0.0
F-020,2023-08-01,752.0
F-021,2023-08-01,330.0
F-022,2023-08-01,596.0
F-023,2023-08-01,974.0
F-024,2023-08-01,615.0
F-025,2023-08-01,210.0
F-026,2023-08-01,530.0
F-027,2023-08-01,486.0
F-028,2023-08-01,654.0
F-029,2023-08-01,281.0
F-030,2023-08-01,586.0
F-031,2023-08-01,415.0
F-032,2023-08-01,668.0
F-033,2023-08-01,896.0
F-034,2023-08-01,560.0
F-035,2023-08-01,291.0
F-036,2023-08-01,0.0
F-037,2023-08-01,350.0
F-038,2023-08-01,476.0
F-039,2023-08-01,163.0
F-040,2023-08-01,529.0
F-041,2023-08-01,307.0
F-042,2023-08-01,402.0
F-043,2023-08-01,548.0
F-044,2023-08-01,320.0
F-045,2023-08-01,511.0
F-046,2023-08-01,512.0
F-047,2023-08-01,203.0
F-048,2023-08-01,615.0
F-049,2023-08-01,338.0
F-050,2023-08-01,92.0
F-051,2023-08-01,0.0
F-052,2023-08-01,258.0
F-053,2023-08-01,351.0
F-054,2023-08-01,228.0
F-055,2023-08-01,384.0
F-056,2023-08-01,1175.0
F-057,2023-08-01,520.0
F-058,2023-08-01,235.0
F-059,2023-08-01,543.0
F-060,2023-08-01,442.0
F-061,2023-08-01,312.0
F-062,2023-08-01,492.0
F-064,2023-08-01,424.0
F-065,2023-08-01,153.0
F-066,2023-08-01,145.0
F-067,2023-08-01,72.0
F-068,2023-08-01,149.0
F-069,2023-08-01,465.0
F-070,2023-08-01,228.0
F-071,2023-08-01,116.0
F-072,2023-08-01,440.0
F-073,2023-08-01,596.0
F-074,2023-08-01,362.0
F-075,2023-08-01,304.0
F-076,2023-08-01,0.0
F-077,2023-08-01,566.0
F-078,2023-08-01,131.0
F-079,2023-08-01,428.0
F-080,2023-08-01,459.0
F-081,2023-08-01,332.0
F-082,2023-08-01,101.0
F-083,2023-08-01,158.0
F-084,2023-08-01,376.0
F-085,2023-08-01,257.0
F-087,2023-08-01,110.0
F-088,2023-08-01,187.0
F-089,2023-08-01,0.0
F-091,2023-08-01,266.0
F-092,2023-08-01,130.0
F-093,2023-08-01,307.0
F-094,2023-08-01,3.0
F-095,2023-08-01,627.0
F-096,2023-08-01,360.0
F-097,2023-08-01,60.0
F-098,2023-08-01,4.0
F-099,2023-08-01,176.0
F-100,2023-08-01,132.0
F-101,2023-08-01,8.0
F-102,2023-08-01,433.0
F-103,2023-08-01,359.0
F-104,2023-08-01,213.0
F-105,2023-08-01,551.0
F-106,2023-08-01,358.0
F-107,2023-08-01,60.0
F-108,2023-08-01,64.0
F-109,2023-08-01,250.0
F-110,2023-08-01,349.0
F-111,2023-08-01,484.0
F-112,2023-08-01,331.0
F-113,2023-08-01,429.0
F-114,2023-08-01,279.0
F-115,2023-08-01,335.0
F-116,2023-08-01,25.0
F-117,2023-08-01,248.0
F-118,2023-08-01,557.0
F-119,2023-08-01,224.0
F-120,2023-08-01,198.0
F-122,2023-08-01,161.0
F-123,2023-08-01,627.0
F-124,2023-08-01,663.0
F-125,2023-08-01,286.0
F-126,2023-08-01,42.0
F-127,2023-08-01,230.0
F-128,2023-08-01,176.0
F-129,2023-08-01,0.0
F-130,2023-08-01,193.0
F-131,2023-08-01,175.0
F-132,2023-08-01,304.0
F-133,2023-08-01,419.0
F-134,2023-08-01,88.0
F-135,2023-08-01,0.0
F-136,2023-08-01,402.0
F-137,2023-08-01,141.0
F-138,2023-08-01,212.0
F-139,2023-08-01,507.0
F-140,2023-08-01,592.0
F-141,2023-08-01,0.0
F-142,2023-08-01,45.0
F-143,2023-08-01,271.0
F-145,2023-08-01,0.0
F-146,2023-08-01,290.0
F-147,2023-08-01,465.0
F-148,2023-08-01,78.0
F-149,2023-08-01,468.0
F-150,2023-08-01,122.0
F-153,2023-08-01,219.0
F-154,2023-08-01,0.0
F-155,2023-08-01,164.0
F-156,2023-08-01,361.0
F-157,2023-08-01,438.0
F-158,2023-08-01,240.0
F-159,2023-08-01,123.0
F-160,2023-08-01,282.0
F-161,2023-08-01,106.0
F-162,2023-08-01,176.0
F-164,2023-08-01,80.0
F-165,2023-08-01,0.0
F-166,2023-08-01,268.0
F-167,2023-08-01,257.0
F-168,2023-08-01,0.0
F-169,2023-08-01,287.0
F-170,2023-08-01,317.0
F-171,2023-08-01,343.0
F-172,2023-08-01,360.0
