County,Town,Collection Date,Species,Virus
Bristol,Mansfield,8/3/2018,Culex pipiens/restuans complex,WNV
Bristol,Dartmouth,8/8/2018,Culex pipiens/restuans complex,WNV
Bristol,New Bedford,8/8/2018,Culex pipiens/restuans complex,WNV
Bristol,New Bedford,8/8/2018,Culex pipiens/restuans complex,WNV
Bristol,New Bedford,8/8/2018,Culex pipiens/restuans complex,WNV
Bristol,New Bedford,8/8/2018,Culex pipiens/restuans complex,WNV
Bristol,Fall River,8/9/2018,Culex pipiens/restuans complex,WNV
Bristol,Fall River,8/9/2018,Culex pipiens/restuans complex,WNV
Bristol,Seekonk,8/9/2018,Culex pipiens/restuans complex,WNV
Bristol,Seekonk,8/9/2018,Culex pipiens/restuans complex,WNV
Bristol,Easton,8/13/2018,Culiseta melanura,WNV
Bristol,Freetown,8/14/2018,Culiseta melanura,WNV
Bristol,Freetown,8/14/2018,Culiseta melanura,WNV
Bristol,Freetown,8/14/2018,Culiseta melanura,WNV
Bristol,Dartmouth,8/15/2018,Culex pipiens/restuans complex,WNV
Bristol,Dighton,8/15/2018,Culex pipiens/restuans complex,WNV
Bristol,Fairhaven,8/15/2018,Culex pipiens/restuans complex,WNV
Bristol,New Bedford,8/15/2018,Culex pipiens/restuans complex,WNV
Bristol,Fall River,8/16/2018,Culex pipiens/restuans complex,WNV
Bristol,Fall River,8/16/2018,Culex pipiens/restuans complex,WNV
Bristol,Attleboro,8/17/2018,Culex pipiens/restuans complex,WNV
Bristol,Raynham,8/20/2018,Culiseta melanura,WNV
Bristol,Rehoboth,8/20/2018,Culiseta melanura,WNV
Bristol,Rehoboth,8/20/2018,Ochlerotatus canadensis,WNV
Bristol,Raynham,8/21/2018,Culiseta melanura,WNV
Bristol,Dartmouth,8/22/2018,Culex pipiens/restuans complex,WNV
Bristol,Fall River,8/23/2018,Culex pipiens/restuans complex,WNV
Bristol,North Attleborough,8/24/2018,Culex pipiens/restuans complex,WNV
Bristol,Norton,8/28/2018,Culex pipiens/restuans complex,WNV
Bristol,New Bedford,8/29/2018,Culex pipiens/restuans complex,WNV
Bristol,Fall River,8/30/2018,Culex pipiens/restuans complex,WNV
Bristol,Fall River,8/30/2018,Culex pipiens/restuans complex,WNV
Bristol,Fall River,8/30/2018,Culex pipiens/restuans complex,WNV
Bristol,Seekonk,8/30/2018,Culex pipiens/restuans complex,WNV
Bristol,Swansea,8/30/2018,Culex pipiens/restuans complex,WNV
Bristol,Swansea,8/30/2018,Culex pipiens/restuans complex,WNV
Bristol,Swansea,8/30/2018,Culex pipiens/restuans complex,WNV
Bristol,Mansfield,8/31/2018,Culex pipiens/restuans complex,WNV
Bristol,North Attleborough,8/31/2018,Culex pipiens/restuans complex,WNV
Bristol,Easton,9/4/2018,Culiseta melanura,WNV
Bristol,Easton,9/4/2018,Culiseta melanura,WNV
Bristol,New Bedford,9/4/2018,Culiseta melanura,WNV
Bristol,New Bedford,9/4/2018,Culiseta melanura,WNV
Bristol,New Bedford,9/4/2018,Culiseta melanura,WNV
Bristol,Freetown,9/6/2018,Culiseta melanura,WNV
Bristol,Dighton,9/7/2018,Culex pipiens/restuans complex,WNV
Bristol,Fall River,9/7/2018,Culex pipiens/restuans complex,WNV
Bristol,Easton,9/10/2018,Culiseta melanura,WNV
Bristol,Easton,9/10/2018,Culiseta melanura,WNV
Bristol,Easton,9/10/2018,Culiseta melanura,WNV
Bristol,New Bedford,9/10/2018,Culiseta melanura,WNV
Bristol,Freetown,9/11/2018,Culiseta melanura,WNV
Bristol,Raynham,9/11/2018,Culiseta melanura,WNV
Bristol,Fall River,9/13/2018,Culex pipiens/restuans complex,WNV
Bristol,Dighton,9/14/2018,Culex pipiens/restuans complex,WNV
Bristol,North Attleborough,9/14/2018,Culex pipiens/restuans complex,WNV
Bristol,Easton,9/18/2018,Culiseta melanura,WNV
Bristol,Easton,9/18/2018,Culiseta melanura,WNV
Bristol,Taunton,9/18/2018,Culiseta melanura,WNV
Bristol,Rehoboth,9/24/2018,Culex pipiens/restuans complex,WNV
Bristol,Raynham,10/1/2018,Culiseta melanura,WNV
Dukes,Tisbury,8/28/2018,Culex pipiens/restuans complex,WNV
Dukes,West Tisbury,9/18/2018,Culex pipiens/restuans complex,WNV
Essex,Lynnfield,7/17/2018,Culex pipiens/restuans complex,WNV
Essex,Newbury,8/13/2018,Culex salinarius,WNV
Essex,Beverly,8/27/2018,Culex pipiens,WNV
Essex,Wenham,8/27/2018,Culex salinarius,WNV
Essex,Methuen,8/28/2018,Culex salinarius,WNV
Essex,Methuen,8/28/2018,Culex pipiens,WNV
Essex,North Andover,8/28/2018,Culex pipiens,WNV
Essex,Haverhill,9/4/2018,Culex pipiens/restuans complex,WNV
Essex,Manchester-by-the-Sea,9/4/2018,Culex salinarius,WNV
Essex,North Andover,9/4/2018,Culex pipiens,WNV
Essex,Topsfield,9/4/2018,Culex salinarius,WNV
Essex,Wenham,9/4/2018,Culex salinarius,WNV
Essex,Wenham,9/4/2018,Culex salinarius,WNV
Essex,Salem,9/5/2018,Culex pipiens,WNV
Essex,Saugus,9/5/2018,Culex pipiens,WNV
Essex,Saugus,9/10/2018,Culex salinarius,WNV
Essex,Haverhill,9/11/2018,Culex pipiens,WNV
Essex,Wenham,9/17/2018,Culex salinarius,WNV
Franklin,Bernardston,8/1/2018,Culex pipiens/restuans complex,WNV
Franklin,Bernardston,8/1/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/1/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/1/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/1/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/1/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/1/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/1/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/1/2018,Culex pipiens/restuans complex,WNV
Franklin,Bernardston,8/9/2018,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,8/9/2018,Culex pipiens/restuans complex,WNV
Franklin,Montague,8/9/2018,Culex pipiens/restuans complex,WNV
Franklin,Montague,8/9/2018,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,8/15/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/15/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/15/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/15/2018,Culex pipiens/restuans complex,WNV
Franklin,Montague,8/15/2018,Culex pipiens/restuans complex,WNV
Franklin,Montague,8/15/2018,Culex pipiens/restuans complex,WNV
Franklin,Montague,8/15/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/22/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/22/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/22/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/22/2018,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,8/29/2018,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,8/29/2018,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,8/29/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/29/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/29/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/29/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/29/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/29/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,8/29/2018,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,9/5/2018,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,9/5/2018,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,9/5/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,9/5/2018,Culex pipiens/restuans complex,WNV
Franklin,Bernardston,9/12/2018,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,9/12/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,9/12/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,9/12/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,9/12/2018,Culex pipiens/restuans complex,WNV
Franklin,Greenfield,9/12/2018,Culex pipiens/restuans complex,WNV
Franklin,Deerfield,9/19/2018,Culex pipiens/restuans complex,WNV
Hampden,Springfield,7/3/2018,Culex pipiens/restuans complex,WNV
Hampden,Springfield,7/3/2018,Ochlerotatus japonicus,WNV
Hampden,Springfield,7/3/2018,Ochlerotatus japonicus,WNV
Hampden,West Springfield,7/18/2018,Culex pipiens/restuans complex,WNV
Hampden,West Springfield,7/18/2018,Culex pipiens/restuans complex,WNV
Hampden,Chicopee,7/25/2018,Culex pipiens/restuans complex,WNV
Hampden,Chicopee,7/25/2018,Culex pipiens/restuans complex,WNV
Hampden,Holyoke,7/25/2018,Culex pipiens/restuans complex,WNV
Hampden,Agawam,8/1/2018,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/1/2018,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/1/2018,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/1/2018,Culex pipiens/restuans complex,WNV
Hampden,Agawam,8/15/2018,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/15/2018,Culex pipiens/restuans complex,WNV
Hampden,Hampden,8/15/2018,Culex pipiens/restuans complex,WNV
Hampden,Hampden,8/15/2018,Culex pipiens/restuans complex,WNV
Hampden,Hampden,8/15/2018,Culex pipiens/restuans complex,WNV
Hampden,Wilbraham,8/15/2018,Culex pipiens/restuans complex,WNV
Hampden,Monson,8/16/2018,Culex pipiens/restuans complex,WNV
Hampden,Monson,8/16/2018,Culex pipiens/restuans complex,WNV
Hampden,Monson,8/16/2018,Culex pipiens/restuans complex,WNV
Hampden,Monson,8/16/2018,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/22/2018,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,8/29/2018,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,9/5/2018,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,9/5/2018,Culex pipiens/restuans complex,WNV
Hampden,East Longmeadow,9/12/2018,Culex pipiens/restuans complex,WNV
Hampshire,Belchertown,7/11/2018,Culex pipiens/restuans complex,WNV
Hampshire,Ware,7/11/2018,Coquillettidia perturbans,WNV
Hampshire,Amherst,7/18/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,7/18/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,7/25/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/9/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/15/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/15/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/22/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/22/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/22/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/22/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/29/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/29/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/29/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,8/29/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/5/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/5/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/5/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/5/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/12/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/12/2018,Culex pipiens/restuans complex,WNV
Hampshire,Northampton,9/19/2018,Culex pipiens/restuans complex,WNV
Middlesex,Acton,7/12/2018,Culex species,WNV
Middlesex,Acton,7/12/2018,Culex species,WNV
Middlesex,Ayer,7/13/2018,Culex species,WNV
Middlesex,Belmont,7/17/2018,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,7/17/2018,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,7/17/2018,Culex pipiens/restuans complex,WNV
Middlesex,Waltham,7/17/2018,Culex pipiens/restuans complex,WNV
Middlesex,Waltham,7/17/2018,Culex pipiens/restuans complex,WNV
Middlesex,Waltham,7/17/2018,Culex pipiens/restuans complex,WNV
Middlesex,Waltham,7/17/2018,Culex pipiens/restuans complex,WNV
Middlesex,Watertown,7/17/2018,Culex pipiens/restuans complex,WNV
Middlesex,Watertown,7/17/2018,Culex pipiens/restuans complex,WNV
Middlesex,Arlington,7/18/2018,Culex pipiens/restuans complex,WNV
Middlesex,Lexington,7/18/2018,Culex pipiens/restuans complex,WNV
Middlesex,Ashland,7/19/2018,Culex species,WNV
Middlesex,Devens,7/20/2018,Culex species,WNV
Middlesex,Devens,7/20/2018,Culex species,WNV
Middlesex,Cambridge,7/24/2018,Culex pipiens/restuans complex,WNV
Middlesex,Newton,7/24/2018,Culex pipiens/restuans complex,WNV
Middlesex,Newton,7/24/2018,Culex pipiens/restuans complex,WNV
Middlesex,Newton,7/24/2018,Culex pipiens/restuans complex,WNV
Middlesex,Newton,7/24/2018,Culex pipiens/restuans complex,WNV
Middlesex,Newton,7/24/2018,Culex pipiens/restuans complex,WNV
Middlesex,Natick,7/26/2018,Culex species,WNV
Middlesex,Everett,7/31/2018,Culex pipiens/restuans complex,WNV
Middlesex,Everett,7/31/2018,Culex pipiens/restuans complex,WNV
Middlesex,Malden,7/31/2018,Culex pipiens/restuans complex,WNV
Middlesex,Malden,7/31/2018,Culex pipiens/restuans complex,WNV
Middlesex,Malden,7/31/2018,Culex pipiens/restuans complex,WNV
Middlesex,Medford,7/31/2018,Culex pipiens/restuans complex,WNV
Middlesex,Medford,7/31/2018,Culex pipiens/restuans complex,WNV
Middlesex,Melrose,7/31/2018,Culex pipiens/restuans complex,WNV
Middlesex,Hudson,8/1/2018,Culex species,WNV
Middlesex,Ayer,8/3/2018,Culex species,WNV
Middlesex,Ayer,8/3/2018,Culex species,WNV
Middlesex,Wayland,8/7/2018,Culex pipiens/restuans complex,WNV
Middlesex,Wilmington,8/7/2018,Culex species,WNV
Middlesex,Concord,8/8/2018,Culex pipiens/restuans complex,WNV
Middlesex,Concord,8/8/2018,Culex pipiens/restuans complex,WNV
Middlesex,Hudson,8/8/2018,Culex species,WNV
Middlesex,Hudson,8/8/2018,Culex species,WNV
Middlesex,Marlborough,8/8/2018,Culex species,WNV
Middlesex,Devens,8/10/2018,Culex species,WNV
Middlesex,Devens,8/10/2018,Culex species,WNV
Middlesex,Dracut,8/10/2018,Culex species,WNV
Middlesex,North Reading,8/14/2018,Culex pipiens/restuans complex,WNV
Middlesex,Bedford,8/15/2018,Culex pipiens/restuans complex,WNV
Middlesex,Burlington,8/15/2018,Culex pipiens/restuans complex,WNV
Middlesex,Burlington,8/15/2018,Culex pipiens/restuans complex,WNV
Middlesex,Framingham,8/15/2018,Culex pipiens/restuans complex,WNV
Middlesex,Framingham,8/15/2018,Culex pipiens/restuans complex,WNV
Middlesex,Framingham,8/15/2018,Culex pipiens/restuans complex,WNV
Middlesex,Framingham,8/15/2018,Culex pipiens/restuans complex,WNV
Middlesex,Framingham,8/15/2018,Culex pipiens/restuans complex,WNV
Middlesex,Stow,8/15/2018,Culex species,WNV
Middlesex,Ashland,8/16/2018,Culex species,WNV
Middlesex,Littleton,8/16/2018,Culex species,WNV
Middlesex,Natick,8/16/2018,Culex species,WNV
Middlesex,Arlington,8/21/2018,Culex pipiens/restuans complex,WNV
Middlesex,Arlington,8/21/2018,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,8/21/2018,Culex pipiens/restuans complex,WNV
Middlesex,Belmont,8/21/2018,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,8/21/2018,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,8/21/2018,Culex pipiens/restuans complex,WNV
Middlesex,Cambridge,8/21/2018,Culex pipiens/restuans complex,WNV
Middlesex,Wilmington,8/21/2018,Culex species,WNV
Middlesex,Marlborough,8/22/2018,Culex species,WNV
Middlesex,Stow,8/22/2018,Culex species,WNV
Middlesex,Ayer,8/24/2018,Culex species,WNV
Middlesex,Lowell,8/24/2018,Culex species,WNV
Middlesex,Billerica,8/28/2018,Culex species,WNV
Middlesex,Chelmsford,8/28/2018,Culex species,WNV
Middlesex,Newton,8/28/2018,Culex pipiens/restuans complex,WNV
Middlesex,Newton,8/28/2018,Culex pipiens/restuans complex,WNV
Middlesex,Newton,8/28/2018,Culex pipiens/restuans complex,WNV
Middlesex,Newton,8/28/2018,Culex pipiens/restuans complex,WNV
Middlesex,Newton,8/28/2018,Culex pipiens/restuans complex,WNV
Middlesex,Tewksbury,8/28/2018,Culex species,WNV
Middlesex,Tewksbury,8/28/2018,Culex species,WNV
Middlesex,Wayland,8/28/2018,Culex pipiens/restuans complex,WNV
Middlesex,Wayland,8/28/2018,Culex pipiens/restuans complex,WNV
Middlesex,Wilmington,8/28/2018,Culex species,WNV
Middlesex,Marlborough,8/29/2018,Culex species,WNV
Middlesex,Stow,8/29/2018,Culex species,WNV
Middlesex,Acton,8/30/2018,Culex species,WNV
Middlesex,Acton,8/30/2018,Anopheles quadrimaculatus sl,WNV
Middlesex,Ashland,8/30/2018,Culex species,WNV
Middlesex,Ashland,8/30/2018,Culex species,WNV
Middlesex,Littleton,8/30/2018,Culex species,WNV
Middlesex,Sherborn,8/30/2018,Culex species,WNV
Middlesex,Ayer,8/31/2018,Culex species,WNV
Middlesex,Ayer,8/31/2018,Culex species,WNV
Middlesex,Ayer,8/31/2018,Culex species,WNV
Middlesex,Dracut,8/31/2018,Culex species,WNV
Middlesex,Hudson,9/5/2018,Culex species,WNV
Middlesex,Boxborough,9/6/2018,Coquillettidia perturbans,WNV
Middlesex,Boxborough,9/6/2018,Aedes vexans,WNV
