Date,Category,RefNo,Date,Withdrawal,Deposit,Balance
7/6/2023,Food,3.52E+11,7/6/2023,40,0,3944.55
7/6/2023,Food,3.16E+11,7/6/2023,40,0,3904.55
7/6/2023,Food,3.16E+11,7/6/2023,40,0,3864.55
7/6/2023,Misc,3.52E+11,7/6/2023,0,1600,5464.55
7/6/2023,Misc,3.52E+11,7/6/2023,130,0,5334.55
8/6/2023,Food,3.16E+11,8/6/2023,34,0,5300.55
8/6/2023,Misc,3.53E+11,8/6/2023,125,0,5175.55
8/6/2023,Misc,3.53E+11,8/6/2023,0,65,5240.55
8/6/2023,Food,3.16E+11,8/6/2023,10,0,5230.55
8/6/2023,Food,3.53E+11,8/6/2023,50,0,5180.55
8/6/2023,Food,3.16E+11,8/6/2023,50,0,5130.55
8/6/2023,Food,3.53E+11,8/6/2023,70,0,5060.55
8/6/2023,Food,3.53E+11,8/6/2023,40,0,5020.55
9/6/2023,Misc,3.16E+11,9/6/2023,0,72,5092.55
9/6/2023,Misc,3.53E+11,9/6/2023,137,0,4955.55
9/6/2023,Misc,3.53E+11,9/6/2023,0,171,5126.55
9/6/2023,Food,3.53E+11,9/6/2023,50,0,5076.55
9/6/2023,Food,3.16E+11,9/6/2023,60,0,5016.55
9/6/2023,Misc,3.53E+11,9/6/2023,0,8000,13016.55
9/6/2023,Misc,3.53E+11,9/6/2023,8000,0,5016.55
9/6/2023,Misc,3.53E+11,9/6/2023,125,0,4891.55
10/6/2023,Food,3.53E+11,10/6/2023,40,0,4851.55
10/6/2023,Food,3.53E+11,10/6/2023,70,0,4781.55
10/6/2023,Misc,3.16E+11,10/6/2023,150,0,4631.55
10/6/2023,Misc,3.53E+11,10/6/2023,344,0,4287.55
10/6/2023,Food,3.53E+11,10/6/2023,30,0,4257.55
11/6/2023,Misc,3.53E+11,11/6/2023,450,0,3807.55
11/6/2023,Misc,3.53E+11,11/6/2023,350,0,3457.55
11/6/2023,Misc,3.53E+11,11/6/2023,140,0,3317.55
12/6/2023,Food,3.53E+11,12/6/2023,44,0,3273.55
12/6/2023,Food,3.53E+11,12/6/2023,40,0,3233.55
12/6/2023,Misc,3.16E+11,12/6/2023,0,3000,6233.55
12/6/2023,Misc,3.16E+11,12/6/2023,3000,0,3233.55
12/6/2023,Food,3.16E+11,12/6/2023,34,0,3199.55
12/6/2023,Food,3.53E+11,12/6/2023,50,0,3149.55
12/6/2023,Food,3.53E+11,12/6/2023,25,0,3124.55
12/6/2023,Food,3.53E+11,12/6/2023,56,0,3068.55
13/06/23,Food,3.53E+11,13/06/23,55,0,3013.55
13/06/23,Food,3.53E+11,13/06/23,30,0,2983.55
13/06/23,Food,3.53E+11,13/06/23,50,0,2933.55
13/06/23,Food,3.53E+11,13/06/23,100,0,2833.55
13/06/23,Food,3.16E+11,13/06/23,20,0,2813.55
13/06/23,Food,3.16E+11,13/06/23,30,0,2783.55
13/06/23,Misc,3.53E+11,13/06/23,0,1000,3783.55
13/06/23,Food,3.53E+11,13/06/23,28,0,3755.55
14/06/23,Food,3.17E+11,14/06/23,40,0,3715.55
14/06/23,Misc,3.53E+11,14/06/23,1100,0,2615.55
14/06/23,Misc,3.17E+11,14/06/23,125,0,2490.55
14/06/23,Food,3.17E+11,14/06/23,100,0,2390.55
14/06/23,Misc,3.53E+11,14/06/23,385,0,2005.55
14/06/23,Misc,3.17E+11,14/06/23,750,0,1255.55
15/06/23,Food,3.17E+11,15/06/23,10,0,1245.55
15/06/23,Misc,3.17E+11,15/06/23,138,0,1107.55
15/06/23,Food,3.17E+11,15/06/23,10,0,1097.55
16/06/23,Food,3.17E+11,16/06/23,100,0,997.55
16/06/23,Food,3.17E+11,16/06/23,60,0,937.55
16/06/23,Food,3.53E+11,16/06/23,100,0,837.55
17/06/23,Food,3.53E+11,17/06/23,60,0,777.55
17/06/23,Food,3.53E+11,17/06/23,10,0,767.55
18/06/23,Food,3.17E+11,18/06/23,20,0,747.55
18/06/23,Food,3.17E+11,18/06/23,10,0,737.55
18/06/23,Food,3.54E+11,18/06/23,20,0,717.55
18/06/23,Food,3.54E+11,18/06/23,40,0,677.55
18/06/23,Food,3.54E+11,18/06/23,50,0,627.55
19/06/23,Food,3.54E+11,19/06/23,20,0,607.55
19/06/23,Misc,3.17E+11,19/06/23,0,400,1007.55
19/06/23,Misc,3.54E+11,19/06/23,327,0,680.55
20/06/23,Food,3.54E+11,20/06/23,25,0,655.55
21/06/23,Food,3.54E+11,21/06/23,20,0,635.55
21/06/23,Food,3.54E+11,21/06/23,55,0,580.55
21/06/23,Food,3.54E+11,21/06/23,40,0,540.55
21/06/23,Food,3.54E+11,21/06/23,10,0,530.55
21/06/23,Food,3.54E+11,21/06/23,20,0,510.55
21/06/23,Misc,3.17E+11,21/06/23,8.26,0,502.29
23/06/23,Salary,CHASU23172917734,23/06/23,0,34800,35302.29
23/06/23,Misc,3.17E+11,23/06/23,2000,0,33302.29
23/06/23,Misc,3.54E+11,23/06/23,3000,0,30302.29
24/06/23,Misc,3.18E+11,24/06/23,10000,0,20302.29
24/06/23,Misc,3.18E+11,24/06/23,1000,0,19302.29
24/06/23,Food,3.18E+11,24/06/23,100,0,19202.29
24/06/23,Misc,3.18E+11,24/06/23,409,0,18793.29
24/06/23,Misc,3.18E+11,24/06/23,200,0,18593.29
24/06/23,Misc,3.18E+11,24/06/23,424,0,18169.29
25/06/23,Misc,3.54E+11,25/06/23,600,0,17569.29
25/06/23,Food,3.54E+11,25/06/23,100,0,17469.29
26/06/23,Misc,3.54E+11,26/06/23,5000,0,12469.29
26/06/23,Misc,3.18E+11,26/06/23,528.44,0,11940.85
26/06/23,Misc,3.18E+11,26/06/23,0,1,11941.85
27/06/23,Food,3.54E+11,27/06/23,100,0,11841.85
27/06/23,Misc,3.18E+11,27/06/23,2100,0,9741.85
27/06/23,Misc,3.54E+11,27/06/23,119,0,9622.85
28/06/23,Misc,3.18E+11,28/06/23,500,0,9122.85
28/06/23,Misc,3.55E+11,28/06/23,7630,0,1492.85
30/06/23,Misc,3.55E+11,30/06/23,467,0,1025.85
1/7/2023,Misc,0,30/06/23,0,34,1059.85
1/7/2023,Food,3.55E+11,1/7/2023,20,0,1039.85
1/7/2023,Food,3.18E+11,1/7/2023,20,0,1019.85
1/7/2023,Food,3.18E+11,1/7/2023,20,0,999.85
2/7/2023,Misc,3.18E+11,1/7/2023,0,10,1009.85
4/7/2023,Misc,3.55E+11,4/7/2023,125,0,884.85
5/7/2023,Food,3.55E+11,5/7/2023,40,0,844.85
5/7/2023,Food,3.19E+11,5/7/2023,50,0,794.85
8/7/2023,Misc,3.07E+11,8/7/2023,0,1.13,795.98
8/7/2023,Food,3.56E+11,8/7/2023,50,0,745.98
8/7/2023,Misc,3.56E+11,8/7/2023,0,7800,8545.98
8/7/2023,Misc,3.56E+11,9/7/2023,7800,0,745.98
9/7/2023,Shopping,3.19E+11,9/7/2023,184,0,561.98
10/7/2023,Misc,3.56E+11,10/7/2023,0,2500,3061.98
10/7/2023,Food,3.19E+11,10/7/2023,100,0,2961.98
10/7/2023,Misc,3.19E+11,10/7/2023,1100,0,1861.98
10/7/2023,Food,3.56E+11,10/7/2023,30,0,1831.98
11/7/2023,Food,3.19E+11,11/7/2023,20,0,1811.98
11/7/2023,Misc,3.19E+11,11/7/2023,170,0,1641.98
11/7/2023,Misc,3.19E+11,11/7/2023,140,0,1501.98
11/7/2023,Food,3.19E+11,11/7/2023,20,0,1481.98
11/7/2023,Food,3.19E+11,11/7/2023,20,0,1461.98
12/7/2023,Misc,3.07E+11,12/7/2023,0,125.96,1587.94
12/7/2023,Misc,3.56E+11,12/7/2023,125,0,1462.94
12/7/2023,Food,3.19E+11,12/7/2023,24,0,1438.94
12/7/2023,Food,3.19E+11,12/7/2023,10,0,1428.94
12/7/2023,Food,3.19E+11,12/7/2023,30,0,1398.94
13/07/23,Food,3.19E+11,13/07/23,60,0,1338.94
13/07/23,Food,3.56E+11,13/07/23,198.32,0,1140.62
13/07/23,Food,3.19E+11,13/07/23,50,0,1090.62
13/07/23,Food,3.19E+11,13/07/23,50,0,1040.62
13/07/23,Food,3.19E+11,13/07/23,20,0,1020.62
13/07/23,Food,3.19E+11,13/07/23,10,0,1010.62
14/07/23,Misc,3.20E+11,14/07/23,5,0,1005.62
14/07/23,Misc,3.20E+11,14/07/23,270,0,735.62
14/07/23,Food,3.20E+11,14/07/23,70,0,665.62
14/07/23,Food,3.20E+11,14/07/23,10,0,655.62
14/07/23,Food,3.20E+11,14/07/23,40,0,615.62
14/07/23,Food,3.20E+11,14/07/23,71,0,544.62
15/07/23,Food,3.20E+11,15/07/23,40,0,504.62
15/07/23,Food,3.20E+11,15/07/23,40,0,464.62
15/07/23,Misc,3.20E+11,15/07/23,345,0,119.62
16/07/23,Food,3.20E+11,16/07/23,20,0,99.62
16/07/23,Food,3.20E+11,16/07/23,40,0,59.62
16/07/23,Food,3.20E+11,16/07/23,20,0,39.62
17/07/23,Food,3.20E+11,17/07/23,30,0,9.62
19/07/23,Misc,3.57E+11,19/07/23,0,1000,1009.62
20/07/23,Food,3.20E+11,20/07/23,100,0,909.62
20/07/23,Food,3.20E+11,20/07/23,30,0,879.62
20/07/23,Food,3.20E+11,20/07/23,70,0,809.62
20/07/23,Food,3.20E+11,20/07/23,50,0,759.62
20/07/23,Food,3.20E+11,20/07/23,40,0,719.62
20/07/23,Misc,3.20E+11,20/07/23,207,0,512.62
21/07/23,Food,3.20E+11,21/07/23,92,0,420.62
21/07/23,Misc,3.20E+11,21/07/23,250,0,170.62
21/07/23,Misc,3.20E+11,21/07/23,0,1000,1170.62
21/07/23,Food,3.20E+11,21/07/23,58,0,1112.62
21/07/23,Misc,3.20E+11,21/07/23,220,0,892.62
21/07/23,Food,3.20E+11,21/07/23,50,0,842.62
22/07/23,Food,3.20E+11,22/07/23,100,0,742.62
22/07/23,Food,3.20E+11,22/07/23,41,0,701.62
22/07/23,Food,3.20E+11,22/07/23,41,0,660.62
22/07/23,Food,3.20E+11,22/07/23,50,0,610.62
22/07/23,Food,3.20E+11,22/07/23,90,0,520.62
22/07/23,Food,3.20E+11,22/07/23,40,0,480.62
22/07/23,Food,3.20E+11,22/07/23,10,0,470.62
22/07/23,Food,3.20E+11,22/07/23,30,0,440.62
23/07/23,Misc,3.57E+11,23/07/23,0,500,940.62
23/07/23,Food,3.20E+11,23/07/23,10,0,930.62
23/07/23,Misc,3.20E+11,23/07/23,160,0,770.62
23/07/23,Food,3.20E+11,23/07/23,30,0,740.62
23/07/23,Food,3.20E+11,23/07/23,30,0,710.62
23/07/23,Misc,3.20E+11,23/07/23,180,0,530.62
23/07/23,Food,3.20E+11,23/07/23,51,0,479.62
23/07/23,Food,3.20E+11,23/07/23,10,0,469.62
24/07/23,Food,3.21E+11,24/07/23,20,0,449.62
24/07/23,Food,3.21E+11,24/07/23,20,0,429.62
24/07/23,Misc,3.21E+11,24/07/23,170,0,259.62
24/07/23,Food,3.21E+11,24/07/23,50,0,209.62
24/07/23,Food,3.21E+11,24/07/23,50,0,159.62
25/07/23,Salary,CHASV23202393703,25/07/23,0,34800,34959.62
25/07/23,Shopping,3.21E+11,25/07/23,2553,0,32406.62
25/07/23,Misc,3.21E+11,25/07/23,10000,0,22406.62
25/07/23,Food,3.57E+11,25/07/23,50,0,22356.62
25/07/23,Misc,3.21E+11,25/07/23,1001,0,21355.62
25/07/23,Misc,3.21E+11,25/07/23,130,0,21225.62
25/07/23,Food,3.21E+11,25/07/23,60,0,21165.62
25/07/23,Misc,3.21E+11,25/07/23,7500,0,13665.62
25/07/23,Food,3.21E+11,25/07/23,70,0,13595.62
25/07/23,Misc,3.21E+11,25/07/23,350,0,13245.62
25/07/23,Food,3.21E+11,25/07/23,30,0,13215.62
25/07/23,Shopping,3.57E+11,26/07/23,259,0,12956.62
26/07/23,Shopping,3.21E+11,26/07/23,0,259,13215.62
26/07/23,Shopping,3.21E+11,26/07/23,249,0,12966.62
26/07/23,Misc,3.21E+11,26/07/23,1000,0,11966.62
26/07/23,Food,3.21E+11,26/07/23,40,0,11926.62
26/07/23,Misc,3.21E+11,26/07/23,1500,0,10426.62
26/07/23,Misc,3.21E+11,26/07/23,150,0,10276.62
26/07/23,Food,3.21E+11,26/07/23,60,0,10216.62
26/07/23,Misc,3.21E+11,26/07/23,480,0,9736.62
26/07/23,Food,3.21E+11,26/07/23,40,0,9696.62
26/07/23,Misc,3.21E+11,26/07/23,200,0,9496.62
27/07/23,Misc,3.21E+11,27/07/23,108,0,9388.62
27/07/23,Food,3.21E+11,27/07/23,100,0,9288.62
27/07/23,Misc,3.21E+11,27/07/23,175,0,9113.62
27/07/23,Misc,3.21E+11,27/07/23,150,0,8963.62
27/07/23,Food,3.21E+11,27/07/23,20,0,8943.62
27/07/23,Food,3.21E+11,27/07/23,30,0,8913.62
27/07/23,Misc,3.21E+11,27/07/23,5,0,8908.62
27/07/23,Shopping,3.57E+11,27/07/23,199,0,8709.62
27/07/23,Food,3.21E+11,27/07/23,75,0,8634.62
27/07/23,Food,3.21E+11,27/07/23,20,0,8614.62
28/07/23,Food,3.58E+11,28/07/23,30,0,8584.62
28/07/23,Food,3.21E+11,28/07/23,23,0,8561.62
28/07/23,Food,3.21E+11,28/07/23,10,0,8551.62
28/07/23,Food,3.21E+11,28/07/23,60,0,8491.62
29/07/23,Food,3.21E+11,29/07/23,50,0,8441.62
29/07/23,Food,3.21E+11,29/07/23,40,0,8401.62
29/07/23,Misc,3.21E+11,29/07/23,160,0,8241.62
29/07/23,Misc,3.21E+11,29/07/23,320,0,7921.62
30/07/23,Food,3.21E+11,30/07/23,50,0,7871.62
30/07/23,Misc,3.21E+11,30/07/23,170,0,7701.62
30/07/23,Food,3.21E+11,30/07/23,20,0,7681.62
30/07/23,Food,3.21E+11,30/07/23,30,0,7651.62
30/07/23,Food,3.21E+11,30/07/23,20,0,7631.62
31/07/23,Misc,3.21E+11,31/07/23,110,0,7521.62
1/8/2023,Misc,MIR2421393691857,1/8/2023,236,0,7285.62
1/8/2023,Food,3.21E+11,1/8/2023,15,0,7270.62
1/8/2023,Food,3.21E+11,1/8/2023,30,0,7240.62
2/8/2023,Misc,3.21E+11,2/8/2023,0,2000,9240.62
2/8/2023,Rent,3.21E+11,2/8/2023,7459,0,1781.62
2/8/2023,Misc,3.21E+11,2/8/2023,243,0,1538.62
2/8/2023,Misc,3.21E+11,2/8/2023,999,0,539.62
2/8/2023,Food,3.21E+11,2/8/2023,10,0,529.62
2/8/2023,Food,3.21E+11,2/8/2023,90,0,439.62
2/8/2023,Food,3.21E+11,2/8/2023,24,0,415.62
2/8/2023,Misc,3.21E+11,2/8/2023,6,0,409.62
2/8/2023,Misc,3.21E+11,2/8/2023,140,0,269.62
2/8/2023,Food,3.21E+11,2/8/2023,30,0,239.62
3/8/2023,Food,3.58E+11,3/8/2023,55,0,184.62
3/8/2023,Food,3.22E+11,3/8/2023,40,0,144.62
3/8/2023,Food,3.22E+11,3/8/2023,40,0,104.62
3/8/2023,Food,3.22E+11,3/8/2023,40,0,64.62
4/8/2023,Food,3.22E+11,4/8/2023,20,0,44.62
5/8/2023,Misc,3.58E+11,5/8/2023,0,13000,13044.62
5/8/2023,Misc,3.22E+11,5/8/2023,13000,0,44.62
11/8/2023,Misc,3.22E+11,11/8/2023,0,1000,1044.62
11/8/2023,Food,3.22E+11,11/8/2023,85,0,959.62
11/8/2023,Food,3.22E+11,11/8/2023,30,0,929.62
11/8/2023,Food,3.22E+11,11/8/2023,50,0,879.62
11/8/2023,Misc,3.22E+11,11/8/2023,179,0,700.62
11/8/2023,Food,3.59E+11,11/8/2023,10,0,690.62
11/8/2023,Food,3.59E+11,11/8/2023,60,0,630.62
12/8/2023,Misc,3.22E+11,12/8/2023,393,0,237.62
12/8/2023,Food,3.22E+11,12/8/2023,30,0,207.62
12/8/2023,Food,3.22E+11,12/8/2023,66,0,141.62
13/08/23,Misc,3.23E+11,13/08/23,0,2000,2141.62
13/08/23,Food,3.23E+11,13/08/23,80,0,2061.62
13/08/23,Food,3.23E+11,13/08/23,50,0,2011.62
13/08/23,Misc,3.23E+11,13/08/23,130,0,1881.62
13/08/23,Misc,3.23E+11,13/08/23,189,0,1692.62
13/08/23,Food,3.23E+11,13/08/23,30,0,1662.62
13/08/23,Misc,3.23E+11,13/08/23,500,0,1162.62
13/08/23,Food,3.23E+11,14/08/23,10,0,1152.62
14/08/23,Food,3.23E+11,14/08/23,99,0,1053.62
14/08/23,Food,3.23E+11,14/08/23,50,0,1003.62
14/08/23,Food,3.23E+11,14/08/23,50,0,953.62
14/08/23,Misc,3.23E+11,14/08/23,358,0,595.62
14/08/23,Food,3.23E+11,14/08/23,30,0,565.62
15/08/23,Food,3.23E+11,15/08/23,20,0,545.62
15/08/23,Food,3.23E+11,15/08/23,40,0,505.62
15/08/23,Food,3.23E+11,15/08/23,30,0,475.62
15/08/23,Misc,3.23E+11,15/08/23,0,25,500.62
16/08/23,Food,3.23E+11,16/08/23,60,0,440.62
16/08/23,Food,3.23E+11,16/08/23,10,0,430.62
16/08/23,Food,3.23E+11,16/08/23,40,0,390.62
16/08/23,Food,3.23E+11,16/08/23,42,0,348.62
16/08/23,Misc,3.23E+11,16/08/23,230,0,118.62
16/08/23,Food,3.23E+11,16/08/23,40,0,78.62
17/08/23,Food,3.23E+11,17/08/23,50,0,28.62
17/08/23,Misc,3.23E+11,17/08/23,0,1500,1528.62
17/08/23,Misc,3.23E+11,17/08/23,1000,0,528.62
17/08/23,Food,3.23E+11,17/08/23,50,0,478.62
17/08/23,Food,3.60E+11,17/08/23,161.55,0,317.07
18/08/23,Food,3.23E+11,18/08/23,60,0,257.07
18/08/23,Food,3.23E+11,18/08/23,40,0,217.07
18/08/23,Food,3.60E+11,18/08/23,67.2,0,149.87
18/08/23,Food,3.23E+11,18/08/23,20,0,129.87
18/08/23,Misc,3.23E+11,18/08/23,0,1000,1129.87
18/08/23,Food,3.23E+11,18/08/23,86,0,1043.87
18/08/23,Misc,3.60E+11,18/08/23,276,0,767.87
18/08/23,Food,3.23E+11,18/08/23,50,0,717.87
19/08/23,Misc,3.23E+11,19/08/23,390,0,327.87
19/08/23,Food,3.23E+11,19/08/23,40,0,287.87
19/08/23,Misc,3.23E+11,19/08/23,0,1000,1287.87
19/08/23,Food,3.23E+11,19/08/23,50,0,1237.87
19/08/23,Food,3.23E+11,19/08/23,40,0,1197.87
20/08/23,Food,3.23E+11,20/08/23,20,0,1177.87
20/08/23,Food,3.23E+11,20/08/23,30,0,1147.87
20/08/23,Food,3.23E+11,20/08/23,60,0,1087.87
20/08/23,Food,3.23E+11,20/08/23,60,0,1027.87
20/08/23,Misc,3.23E+11,20/08/23,5,0,1022.87
20/08/23,Food,3.60E+11,20/08/23,174.95,0,847.92
20/08/23,Food,3.23E+11,20/08/23,40,0,807.92
20/08/23,Misc,3.23E+11,20/08/23,400,0,407.92
20/08/23,Food,3.23E+11,21/08/23,20,0,387.92
21/08/23,Misc,3.23E+11,21/08/23,160,0,227.92
21/08/23,Food,3.23E+11,21/08/23,50,0,177.92
21/08/23,Food,3.23E+11,21/08/23,22,0,155.92
21/08/23,Food,3.60E+11,21/08/23,75,0,80.92
21/08/23,Food,3.23E+11,21/08/23,40,0,40.92
22/08/23,Misc,3.23E+11,22/08/23,0,1000,1040.92
22/08/23,Food,3.60E+11,22/08/23,70,0,970.92
22/08/23,Misc,3.23E+11,22/08/23,0,70,1040.92
22/08/23,Food,3.60E+11,22/08/23,55,0,985.92
22/08/23,Food,3.23E+11,22/08/23,50,0,935.92
22/08/23,Food,3.23E+11,22/08/23,10,0,925.92
22/08/23,Food,3.23E+11,22/08/23,38,0,887.92
22/08/23,Food,3.23E+11,22/08/23,20,0,867.92
23/08/23,Food,3.60E+11,23/08/23,28,0,839.92
23/08/23,Food,3.24E+11,23/08/23,23,0,816.92
23/08/23,Food,3.24E+11,23/08/23,30,0,786.92
23/08/23,Food,3.24E+11,23/08/23,50,0,736.92
23/08/23,Food,3.24E+11,23/08/23,30,0,706.92
23/08/23,Misc,3.24E+11,23/08/23,200,0,506.92
24/08/23,Food,3.24E+11,24/08/23,201,0,305.92
24/08/23,Food,3.24E+11,24/08/23,100,0,205.92
24/08/23,Food,3.24E+11,24/08/23,50,0,155.92
24/08/23,Food,3.24E+11,24/08/23,59,0,96.92
24/08/23,Food,3.24E+11,24/08/23,50,0,46.92
25/08/23,Salary,CHASV23235906561,25/08/23,0,34800,34846.92
25/08/23,Misc,3.60E+11,25/08/23,5000,0,29846.92
25/08/23,Misc,3.60E+11,25/08/23,8000,0,21846.92
25/08/23,Misc,3.60E+11,25/08/23,1000,0,20846.92
25/08/23,Misc,3.60E+11,25/08/23,1000,0,19846.92
25/08/23,Food,3.24E+11,25/08/23,34,0,19812.92
25/08/23,Misc,3.24E+11,25/08/23,1000,0,18812.92
25/08/23,Misc,3.24E+11,25/08/23,380,0,18432.92
25/08/23,Misc,3.60E+11,25/08/23,0,140,18572.92
25/08/23,Food,3.24E+11,25/08/23,100,0,18472.92
25/08/23,Misc,3.24E+11,25/08/23,1720,0,16752.92
25/08/23,Misc,3.24E+11,25/08/23,200,0,16552.92
25/08/23,Misc,3.24E+11,25/08/23,188,0,16364.92
25/08/23,Food,3.24E+11,25/08/23,40,0,16324.92
25/08/23,Food,3.24E+11,25/08/23,70,0,16254.92
25/08/23,Misc,3.60E+11,25/08/23,0,15,16269.92
25/08/23,Food,3.24E+11,25/08/23,50,0,16219.92
26/08/23,Misc,3.24E+11,26/08/23,120,0,16099.92
26/08/23,Food,3.24E+11,26/08/23,30,0,16069.92
26/08/23,Misc,3.24E+11,26/08/23,430,0,15639.92
26/08/23,Misc,3.60E+11,26/08/23,0,70,15709.92
26/08/23,Misc,3.24E+11,26/08/23,112,0,15597.92
26/08/23,Misc,3.60E+11,26/08/23,0,10,15607.92
26/08/23,Misc,3.24E+11,26/08/23,118,0,15489.92
26/08/23,Food,3.24E+11,26/08/23,10,0,15479.92
26/08/23,Misc,3.24E+11,26/08/23,1000,0,14479.92
26/08/23,Food,3.60E+11,26/08/23,188.2,0,14291.72
26/08/23,Food,3.60E+11,26/08/23,40,0,14251.72
27/08/23,Misc,3.24E+11,27/08/23,199,0,14052.72
27/08/23,Food,3.24E+11,27/08/23,30,0,14022.72
27/08/23,Food,3.24E+11,27/08/23,58,0,13964.72
27/08/23,Misc,3.61E+11,27/08/23,0,12,13976.72
27/08/23,Food,3.24E+11,27/08/23,100,0,13876.72
27/08/23,Food,3.24E+11,27/08/23,50,0,13826.72
28/08/23,Food,3.24E+11,28/08/23,203.66,0,13623.06
28/08/23,Misc,3.61E+11,28/08/23,105,0,13518.06
28/08/23,Food,3.24E+11,29/08/23,40,0,13478.06
29/08/23,Misc,3.24E+11,29/08/23,5,0,13473.06
29/08/23,Food,3.61E+11,29/08/23,23,0,13450.06
29/08/23,Food,3.24E+11,29/08/23,30,0,13420.06
29/08/23,Food,3.24E+11,29/08/23,43,0,13377.06
29/08/23,Food,3.24E+11,29/08/23,10,0,13367.06
29/08/23,Food,3.61E+11,29/08/23,185.2,0,13181.86
30/08/23,Misc,3.61E+11,30/08/23,110,0,13071.86
30/08/23,Misc,3.24E+11,30/08/23,0,55,13126.86
30/08/23,Food,3.24E+11,30/08/23,40,0,13086.86
30/08/23,Food,3.61E+11,30/08/23,100,0,12986.86
30/08/23,Food,3.24E+11,30/08/23,40,0,12946.86
31/08/23,Food,3.24E+11,31/08/23,30,0,12916.86
31/08/23,Food,3.61E+11,31/08/23,100,0,12816.86
31/08/23,Food,3.24E+11,31/08/23,30,0,12786.86
31/08/23,Misc,3.24E+11,31/08/23,0,20000,32786.86
31/08/23,Misc,3.24E+11,31/08/23,20000,0,12786.86
31/08/23,Misc,3.24E+11,31/08/23,440,0,12346.86
1/9/2023,Rent,3.24E+11,1/9/2023,7310,0,5036.86
1/9/2023,Misc,3.24E+11,1/9/2023,110,0,4926.86
1/9/2023,Food,3.24E+11,1/9/2023,20,0,4906.86
1/9/2023,Food,3.24E+11,1/9/2023,30,0,4876.86
1/9/2023,Misc,3.24E+11,1/9/2023,447,0,4429.86
1/9/2023,Food,3.24E+11,1/9/2023,52,0,4377.86
1/9/2023,Food,3.24E+11,1/9/2023,20,0,4357.86
2/9/2023,Food,3.61E+11,2/9/2023,188.2,0,4169.66
2/9/2023,Food,3.25E+11,2/9/2023,50,0,4119.66
2/9/2023,Food,3.61E+11,2/9/2023,136.76,0,3982.9
2/9/2023,Food,3.25E+11,2/9/2023,0,136.76,4119.66
3/9/2023,Food,3.25E+11,3/9/2023,30,0,4089.66
3/9/2023,Food,3.25E+11,3/9/2023,36,0,4053.66
3/9/2023,Food,3.25E+11,3/9/2023,60,0,3993.66
3/9/2023,Food,3.25E+11,3/9/2023,20,0,3973.66
4/9/2023,Food,3.25E+11,4/9/2023,30,0,3943.66
4/9/2023,Food,3.25E+11,4/9/2023,55,0,3888.66
4/9/2023,Misc,3.25E+11,4/9/2023,250,0,3638.66
4/9/2023,Food,3.25E+11,4/9/2023,30,0,3608.66
5/9/2023,Food,3.25E+11,5/9/2023,80,0,3528.66
5/9/2023,Food,3.25E+11,5/9/2023,50,0,3478.66
5/9/2023,Misc,3.61E+11,6/9/2023,1000,0,2478.66
6/9/2023,Food,3.62E+11,6/9/2023,55,0,2423.66
6/9/2023,Food,3.25E+11,6/9/2023,40,0,2383.66
6/9/2023,Food,3.62E+11,6/9/2023,217.95,0,2165.71
6/9/2023,Food,3.25E+11,6/9/2023,60,0,2105.71
7/9/2023,Misc,3.25E+11,7/9/2023,170,0,1935.71
7/9/2023,Misc,3.25E+11,7/9/2023,200,0,1735.71
7/9/2023,Food,3.25E+11,7/9/2023,40,0,1695.71
7/9/2023,Food,3.25E+11,7/9/2023,80,0,1615.71
7/9/2023,Food,3.25E+11,7/9/2023,85,0,1530.71
8/9/2023,Food,3.25E+11,8/9/2023,25,0,1505.71
8/9/2023,Food,3.25E+11,8/9/2023,40,0,1465.71
8/9/2023,Misc,3.25E+11,8/9/2023,0,80,1545.71
8/9/2023,Misc,3.62E+11,8/9/2023,190,0,1355.71
9/9/2023,Misc,3.25E+11,9/9/2023,279.5,0,1076.21
9/9/2023,Food,3.25E+11,9/9/2023,52,0,1024.21
9/9/2023,Food,3.25E+11,9/9/2023,30,0,994.21
9/9/2023,Food,3.25E+11,9/9/2023,10,0,984.21
9/9/2023,Food,3.25E+11,9/9/2023,40,0,944.21
10/9/2023,Food,3.25E+11,10/9/2023,230.7,0,713.51
10/9/2023,Food,3.25E+11,10/9/2023,54,0,659.51
10/9/2023,Misc,3.62E+11,10/9/2023,0,500,1159.51
10/9/2023,Food,3.62E+11,10/9/2023,426.94,0,732.57
11/9/2023,Food,3.25E+11,11/9/2023,192.24,0,540.33
11/9/2023,Food,3.25E+11,11/9/2023,55,0,485.33
11/9/2023,Food,3.25E+11,11/9/2023,80,0,405.33
11/9/2023,Food,3.25E+11,11/9/2023,20,0,385.33
11/9/2023,Food,3.25E+11,11/9/2023,10,0,375.33
11/9/2023,Food,3.25E+11,11/9/2023,10,0,365.33
11/9/2023,Misc,3.25E+11,11/9/2023,125,0,240.33
12/9/2023,Food,3.26E+11,12/9/2023,30,0,210.33
12/9/2023,Food,3.26E+11,12/9/2023,55,0,155.33
12/9/2023,Food,3.26E+11,12/9/2023,40,0,115.33
12/9/2023,Food,3.26E+11,12/9/2023,60,0,55.33
12/9/2023,Food,3.26E+11,12/9/2023,10,0,45.33
13/09/23,Food,3.62E+11,13/09/23,23,0,22.33
16/09/23,Food,3.26E+11,16/09/23,10,0,12.33
23/09/23,Misc,3.27E+11,23/09/23,0,1000,1012.33
